
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #13 (nearly) zero elements are specified in sparse col '' (16) of matrix 'A'.
MOSEK warning 710: #14 (nearly) zero elements are specified in sparse col '' (17) of matrix 'A'.
MOSEK warning 710: #13 (nearly) zero elements are specified in sparse col '' (18) of matrix 'A'.
MOSEK warning 710: #12 (nearly) zero elements are specified in sparse col '' (19) of matrix 'A'.
MOSEK warning 710: #10 (nearly) zero elements are specified in sparse col '' (20) of matrix 'A'.
MOSEK warning 710: #10 (nearly) zero elements are specified in sparse col '' (21) of matrix 'A'.
MOSEK warning 710: #9 (nearly) zero elements are specified in sparse col '' (22) of matrix 'A'.
MOSEK warning 710: #8 (nearly) zero elements are specified in sparse col '' (23) of matrix 'A'.
MOSEK warning 710: #7 (nearly) zero elements are specified in sparse col '' (24) of matrix 'A'.
MOSEK warning 710: #6 (nearly) zero elements are specified in sparse col '' (25) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 822             
  Cones                  : 1               
  Scalar variables       : 515             
  Matrix variables       : 0               
  Integer variables      : 256             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 3.22
Presolved problem: 507 variables, 309 constraints, 6902 non-zeros
Presolved problem: 0 general integer, 249 binary, 258 continuous
Clique table size: 278
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
358195   330838   201586   49       1.1637116399e+02     5.6451497370e+01     51.49       881.6 
360490   332939   202885   55       1.1637116399e+02     5.6478377146e+01     51.47       886.0 
362920   335105   204157   23       1.1637116399e+02     5.6503718087e+01     51.45       892.4 
365312   337280   205427   32       1.1637116399e+02     5.6535352011e+01     51.42       899.3 
367677   339443   206712   28       1.1637116399e+02     5.6549139652e+01     51.41       904.3 
370081   341609   207988   37       1.1637116399e+02     5.6583819700e+01     51.38       909.0 
372471   343774   209234   27       1.1637116399e+02     5.6601099437e+01     51.36       913.2 
374850   345940   210529   16       1.1637116399e+02     5.6631626763e+01     51.34       918.9 
377259   348113   211844   49       1.1637116399e+02     5.6661394222e+01     51.31       925.3 
379645   350271   213096   61       1.1637116399e+02     5.6687466012e+01     51.29       931.5 
382007   352442   214400   58       1.1637116399e+02     5.6713619037e+01     51.26       936.1 
384387   354613   215674   45       1.1637116399e+02     5.6739710879e+01     51.24       940.7 
386738   356776   216907   37       1.1637116399e+02     5.6751962557e+01     51.23       944.3 
389118   358947   218173   83       1.1637116399e+02     5.6778750406e+01     51.21       949.9 
391539   361113   219404   53       1.1637116399e+02     5.6797267164e+01     51.19       956.7 
393917   363278   220714   54       1.1637116399e+02     5.6829735332e+01     51.17       962.3 
396317   365443   221980   45       1.1637116399e+02     5.6857043543e+01     51.14       967.4 
398703   367604   223284   54       1.1637116399e+02     5.6880407573e+01     51.12       971.5 
400985   369715   224542   36       1.1637116399e+02     5.6902298532e+01     51.10       974.5 
403373   371882   225784   43       1.1637116399e+02     5.6928076318e+01     51.08       980.9 
405734   374047   227063   28       1.1637116399e+02     5.6946412794e+01     51.06       986.8 
408160   376212   228321   74       1.1637116399e+02     5.6980641060e+01     51.04       992.5 
410534   378377   229639   40       1.1637116399e+02     5.6998965168e+01     51.02       997.3 
412929   380541   230888   42       1.1637116399e+02     5.7017383275e+01     51.00       1001.8
415332   382705   232135   60       1.1637116399e+02     5.7040075130e+01     50.98       1005.1
417708   384879   233399   25       1.1637116399e+02     5.7068913907e+01     50.96       1011.6
420070   387043   234693   26       1.1637116399e+02     5.7091490134e+01     50.94       1017.6
422452   389205   235959   46       1.1637116399e+02     5.7110340934e+01     50.92       1021.4
424839   391381   237266   47       1.1637116399e+02     5.7138557806e+01     50.90       1026.3
427188   393552   238557   33       1.1637116399e+02     5.7159256039e+01     50.88       1030.5
429535   395717   239848   68       1.1637116399e+02     5.7183895848e+01     50.86       1033.7
431915   397888   241134   27       1.1637116399e+02     5.7202354161e+01     50.84       1040.0
434285   400057   242432   72       1.1637116399e+02     5.7228854031e+01     50.82       1047.8
436660   402218   243735   41       1.1637116399e+02     5.7243225414e+01     50.81       1052.9
439039   404380   245040   65       1.1637116399e+02     5.7274260016e+01     50.78       1057.4
441336   406492   246279   69       1.1637116399e+02     5.7290548445e+01     50.77       1061.3
443684   408657   247589   55       1.1637116399e+02     5.7317744036e+01     50.75       1066.8
446060   410816   248849   25       1.1637116399e+02     5.7337314069e+01     50.73       1073.8
448449   412978   250120   40       1.1637116399e+02     5.7368225498e+01     50.70       1079.3
450844   415142   251373   39       1.1637116399e+02     5.7393768422e+01     50.68       1083.2
453193   417297   252646   47       1.1637116399e+02     5.7413636738e+01     50.66       1088.0
455586   419457   253953   58       1.1637116399e+02     5.7436680268e+01     50.64       1091.8
457983   421624   255206   31       1.1637116399e+02     5.7450362870e+01     50.63       1097.9
460369   423791   256524   52       1.1637116399e+02     5.7475694442e+01     50.61       1102.9
462728   425954   257815   26       1.1637116399e+02     5.7498027718e+01     50.59       1109.0
465104   428118   259053   26       1.1637116399e+02     5.7514368628e+01     50.58       1114.0
467488   430283   260301   43       1.1637116399e+02     5.7543724871e+01     50.55       1118.1
469837   432445   261632   72       1.1637116399e+02     5.7564686526e+01     50.53       1121.4
472197   434605   262862   39       1.1637116399e+02     5.7571548384e+01     50.53       1127.8
474575   436755   264084   35       1.1637116399e+02     5.7601449852e+01     50.50       1133.3
476926   438919   265347   29       1.1637116399e+02     5.7626344146e+01     50.48       1138.2
479210   441019   266585   44       1.1637116399e+02     5.7650342888e+01     50.46       1143.4
481614   443178   267879   66       1.1637116399e+02     5.7665881309e+01     50.45       1147.6
483980   445340   269117   59       1.1637116399e+02     5.7686287686e+01     50.43       1151.3
486387   447501   270394   28       1.1637116399e+02     5.7710216808e+01     50.41       1157.8
488734   449663   271671   69       1.1637116399e+02     5.7720654547e+01     50.40       1163.1
491112   451826   272943   38       1.1637116399e+02     5.7751889415e+01     50.37       1168.4
493512   453994   274247   36       1.1637116399e+02     5.7767401310e+01     50.36       1172.9
495879   456159   275588   75       1.1637116399e+02     5.7788620801e+01     50.34       1177.1
498246   458326   276837   64       1.1637116399e+02     5.7803146061e+01     50.33       1180.6
500611   460485   278092   39       1.1637116399e+02     5.7823999017e+01     50.31       1186.9
502995   462649   279374   48       1.1637116399e+02     5.7842325477e+01     50.29       1192.6
505367   464815   280640   52       1.1637116399e+02     5.7860267785e+01     50.28       1197.2
507701   466973   281908   25       1.1637116399e+02     5.7882313385e+01     50.26       1201.6
510074   469135   283115   25       1.1637116399e+02     5.7895055761e+01     50.25       1205.3
512437   471292   284384   44       1.1637116399e+02     5.7919997171e+01     50.23       1209.9
514791   473445   285640   44       1.1637116399e+02     5.7939246358e+01     50.21       1215.7
517207   475611   286924   39       1.1637116399e+02     5.7952468357e+01     50.20       1221.2
519604   477774   288179   46       1.1637116399e+02     5.7971969919e+01     50.18       1225.2
521946   479889   289417   32       1.1637116399e+02     5.7991862446e+01     50.17       1230.3
524328   482061   290707   39       1.1637116399e+02     5.8012309019e+01     50.15       1234.2
526680   484220   291965   21       1.1637116399e+02     5.8030356396e+01     50.13       1237.8
529028   486383   293203   72       1.1637116399e+02     5.8039443475e+01     50.13       1242.4
531397   488542   294504   44       1.1637116399e+02     5.8063128584e+01     50.11       1249.2
533776   490710   295819   68       1.1637116399e+02     5.8081520388e+01     50.09       1254.3
536155   492873   297078   55       1.1637116399e+02     5.8099976756e+01     50.07       1258.9
538513   495039   298346   32       1.1637116399e+02     5.8106299724e+01     50.07       1264.2
540863   497199   299594   29       1.1637116399e+02     5.8134822888e+01     50.04       1268.4
543213   499361   300862   44       1.1637116399e+02     5.8147019591e+01     50.03       1273.8
545543   501519   302146   31       1.1637116399e+02     5.8170187898e+01     50.01       1278.9
547905   503685   303436   35       1.1637116399e+02     5.8184961989e+01     50.00       1283.5
550260   505847   304703   48       1.1637116399e+02     5.8198713235e+01     49.99       1287.9
552594   508006   305933   39       1.1637116399e+02     5.8220442884e+01     49.97       1292.1
554968   510171   307281   29       1.1637116399e+02     5.8238730852e+01     49.95       1296.7
557258   512267   308511   52       1.1637116399e+02     5.8258134430e+01     49.94       1301.7
559610   514427   309731   34       1.1637116399e+02     5.8270108960e+01     49.93       1306.2
561999   516588   311028   23       1.1637116399e+02     5.8285678723e+01     49.91       1311.2
564341   518750   312260   47       1.1637116399e+02     5.8306722004e+01     49.90       1315.4
566698   520918   313579   37       1.1637116399e+02     5.8327547794e+01     49.88       1319.8
569061   523086   314902   36       1.1637116399e+02     5.8343776607e+01     49.86       1324.5
571390   525245   316203   45       1.1637116399e+02     5.8358371730e+01     49.85       1329.7
573743   527403   317476   40       1.1637116399e+02     5.8374314315e+01     49.84       1334.4
576103   529560   318780   45       1.1637116399e+02     5.8393405879e+01     49.82       1339.1
578496   531715   320045   48       1.1637116399e+02     5.8408194980e+01     49.81       1343.6
580847   533878   321320   66       1.1637116399e+02     5.8425187211e+01     49.79       1348.3
583190   536039   322631   62       1.1637116399e+02     5.8441871993e+01     49.78       1354.4
585559   538208   323956   41       1.1637116399e+02     5.8458718008e+01     49.77       1359.3
587933   540374   325310   44       1.1637116399e+02     5.8475353442e+01     49.75       1363.9
590286   542531   326573   35       1.1637116399e+02     5.8489935060e+01     49.74       1368.4
592627   544685   327844   37       1.1637116399e+02     5.8506428281e+01     49.72       1373.1
594997   546846   329130   40       1.1637116399e+02     5.8522638705e+01     49.71       1378.2
597347   549008   330424   35       1.1637116399e+02     5.8539083929e+01     49.70       1383.1
599690   551113   331617   21       1.1637116399e+02     5.8551217642e+01     49.69       1388.0
602014   553262   332809   65       1.1637116399e+02     5.8568313789e+01     49.67       1393.0
604388   555429   334083   39       1.1637116399e+02     5.8580028035e+01     49.66       1397.9
606721   557583   335306   46       1.1637116399e+02     5.8595650210e+01     49.65       1402.3
609088   559741   336609   69       1.1637116399e+02     5.8613553049e+01     49.63       1407.4
611471   561903   337926   43       1.1637116399e+02     5.8629740778e+01     49.62       1412.3
613807   564058   339186   28       1.1637116399e+02     5.8646569580e+01     49.60       1416.8
616142   566218   340489   50       1.1637116399e+02     5.8663124352e+01     49.59       1422.0
618479   568381   341798   54       1.1637116399e+02     5.8675976076e+01     49.58       1426.4
620824   570540   343067   42       1.1637116399e+02     5.8688889731e+01     49.57       1430.9
623167   572694   344360   47       1.1637116399e+02     5.8707158378e+01     49.55       1436.9
625525   574853   345660   19       1.1637116399e+02     5.8721245194e+01     49.54       1441.2
627894   577011   346915   72       1.1637116399e+02     5.8736946039e+01     49.53       1445.8
630251   579175   348218   47       1.1637116399e+02     5.8751485859e+01     49.51       1451.3
632598   581336   349533   25       1.1637116399e+02     5.8762389620e+01     49.50       1455.2
634967   583504   350800   39       1.1637116399e+02     5.8778924550e+01     49.49       1459.8
637316   585667   352093   20       1.1637116399e+02     5.8794364176e+01     49.48       1465.3
639606   587764   353369   48       1.1637116399e+02     5.8805012988e+01     49.47       1468.9
641950   589922   354641   37       1.1637116399e+02     5.8824383586e+01     49.45       1472.9
644276   592076   355897   68       1.1637116399e+02     5.8829843102e+01     49.45       1478.8
646600   594230   357141   46       1.1637116399e+02     5.8850749334e+01     49.43       1483.5
648934   596383   358417   46       1.1637116399e+02     5.8866279459e+01     49.42       1488.2
651299   598545   359690   84       1.1637116399e+02     5.8880175035e+01     49.40       1494.1
653629   600712   360990   53       1.1637116399e+02     5.8892712713e+01     49.39       1498.7
655980   602876   362287   81       1.1637116399e+02     5.8907349414e+01     49.38       1501.8
658337   605030   363548   37       1.1637116399e+02     5.8923713212e+01     49.37       1506.8
660694   607193   364783   37       1.1637116399e+02     5.8941006397e+01     49.35       1511.7
663066   609353   366077   37       1.1637116399e+02     5.8955691566e+01     49.34       1517.4
665399   611511   367310   45       1.1637116399e+02     5.8969386346e+01     49.33       1522.7
667745   613672   368584   45       1.1637116399e+02     5.8986647090e+01     49.31       1527.8
670128   615829   369829   54       1.1637116399e+02     5.9001199401e+01     49.30       1531.8
672504   617993   371109   21       1.1637116399e+02     5.9012355011e+01     49.29       1537.2
674867   620153   372394   57       1.1637116399e+02     5.9026243891e+01     49.28       1543.4
677190   622314   373687   54       1.1637116399e+02     5.9040573410e+01     49.27       1549.2
679442   624417   374937   30       1.1637116399e+02     5.9051545560e+01     49.26       1554.1
681773   626570   376144   61       1.1637116399e+02     5.9067210065e+01     49.24       1557.7
684126   628731   377471   58       1.1637116399e+02     5.9081765036e+01     49.23       1561.5
686497   630896   378724   67       1.1637116399e+02     5.9096118124e+01     49.22       1566.4
688809   633056   380020   50       1.1637116399e+02     5.9111924901e+01     49.20       1571.6
691172   635220   381251   40       1.1637116399e+02     5.9123807013e+01     49.19       1577.6
693491   637373   382506   64       1.1637116399e+02     5.9133734867e+01     49.19       1581.9
695866   639528   383769   43       1.1637116399e+02     5.9147820658e+01     49.17       1585.2
698230   641684   384983   31       1.1637116399e+02     5.9160320510e+01     49.16       1589.6
700554   643836   386233   48       1.1637116399e+02     5.9169417429e+01     49.15       1594.7
702914   645998   387485   60       1.1637116399e+02     5.9185863211e+01     49.14       1599.8
