
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 3118            
  Cones                  : 0               
  Scalar variables       : 653             
  Matrix variables       : 0               
  Integer variables      : 601             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 0.82
Presolved problem: 652 variables, 1601 constraints, 5818 non-zeros
Presolved problem: 0 general integer, 601 binary, 51 continuous
Clique table size: 50
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
121201   120060   71480    34       NA                   1.9624367001e+02     NA          123.8 
122842   121686   72445    23       NA                   1.9624376555e+02     NA          125.3 
124510   123328   73405    33       NA                   1.9624782854e+02     NA          126.6 
126100   124904   74389    50       NA                   1.9624852327e+02     NA          128.1 
127802   126589   75297    61       NA                   1.9624855537e+02     NA          129.5 
129445   128225   76254    59       NA                   1.9625060961e+02     NA          130.9 
131110   129877   77173    63       NA                   1.9625241274e+02     NA          132.1 
132799   131551   78146    35       NA                   1.9625242423e+02     NA          133.7 
134450   133192   79083    37       NA                   1.9625242869e+02     NA          135.0 
136160   134883   80001    20       NA                   1.9625244451e+02     NA          136.1 
137827   136533   80958    38       NA                   1.9625244894e+02     NA          137.3 
139468   138168   81949    31       NA                   1.9625249337e+02     NA          138.4 
141086   139772   82883    51       NA                   1.9625250330e+02     NA          139.4 
142696   141362   83729    70       NA                   1.9625252247e+02     NA          140.6 
144317   142972   84662    58       NA                   1.9625410223e+02     NA          141.8 
145963   144606   85648    42       NA                   1.9625410436e+02     NA          143.0 
147646   146274   86531    59       NA                   1.9625412564e+02     NA          144.4 
149335   147953   87508    57       NA                   1.9625420759e+02     NA          145.8 
151032   149638   88437    61       NA                   1.9625594553e+02     NA          147.4 
152686   151280   89365    16       NA                   1.9625598156e+02     NA          148.9 
154371   152955   90298    35       NA                   1.9625599539e+02     NA          150.4 
156059   154621   91224    47       NA                   1.9625602349e+02     NA          151.8 
157715   156259   92154    61       NA                   1.9625602435e+02     NA          153.3 
159349   157870   93104    38       NA                   1.9625604174e+02     NA          154.6 
160987   159491   94058    52       NA                   1.9626552732e+02     NA          156.0 
162635   161125   94984    19       NA                   1.9626594950e+02     NA          157.3 
164233   162712   95972    73       NA                   1.9626602176e+02     NA          158.7 
165911   164376   96902    15       NA                   1.9626719051e+02     NA          160.1 
167563   166006   97880    26       NA                   1.9626719522e+02     NA          161.9 
169220   167652   98829    46       NA                   1.9626725623e+02     NA          163.7 
170751   169174   99738    58       NA                   1.9626728611e+02     NA          165.8 
172389   170795   100694   20       NA                   1.9626956691e+02     NA          167.4 
174025   172421   101646   66       NA                   1.9627035709e+02     NA          169.4 
175715   174100   102526   45       NA                   1.9627097284e+02     NA          171.3 
177349   175725   103482   81       NA                   1.9627269142e+02     NA          173.2 
178989   177355   104398   62       NA                   1.9627271808e+02     NA          174.9 
180648   178997   105373   42       NA                   1.9627271808e+02     NA          176.7 
182296   180640   106329   71       NA                   1.9627410238e+02     NA          178.4 
183951   182282   107246   62       NA                   1.9627413565e+02     NA          180.3 
185574   183889   108203   47       NA                   1.9627417039e+02     NA          182.1 
187205   185508   109152   62       NA                   1.9627417039e+02     NA          183.7 
188841   187132   110094   51       NA                   1.9627777849e+02     NA          185.4 
190531   188802   111004   23       NA                   1.9627784167e+02     NA          187.0 
192165   190418   111998   52       NA                   1.9627884776e+02     NA          188.5 
193844   192078   112923   38       NA                   1.9627887407e+02     NA          190.6 
195498   193714   113937   33       NA                   1.9627967514e+02     NA          192.2 
197081   195273   114828   49       NA                   1.9627974141e+02     NA          194.2 
198709   196889   115816   42       NA                   1.9627979322e+02     NA          195.8 
200414   198565   116755   86       NA                   1.9627979322e+02     NA          197.6 
202030   200171   117735   59       NA                   1.9627983892e+02     NA          199.1 
203734   201856   118645   31       NA                   1.9628062501e+02     NA          200.5 
205390   203501   119577   67       NA                   1.9628219543e+02     NA          202.0 
207099   205194   120532   78       NA                   1.9628241631e+02     NA          203.6 
208761   206843   121496   19       NA                   1.9628246745e+02     NA          205.1 
210475   208539   122482   33       NA                   1.9628247958e+02     NA          206.6 
212123   210165   123476   33       NA                   1.9628330353e+02     NA          208.2 
213832   211850   124401   47       NA                   1.9628462139e+02     NA          209.6 
215482   213492   125361   25       NA                   1.9628470255e+02     NA          211.1 
217122   215122   126275   67       NA                   1.9628586036e+02     NA          212.7 
218738   216728   127217   14       NA                   1.9628589778e+02     NA          214.0 
220379   218353   128130   43       NA                   1.9628595466e+02     NA          215.8 
222060   220024   129049   38       NA                   1.9628668015e+02     NA          217.3 
223579   221529   129970   72       NA                   1.9628911686e+02     NA          218.5 
225317   223246   130848   51       NA                   1.9628924523e+02     NA          219.8 
226998   224920   131783   67       NA                   1.9628927213e+02     NA          220.9 
228652   226561   132717   59       NA                   1.9628928287e+02     NA          222.1 
230316   228206   133667   70       NA                   1.9628928987e+02     NA          224.1 
232012   229883   134611   71       NA                   1.9628929451e+02     NA          225.5 
233696   231549   135561   70       NA                   1.9628929454e+02     NA          226.9 
235383   233219   136490   58       NA                   1.9628939198e+02     NA          228.5 
237043   234858   137408   41       NA                   1.9629354285e+02     NA          230.3 
238729   236531   138324   60       NA                   1.9629480903e+02     NA          232.9 
240414   238193   139287   28       NA                   1.9629518240e+02     NA          235.5 
242080   239844   140255   23       NA                   1.9629577470e+02     NA          237.8 
243750   241504   141215   27       NA                   1.9629584095e+02     NA          240.3 
245391   243135   142228   36       NA                   1.9629584732e+02     NA          242.1 
247056   244789   143167   29       NA                   1.9629586536e+02     NA          243.7 
248736   246454   144149   81       NA                   1.9629586536e+02     NA          245.7 
250438   248138   145051   32       NA                   1.9629588137e+02     NA          247.1 
251987   249670   145968   24       NA                   1.9629724660e+02     NA          248.3 
253680   251348   146915   56       NA                   1.9629755286e+02     NA          249.8 
255370   253010   147863   54       NA                   1.9629861669e+02     NA          251.6 
257063   254687   148862   64       NA                   1.9629901331e+02     NA          253.3 
258770   256378   149757   34       NA                   1.9629901411e+02     NA          255.0 
260400   257992   150705   40       NA                   1.9629902877e+02     NA          256.5 
262085   259662   151646   46       NA                   1.9629903372e+02     NA          258.2 
263726   261290   152625   33       NA                   1.9629903545e+02     NA          259.7 
265415   262967   153550   13       NA                   1.9629911861e+02     NA          260.9 
267077   264609   154524   49       NA                   1.9629916182e+02     NA          262.2 
268760   266283   155443   56       NA                   1.9629919753e+02     NA          263.4 
270418   267929   156395   71       NA                   1.9629930308e+02     NA          264.4 
272116   269614   157341   71       NA                   1.9629948693e+02     NA          265.6 
273799   271284   158280   86       NA                   1.9630442595e+02     NA          266.9 
275492   272958   159243   18       NA                   1.9630442763e+02     NA          268.1 
277137   274586   160250   28       NA                   1.9630443191e+02     NA          269.3 
278837   276268   161168   72       NA                   1.9630496190e+02     NA          270.3 
280409   277823   162088   28       NA                   1.9630507107e+02     NA          271.6 
282128   279528   163035   47       NA                   1.9630615201e+02     NA          273.2 
283818   281207   164023   27       NA                   1.9630617215e+02     NA          275.0 
285527   282899   164986   36       NA                   1.9630618956e+02     NA          276.6 
287190   284544   165881   85       NA                   1.9630646718e+02     NA          278.0 
288827   286174   166790   38       NA                   1.9630896152e+02     NA          279.3 
290515   287848   167768   54       NA                   1.9630898383e+02     NA          280.9 
292148   289475   168725   73       NA                   1.9630948711e+02     NA          282.3 
293894   291197   169599   36       NA                   1.9630953585e+02     NA          283.5 
295548   292842   170605   46       NA                   1.9630970129e+02     NA          284.9 
297203   294491   171596   66       NA                   1.9630975801e+02     NA          286.2 
298862   296139   172545   47       NA                   1.9630987210e+02     NA          287.7 
300580   297843   173471   35       NA                   1.9630990238e+02     NA          289.3 
302236   299490   174505   32       NA                   1.9630998987e+02     NA          290.8 
303921   301167   175482   26       NA                   1.9631072956e+02     NA          292.0 
305612   302843   176445   52       NA                   1.9631204731e+02     NA          293.1 
307300   304501   177433   33       NA                   1.9631208168e+02     NA          294.2 
308905   306092   178344   27       NA                   1.9631209343e+02     NA          295.7 
310589   307761   179262   24       NA                   1.9631223247e+02     NA          297.1 
312235   309392   180256   42       NA                   1.9631237601e+02     NA          298.7 
313959   311101   181164   71       NA                   1.9631447790e+02     NA          300.8 
315627   312759   182174   31       NA                   1.9631473618e+02     NA          302.8 
317307   314431   183120   29       NA                   1.9631479063e+02     NA          304.2 
318987   316105   184066   31       NA                   1.9631481476e+02     NA          305.5 
320675   317779   185022   38       NA                   1.9631553858e+02     NA          307.1 
322364   319454   185993   61       NA                   1.9631554177e+02     NA          308.6 
324035   321111   186962   35       NA                   1.9631561352e+02     NA          310.0 
325712   322776   187887   41       NA                   1.9631562069e+02     NA          311.4 
327396   324454   188853   63       NA                   1.9631567106e+02     NA          312.8 
329063   326106   189838   28       NA                   1.9631570565e+02     NA          314.4 
330739   327769   190796   52       NA                   1.9631615299e+02     NA          316.1 
332411   329425   191790   62       NA                   1.9631616382e+02     NA          317.6 
334082   331079   192753   39       NA                   1.9631821295e+02     NA          319.0 
335765   332747   193724   39       NA                   1.9631823571e+02     NA          320.3 
337449   334407   194688   49       NA                   1.9631824467e+02     NA          321.6 
339065   336005   195614   41       NA                   1.9631834252e+02     NA          322.7 
340775   337699   196586   17       NA                   1.9631978473e+02     NA          324.4 
342506   339414   197509   40       NA                   1.9631996511e+02     NA          326.4 
344206   341100   198523   35       NA                   1.9632012795e+02     NA          328.3 
345929   342812   199492   19       NA                   1.9632108418e+02     NA          330.2 
347677   344548   200448   43       NA                   1.9632111820e+02     NA          332.2 
349381   346234   201444   71       NA                   1.9632180789e+02     NA          334.6 
351091   347923   202410   31       NA                   1.9632187756e+02     NA          336.5 
352750   349571   203421   36       NA                   1.9632287964e+02     NA          338.3 
354446   351259   204361   43       NA                   1.9632291386e+02     NA          340.1 
356130   352930   205269   26       NA                   1.9632303668e+02     NA          341.8 
357781   354561   206202   78       NA                   1.9632306088e+02     NA          343.8 
359444   356200   207169   23       NA                   1.9632306565e+02     NA          345.4 
361171   357911   208120   41       NA                   1.9632326600e+02     NA          347.2 
362839   359559   209020   25       NA                   1.9632340742e+02     NA          348.9 
364551   361254   209982   49       NA                   1.9632354068e+02     NA          351.1 
366205   362890   210932   18       NA                   1.9632377317e+02     NA          353.3 
367893   364563   211878   34       NA                   1.9632398540e+02     NA          355.0 
369469   366129   212794   56       NA                   1.9632464326e+02     NA          356.8 
371154   367792   213789   18       NA                   1.9632467179e+02     NA          358.4 
372871   369487   214752   41       NA                   1.9632471706e+02     NA          360.2 
374542   371136   215667   76       NA                   1.9632552109e+02     NA          361.5 
376274   372850   216633   70       NA                   1.9632558598e+02     NA          363.6 
377967   374523   217578   70       NA                   1.9632700775e+02     NA          365.2 
379693   376236   218494   36       NA                   1.9632720855e+02     NA          367.2 
381382   377910   219507   37       NA                   1.9632739584e+02     NA          368.6 
383138   379645   220461   47       NA                   1.9632744965e+02     NA          370.1 
384789   381288   221466   49       NA                   1.9632805840e+02     NA          371.6 
386520   383000   222409   62       NA                   1.9632811942e+02     NA          373.0 
388194   384662   223399   63       NA                   1.9632811952e+02     NA          374.8 
389898   386348   224347   70       NA                   1.9632831438e+02     NA          376.6 
391636   388070   225321   49       NA                   1.9632841278e+02     NA          378.4 
393351   389763   226256   61       NA                   1.9632848827e+02     NA          379.9 
395046   391439   227185   45       NA                   1.9632850600e+02     NA          381.2 
396615   392991   228090   62       NA                   1.9632854122e+02     NA          382.5 
398316   394679   229057   36       NA                   1.9632859919e+02     NA          383.7 
400023   396374   229998   55       NA                   1.9632864486e+02     NA          385.3 
401710   398057   230935   33       NA                   1.9633059598e+02     NA          386.5 
403426   399761   231885   45       NA                   1.9633061696e+02     NA          387.7 
405105   401430   232802   58       NA                   1.9633064408e+02     NA          389.1 
406837   403143   233742   40       NA                   1.9633067300e+02     NA          391.0 
408494   404786   234707   59       NA                   1.9633085806e+02     NA          392.8 
410200   406474   235615   23       NA                   1.9633122828e+02     NA          394.6 
411884   408137   236583   34       NA                   1.9633126753e+02     NA          396.1 
413628   409868   237547   45       NA                   1.9633129093e+02     NA          397.8 
415348   411572   238473   74       NA                   1.9633129599e+02     NA          399.3 
417056   413254   239433   89       NA                   1.9633133964e+02     NA          401.0 
418749   414932   240414   49       NA                   1.9633141315e+02     NA          402.4 
420481   416648   241366   58       NA                   1.9633359027e+02     NA          403.8 
422145   418295   242340   62       NA                   1.9633359451e+02     NA          405.6 
423907   420035   243298   83       NA                   1.9633361594e+02     NA          407.6 
425523   421632   244194   71       NA                   1.9633368254e+02     NA          409.4 
427248   423338   245149   73       NA                   1.9633375543e+02     NA          410.5 
428997   425069   246120   65       NA                   1.9633499596e+02     NA          412.5 
430699   426763   247062   37       NA                   1.9633545707e+02     NA          414.0 
432400   428449   248013   46       NA                   1.9633588666e+02     NA          415.6 
434137   430171   248946   83       NA                   1.9633589709e+02     NA          417.1 
435876   431895   249919   36       NA                   1.9633589919e+02     NA          418.5 
437621   433619   250852   37       NA                   1.9633701154e+02     NA          420.6 
439358   435343   251789   45       NA                   1.9633704012e+02     NA          422.3 
441086   437059   252769   37       NA                   1.9633705256e+02     NA          423.6 
442722   438679   253795   102      NA                   1.9633709288e+02     NA          424.9 
444456   440397   254763   66       NA                   1.9633717241e+02     NA          426.1 
446144   442071   255803   39       NA                   1.9633722220e+02     NA          427.3 
447875   443776   256716   55       NA                   1.9633820381e+02     NA          428.5 
449547   445436   257686   44       NA                   1.9633851276e+02     NA          430.2 
451207   447071   258610   75       NA                   1.9633851667e+02     NA          431.7 
452881   448719   259578   45       NA                   1.9633855465e+02     NA          433.0 
454601   450425   260510   48       NA                   1.9633950549e+02     NA          434.4 
456342   452143   261435   54       NA                   1.9633952720e+02     NA          435.9 
458017   453812   262410   65       NA                   1.9633953633e+02     NA          437.4 
459711   455495   263318   69       NA                   1.9633955395e+02     NA          439.0 
461425   457192   264300   21       NA                   1.9633961222e+02     NA          440.5 
463179   458920   265200   50       NA                   1.9633965756e+02     NA          442.2 
464844   460567   266137   35       NA                   1.9633993191e+02     NA          444.1 
466565   462274   267052   37       NA                   1.9634083897e+02     NA          445.6 
468312   463997   268003   68       NA                   1.9634138071e+02     NA          447.2 
470011   465680   268918   32       NA                   1.9634139125e+02     NA          448.7 
471738   467391   269905   68       NA                   1.9634140747e+02     NA          450.4 
473378   469016   270851   30       NA                   1.9634141793e+02     NA          452.0 
475071   470695   271814   35       NA                   1.9634188993e+02     NA          453.5 
476726   472342   272819   65       NA                   1.9634192655e+02     NA          455.4 
478454   474047   273777   25       NA                   1.9634195151e+02     NA          457.5 
480124   475702   274709   20       NA                   1.9634195435e+02     NA          459.2 
481833   477383   275670   61       NA                   1.9634199848e+02     NA          461.1 
483536   479068   276649   79       NA                   1.9634222587e+02     NA          463.1 
485281   480794   277576   51       NA                   1.9634223100e+02     NA          465.4 
486945   482440   278572   43       NA                   1.9634225832e+02     NA          467.3 
488614   484102   279521   19       NA                   1.9634226886e+02     NA          469.2 
490329   485806   280478   60       NA                   1.9634229193e+02     NA          470.9 
491994   487457   281423   76       NA                   1.9634229510e+02     NA          473.0 
493719   489173   282392   12       NA                   1.9634232690e+02     NA          475.2 
495439   490878   283374   51       NA                   1.9634321827e+02     NA          477.1 
497067   492493   284344   71       NA                   1.9634432780e+02     NA          479.0 
498769   494177   285278   32       NA                   1.9634434825e+02     NA          481.3 
500478   495860   286239   61       NA                   1.9634438930e+02     NA          483.1 
502182   497552   287207   16       NA                   1.9634450999e+02     NA          484.5 
503915   499270   288162   65       NA                   1.9634457402e+02     NA          486.2 
505570   500919   289151   50       NA                   1.9634461128e+02     NA          487.7 
507294   502631   290117   65       NA                   1.9634571115e+02     NA          489.1 
508966   504290   291061   23       NA                   1.9634580940e+02     NA          490.9 
510625   505936   292000   32       NA                   1.9634582184e+02     NA          492.5 
512327   507622   292946   41       NA                   1.9634582281e+02     NA          494.0 
514021   509303   293888   47       NA                   1.9634649972e+02     NA          495.4 
515703   510967   294824   24       NA                   1.9634652374e+02     NA          496.7 
517428   512676   295711   44       NA                   1.9634653028e+02     NA          497.8 
519110   514338   296757   49       NA                   1.9634773501e+02     NA          499.1 
520853   516059   297664   33       NA                   1.9634773501e+02     NA          500.6 
522539   517734   298676   52       NA                   1.9634774596e+02     NA          502.0 
524310   519474   299593   39       NA                   1.9634774742e+02     NA          503.4 
526032   521177   300563   51       NA                   1.9634774813e+02     NA          505.0 
527747   522874   301566   50       NA                   1.9634774819e+02     NA          507.1 
529485   524595   302540   53       NA                   1.9634775453e+02     NA          509.1 
531194   526293   303489   75       NA                   1.9634777955e+02     NA          511.0 
532928   528015   304427   48       NA                   1.9634779637e+02     NA          513.0 
534626   529696   305349   41       NA                   1.9634780328e+02     NA          514.9 
536370   531418   306201   48       NA                   1.9634922333e+02     NA          516.7 
538042   533076   307133   51       NA                   1.9635020951e+02     NA          518.5 
539802   534821   308039   34       NA                   1.9635090705e+02     NA          520.4 
541486   536493   308989   37       NA                   1.9635090920e+02     NA          522.4 
543218   538212   309955   48       NA                   1.9635091252e+02     NA          524.2 
544886   539869   310889   68       NA                   1.9635188262e+02     NA          526.2 
546632   541604   311837   36       NA                   1.9635200094e+02     NA          529.4 
548376   543331   312795   72       NA                   1.9635246513e+02     NA          531.8 
550095   545041   313742   80       NA                   1.9635291363e+02     NA          534.1 
551844   546760   314673   45       NA                   1.9635321593e+02     NA          536.0 
553566   548466   315607   44       NA                   1.9635338294e+02     NA          538.0 
555251   550140   316568   30       NA                   1.9635338861e+02     NA          539.6 
556959   551819   317500   62       NA                   1.9635341584e+02     NA          541.4 
558639   553488   318472   31       NA                   1.9635381933e+02     NA          542.9 
560320   555163   319413   61       NA                   1.9635384277e+02     NA          544.4 
561960   556788   320399   55       NA                   1.9635405573e+02     NA          545.7 
563683   558491   321336   23       NA                   1.9635438698e+02     NA          548.2 
565352   560155   322293   52       NA                   1.9635446400e+02     NA          550.3 
567125   561902   323200   25       NA                   1.9635480561e+02     NA          551.9 
568823   563593   324208   71       NA                   1.9635519356e+02     NA          553.4 
570474   565233   325215   31       NA                   1.9635573179e+02     NA          554.7 
572238   566986   326135   50       NA                   1.9635574240e+02     NA          556.1 
573945   568678   327074   44       NA                   1.9635601311e+02     NA          557.5 
575650   570369   328019   30       NA                   1.9635610419e+02     NA          558.9 
577358   572070   328921   37       NA                   1.9635619125e+02     NA          560.8 
579042   573739   329899   43       NA                   1.9635624332e+02     NA          562.3 
580809   575495   330796   37       NA                   1.9635625119e+02     NA          563.7 
582556   577228   331719   32       NA                   1.9635626938e+02     NA          565.1 
584271   578926   332688   39       NA                   1.9635626938e+02     NA          566.7 
585981   580614   333658   51       NA                   1.9635681592e+02     NA          568.7 
587696   582316   334621   17       NA                   1.9635682910e+02     NA          570.3 
589444   584042   335583   64       NA                   1.9635684180e+02     NA          572.3 
591170   585758   336501   31       NA                   1.9635802504e+02     NA          574.1 
592918   587488   337435   35       NA                   1.9635816577e+02     NA          575.8 
594656   589207   338421   27       NA                   1.9635846611e+02     NA          577.4 
596386   590913   339371   59       NA                   1.9635857426e+02     NA          578.9 
598172   592674   340299   24       NA                   1.9635862606e+02     NA          580.6 
599918   594402   341275   66       NA                   1.9635866492e+02     NA          582.1 
601670   596132   342209   29       NA                   1.9635882487e+02     NA          583.7 
603429   597855   343180   66       NA                   1.9635883118e+02     NA          585.2 
605160   599564   344185   36       NA                   1.9635971875e+02     NA          586.7 
606874   601255   345141   26       NA                   1.9635979849e+02     NA          588.2 
608636   603004   346057   48       NA                   1.9635981435e+02     NA          589.8 
610429   604779   347014   51       NA                   1.9635987937e+02     NA          591.1 
612201   606518   347962   55       NA                   1.9636000802e+02     NA          592.6 
613883   608189   348878   24       NA                   1.9636069088e+02     NA          593.8 
615642   609929   349797   31       NA                   1.9636070153e+02     NA          595.2 
617359   611622   350674   50       NA                   1.9636076723e+02     NA          596.6 
619102   613328   351659   73       NA                   1.9636078345e+02     NA          597.8 
620820   615040   352601   23       NA                   1.9636163267e+02     NA          598.9 
622579   616783   353554   44       NA                   1.9636163267e+02     NA          600.2 
624236   618430   354529   26       NA                   1.9636169295e+02     NA          601.4 
625938   620107   355467   34       NA                   1.9636174423e+02     NA          602.6 
627642   621795   356453   67       NA                   1.9636196476e+02     NA          603.6 
629351   623486   357382   52       NA                   1.9636237070e+02     NA          604.9 
631057   625177   358358   52       NA                   1.9636242196e+02     NA          605.9 
632782   626888   359295   37       NA                   1.9636247482e+02     NA          606.8 
634488   628579   360279   30       NA                   1.9636278438e+02     NA          607.8 
636189   630274   361196   60       NA                   1.9636294476e+02     NA          608.7 
637864   631935   362185   24       NA                   1.9636304993e+02     NA          609.7 
639580   633627   363089   55       NA                   1.9636332476e+02     NA          610.7 
641243   635268   364074   25       NA                   1.9636393399e+02     NA          611.7 
643005   637013   365002   30       NA                   1.9636404475e+02     NA          612.6 
644673   638667   365962   34       NA                   1.9636425272e+02     NA          613.8 
646390   640367   366831   50       NA                   1.9636432795e+02     NA          615.6 
648036   642007   367761   57       NA                   1.9636433407e+02     NA          617.2 
649731   643681   368656   18       NA                   1.9636478296e+02     NA          619.2 
651451   645393   369570   35       NA                   1.9636491004e+02     NA          621.1 
653151   647081   370492   37       NA                   1.9636498196e+02     NA          622.9 
654805   648720   371448   41       NA                   1.9636500055e+02     NA          625.3 
