
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #15 (nearly) zero elements are specified in sparse col '' (16) of matrix 'A'.
MOSEK warning 710: #5 (nearly) zero elements are specified in sparse col '' (17) of matrix 'A'.
MOSEK warning 710: #13 (nearly) zero elements are specified in sparse col '' (18) of matrix 'A'.
MOSEK warning 710: #12 (nearly) zero elements are specified in sparse col '' (19) of matrix 'A'.
MOSEK warning 710: #11 (nearly) zero elements are specified in sparse col '' (20) of matrix 'A'.
MOSEK warning 710: #10 (nearly) zero elements are specified in sparse col '' (21) of matrix 'A'.
MOSEK warning 710: #3 (nearly) zero elements are specified in sparse col '' (22) of matrix 'A'.
MOSEK warning 710: #8 (nearly) zero elements are specified in sparse col '' (23) of matrix 'A'.
MOSEK warning 710: #4 (nearly) zero elements are specified in sparse col '' (25) of matrix 'A'.
MOSEK warning 710: #5 (nearly) zero elements are specified in sparse col '' (26) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 822             
  Cones                  : 1               
  Scalar variables       : 515             
  Matrix variables       : 0               
  Integer variables      : 256             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 0.97
Presolved problem: 507 variables, 309 constraints, 6902 non-zeros
Presolved problem: 0 general integer, 249 binary, 258 continuous
Clique table size: 285
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
83785    78652    49644    26       1.1705035559e+02     5.2857168185e+01     54.84       152.7 
86146    80838    51015    38       1.1705035559e+02     5.2929919349e+01     54.78       156.4 
88476    83028    52425    26       1.1705035559e+02     5.3000254070e+01     54.72       160.7 
90807    85216    53812    53       1.1705035559e+02     5.3095152199e+01     54.64       165.3 
93139    87402    55164    28       1.1705035559e+02     5.3172303389e+01     54.57       169.0 
95482    89589    56539    33       1.1705035559e+02     5.3235966095e+01     54.52       173.1 
97869    91788    57932    24       1.1705035559e+02     5.3324099707e+01     54.44       177.2 
100198   93974    59343    34       1.1705035559e+02     5.3404440633e+01     54.37       180.9 
102556   96164    60743    60       1.1705035559e+02     5.3499795002e+01     54.29       185.5 
104899   98353    62134    26       1.1705035559e+02     5.3558613985e+01     54.24       189.2 
107246   100539   63499    38       1.1705035559e+02     5.3633662201e+01     54.18       192.7 
109599   102727   64798    66       1.1705035559e+02     5.3695212895e+01     54.13       197.3 
111923   104920   66172    17       1.1705035559e+02     5.3753063868e+01     54.08       201.6 
114263   107106   67484    48       1.1705035559e+02     5.3786587649e+01     54.05       205.1 
116607   109299   68848    29       1.1705035559e+02     5.3881128868e+01     53.97       208.5 
118959   111488   70234    39       1.1705035559e+02     5.3960490169e+01     53.90       212.7 
121306   113670   71543    25       1.1705035559e+02     5.4001544146e+01     53.86       216.1 
123666   115860   72945    32       1.1705035559e+02     5.4088245225e+01     53.79       220.0 
125936   117987   74253    32       1.1704550939e+02     5.4130020905e+01     53.75       224.3 
128255   120173   75590    62       1.1704550939e+02     5.4197056657e+01     53.70       227.8 
130570   122351   76927    26       1.1704550939e+02     5.4257502682e+01     53.64       231.0 
132882   124528   78263    13       1.1704550939e+02     5.4309637381e+01     53.60       234.5 
135234   126714   79609    48       1.1704550939e+02     5.4365168095e+01     53.55       238.3 
137569   128894   80958    59       1.1704550939e+02     5.4417268357e+01     53.51       241.4 
139911   131078   82282    27       1.1704550939e+02     5.4477847239e+01     53.46       245.2 
142240   133264   83597    39       1.1704550939e+02     5.4517577043e+01     53.42       249.0 
144567   135443   84954    46       1.1704550939e+02     5.4559212958e+01     53.39       253.1 
146905   137640   86344    30       1.1704550939e+02     5.4612065052e+01     53.34       256.5 
149228   139822   87717    48       1.1704550939e+02     5.4692542330e+01     53.27       260.3 
151564   142008   89057    37       1.1704550939e+02     5.4754600208e+01     53.22       263.8 
153895   144194   90374    25       1.1702985846e+02     5.4781428456e+01     53.19       267.1 
156217   146381   91728    26       1.1702985846e+02     5.4851215035e+01     53.13       270.9 
158570   148570   93057    46       1.1702985846e+02     5.4882803380e+01     53.10       274.3 
160895   150767   94418    14       1.1702985846e+02     5.4943665677e+01     53.05       277.6 
163177   152900   95734    53       1.1702985846e+02     5.5002679205e+01     53.00       281.1 
165535   155099   97084    30       1.1702985846e+02     5.5066859823e+01     52.95       284.4 
167874   157293   98499    35       1.1702985846e+02     5.5099158384e+01     52.92       287.8 
170214   159488   99887    51       1.1698943546e+02     5.5138932805e+01     52.87       291.2 
172532   161672   101173   39       1.1698943546e+02     5.5184810170e+01     52.83       294.4 
174862   163861   102503   47       1.1698943546e+02     5.5266527777e+01     52.76       297.8 
177188   166059   103815   22       1.1698943546e+02     5.5338344656e+01     52.70       301.4 
179554   168249   105093   45       1.1698943546e+02     5.5373289446e+01     52.67       304.6 
181932   170447   106453   17       1.1698943546e+02     5.5431000113e+01     52.62       307.8 
184278   172636   107785   18       1.1698943546e+02     5.5467048160e+01     52.59       311.1 
186617   174827   109140   32       1.1698943546e+02     5.5511249266e+01     52.55       314.4 
188975   177022   110454   29       1.1698943546e+02     5.5569100928e+01     52.50       317.6 
191327   179214   111774   47       1.1698943546e+02     5.5598468439e+01     52.48       321.1 
193655   181403   113140   62       1.1698943546e+02     5.5656764700e+01     52.43       324.6 
195989   183589   114456   36       1.1698943546e+02     5.5709078914e+01     52.38       327.7 
198325   185768   115736   41       1.1698943546e+02     5.5739926058e+01     52.35       331.0 
200673   187954   117070   41       1.1698943546e+02     5.5807982539e+01     52.30       334.2 
202952   190079   118293   59       1.1698943546e+02     5.5836710367e+01     52.27       337.5 
205303   192265   119612   54       1.1698943546e+02     5.5887302914e+01     52.23       341.0 
207640   194458   121003   17       1.1662767665e+02     5.5920797857e+01     52.05       344.1 
209963   196646   122384   49       1.1662767665e+02     5.5960702923e+01     52.02       347.3 
212294   198840   123677   29       1.1662767665e+02     5.6000286400e+01     51.98       350.6 
214645   201023   124972   26       1.1662767665e+02     5.6045793170e+01     51.94       353.7 
217000   203217   126295   39       1.1662767665e+02     5.6094142471e+01     51.90       356.8 
219354   205412   127653   39       1.1662767665e+02     5.6132947126e+01     51.87       359.9 
221705   207599   129006   30       1.1662767665e+02     5.6169138364e+01     51.84       363.2 
224036   209784   130317   29       1.1662767665e+02     5.6237539545e+01     51.78       366.4 
226387   211972   131630   48       1.1662767665e+02     5.6266594769e+01     51.76       369.5 
228716   214158   132903   42       1.1662767665e+02     5.6295847697e+01     51.73       373.4 
231042   216342   134177   47       1.1662767665e+02     5.6331078886e+01     51.70       376.6 
233383   218534   135474   43       1.1662767665e+02     5.6379277507e+01     51.66       380.0 
235704   220718   136849   23       1.1662767665e+02     5.6419369684e+01     51.62       383.4 
238076   222909   138203   39       1.1662767665e+02     5.6452162451e+01     51.60       386.6 
240435   225097   139512   63       1.1662767665e+02     5.6500293992e+01     51.55       390.0 
242768   227284   140805   28       1.1662767665e+02     5.6538440020e+01     51.52       393.3 
245035   229417   142156   33       1.1662767665e+02     5.6585878441e+01     51.48       396.8 
247407   231607   143498   25       1.1662767665e+02     5.6621904477e+01     51.45       400.2 
249745   233790   144864   45       1.1662767665e+02     5.6658911586e+01     51.42       403.7 
252101   235979   146240   57       1.1662767665e+02     5.6691079057e+01     51.39       406.9 
254436   238169   147595   32       1.1662767665e+02     5.6737459093e+01     51.35       410.1 
256772   240349   148923   39       1.1662767665e+02     5.6760750436e+01     51.33       413.5 
259121   242536   150218   50       1.1662767665e+02     5.6808133522e+01     51.29       416.8 
261454   244716   151549   38       1.1662767665e+02     5.6829296201e+01     51.27       420.2 
263816   246898   152857   34       1.1662767665e+02     5.6873125567e+01     51.24       423.5 
266152   249080   154111   35       1.1662767665e+02     5.6912884356e+01     51.20       426.7 
268469   251270   155456   77       1.1662767665e+02     5.6937950871e+01     51.18       429.7 
270807   253448   156698   56       1.1662767665e+02     5.6978198570e+01     51.15       433.1 
273140   255631   158015   20       1.1662767665e+02     5.7029156234e+01     51.10       436.8 
275475   257808   159288   42       1.1662767665e+02     5.7053863291e+01     51.08       441.0 
277823   260001   160634   37       1.1662767665e+02     5.7089875577e+01     51.05       444.4 
280154   262181   161911   42       1.1662767665e+02     5.7120165343e+01     51.02       448.0 
282522   264371   163221   36       1.1662767665e+02     5.7154683859e+01     50.99       451.4 
284871   266552   164518   39       1.1662767665e+02     5.7184944638e+01     50.97       454.6 
287167   268686   165828   40       1.1662767665e+02     5.7242011168e+01     50.92       457.9 
289537   270876   167122   26       1.1662767665e+02     5.7264335868e+01     50.90       461.2 
291865   273055   168362   43       1.1662767665e+02     5.7295080421e+01     50.87       464.7 
294216   275232   169569   54       1.1662767665e+02     5.7326072686e+01     50.85       468.2 
296568   277422   170897   23       1.1662767665e+02     5.7356818858e+01     50.82       471.8 
298909   279605   172230   59       1.1662767665e+02     5.7402855470e+01     50.78       475.3 
301262   281794   173561   43       1.1662767665e+02     5.7437057896e+01     50.75       478.6 
303608   283981   174851   28       1.1662767665e+02     5.7461470006e+01     50.73       481.7 
305940   286163   176165   18       1.1662767665e+02     5.7493490193e+01     50.70       485.0 
308280   288348   177443   43       1.1662767665e+02     5.7527820426e+01     50.67       488.7 
310631   290536   178730   41       1.1662767665e+02     5.7552843147e+01     50.65       492.0 
312963   292717   180030   67       1.1662767665e+02     5.7588356151e+01     50.62       495.6 
315294   294895   181345   54       1.1662767665e+02     5.7626107861e+01     50.59       498.7 
317633   297076   182642   16       1.1662767665e+02     5.7660635670e+01     50.56       502.1 
319996   299255   183905   36       1.1662767665e+02     5.7689415060e+01     50.54       505.4 
322274   301381   185207   28       1.1662767665e+02     5.7723828003e+01     50.51       508.5 
324612   303566   186483   32       1.1662767665e+02     5.7744741560e+01     50.49       511.5 
326959   305739   187736   56       1.1662767665e+02     5.7763301956e+01     50.47       514.9 
329296   307921   189041   42       1.1662767665e+02     5.7810711259e+01     50.43       518.4 
331609   310099   190274   42       1.1662767665e+02     5.7830715077e+01     50.41       522.0 
333944   312281   191573   22       1.1662767665e+02     5.7842634755e+01     50.40       525.3 
336305   314461   192890   43       1.1662767665e+02     5.7897722017e+01     50.36       528.5 
338654   316643   194163   36       1.1662767665e+02     5.7931059663e+01     50.33       531.7 
340990   318829   195389   37       1.1662767665e+02     5.7944178033e+01     50.32       535.0 
343340   321013   196653   64       1.1662767665e+02     5.7989212896e+01     50.28       538.0 
345699   323196   197950   47       1.1662767665e+02     5.8018918161e+01     50.25       541.1 
348040   325376   199205   45       1.1662767665e+02     5.8038479516e+01     50.24       544.1 
350380   327561   200481   23       1.1662767665e+02     5.8048841103e+01     50.23       547.3 
352744   329747   201763   22       1.1662767665e+02     5.8096921613e+01     50.19       550.8 
355091   331930   203066   42       1.1662767665e+02     5.8121482794e+01     50.16       554.0 
357427   334114   204410   48       1.1662767665e+02     5.8149345289e+01     50.14       557.4 
359754   336304   205723   36       1.1662767665e+02     5.8180732499e+01     50.11       560.3 
362010   338433   206975   43       1.1662767665e+02     5.8207422440e+01     50.09       563.5 
364342   340626   208261   62       1.1662767665e+02     5.8227184656e+01     50.07       566.6 
366657   342802   209546   24       1.1662767665e+02     5.8254604125e+01     50.05       569.8 
368987   344982   210792   42       1.1662767665e+02     5.8276691852e+01     50.03       573.0 
371308   347169   212097   29       1.1662767665e+02     5.8295267748e+01     50.02       576.3 
373630   349350   213385   18       1.1662767665e+02     5.8325323070e+01     49.99       579.7 
375988   351532   214661   43       1.1662767665e+02     5.8349055679e+01     49.97       582.7 
378314   353712   215875   47       1.1662767665e+02     5.8386799715e+01     49.94       586.0 
380639   355896   217176   50       1.1662767665e+02     5.8411718467e+01     49.92       589.1 
382946   358070   218459   57       1.1662767665e+02     5.8432736897e+01     49.90       592.4 
385283   360248   219768   53       1.1662767665e+02     5.8470530424e+01     49.87       595.4 
387623   362422   221046   78       1.1662767665e+02     5.8484757161e+01     49.85       598.5 
389959   364615   222312   34       1.1662767665e+02     5.8516593349e+01     49.83       601.8 
392324   366802   223593   69       1.1662767665e+02     5.8522112950e+01     49.82       605.3 
394633   368979   224850   36       1.1662767665e+02     5.8568039972e+01     49.78       608.4 
396962   371161   226103   38       1.1662767665e+02     5.8587674835e+01     49.77       611.4 
399214   373278   227339   16       1.1662767665e+02     5.8607702515e+01     49.75       614.5 
401554   375458   228563   47       1.1662767665e+02     5.8636904699e+01     49.72       618.0 
403877   377634   229792   33       1.1662767665e+02     5.8647310424e+01     49.71       621.2 
406189   379812   231060   55       1.1662767665e+02     5.8674948975e+01     49.69       624.2 
408512   381990   232245   41       1.1662767665e+02     5.8703123956e+01     49.67       627.1 
410848   384178   233511   61       1.1662767665e+02     5.8739416820e+01     49.64       630.2 
413186   386363   234799   43       1.1662767665e+02     5.8761217525e+01     49.62       633.4 
415526   388551   236083   70       1.1662767665e+02     5.8783046049e+01     49.60       636.2 
417850   390735   237389   28       1.1662767665e+02     5.8811386184e+01     49.57       639.2 
420162   392916   238657   40       1.1662767665e+02     5.8833669399e+01     49.55       642.4 
422462   395084   239841   61       1.1662767665e+02     5.8856483790e+01     49.53       645.4 
424792   397264   241121   49       1.1662767665e+02     5.8873340358e+01     49.52       648.4 
427097   399448   242464   62       1.1662767665e+02     5.8901690838e+01     49.50       651.5 
429407   401626   243716   39       1.1662767665e+02     5.8918580314e+01     49.48       654.4 
431701   403812   244976   35       1.1662767665e+02     5.8940382133e+01     49.46       657.6 
434010   405990   246223   39       1.1662767665e+02     5.8961707710e+01     49.44       660.5 
436263   408102   247390   46       1.1662767665e+02     5.8972731495e+01     49.44       663.5 
438589   410287   248672   59       1.1662767665e+02     5.9004155611e+01     49.41       666.7 
440898   412463   249969   55       1.1662767665e+02     5.9025980908e+01     49.39       670.0 
443223   414642   251210   44       1.1662767665e+02     5.9043938277e+01     49.37       672.9 
445552   416820   252495   34       1.1662767665e+02     5.9054818296e+01     49.36       676.2 
447897   418999   253744   56       1.1662767665e+02     5.9090345338e+01     49.33       679.0 
450222   421177   254947   77       1.1662767665e+02     5.9105991601e+01     49.32       682.0 
452516   423354   256179   52       1.1662767665e+02     5.9124681902e+01     49.30       685.0 
454849   425539   257464   28       1.1662767665e+02     5.9141888979e+01     49.29       688.2 
457134   427710   258667   35       1.1660381814e+02     5.9163902866e+01     49.26       691.3 
459461   429885   259936   42       1.1660381814e+02     5.9180410544e+01     49.25       694.2 
461797   432062   261152   18       1.1660381814e+02     5.9204295153e+01     49.23       697.6 
464125   434247   262432   60       1.1660381814e+02     5.9229258831e+01     49.20       701.1 
466448   436428   263667   29       1.1660381814e+02     5.9248091809e+01     49.19       704.4 
468758   438607   264915   44       1.1660381814e+02     5.9265886415e+01     49.17       707.4 
471094   440791   266281   32       1.1660381814e+02     5.9284246663e+01     49.16       710.6 
473416   442966   267509   46       1.1660381814e+02     5.9313047077e+01     49.13       713.8 
475669   445078   268696   46       1.1660381814e+02     5.9331754540e+01     49.12       716.8 
478013   447252   269910   56       1.1660381814e+02     5.9349197174e+01     49.10       719.6 
480331   449423   271160   48       1.1660381814e+02     5.9371412267e+01     49.08       722.9 
482647   451606   272462   35       1.1660381814e+02     5.9396405573e+01     49.06       726.0 
484964   453785   273699   21       1.1660381814e+02     5.9408251632e+01     49.05       728.8 
487291   455955   274956   32       1.1660381814e+02     5.9428314117e+01     49.03       731.6 
489637   458127   276248   59       1.1660381814e+02     5.9453332221e+01     49.01       734.9 
491928   460299   277429   24       1.1660381814e+02     5.9465455776e+01     49.00       738.1 
494253   462473   278676   40       1.1660381814e+02     5.9496462440e+01     48.98       741.0 
496578   464660   279989   30       1.1660381814e+02     5.9512564479e+01     48.96       744.0 
498901   466833   281266   39       1.1660381814e+02     5.9536888520e+01     48.94       746.9 
501232   469015   282549   29       1.1660381814e+02     5.9558486739e+01     48.92       750.3 
503576   471199   283849   46       1.1660381814e+02     5.9572981956e+01     48.91       753.7 
505883   473372   285122   36       1.1660381814e+02     5.9593260449e+01     48.89       757.1 
508196   475556   286411   30       1.1660381814e+02     5.9600942004e+01     48.89       760.7 
510526   477730   287651   26       1.1660381814e+02     5.9632332025e+01     48.86       763.6 
512864   479908   288913   40       1.1660381814e+02     5.9651969907e+01     48.84       767.3 
515164   482081   290141   54       1.1660381814e+02     5.9664265591e+01     48.83       770.5 
517439   484200   291366   61       1.1660381814e+02     5.9686626345e+01     48.81       773.7 
519757   486384   292686   28       1.1660381814e+02     5.9708343907e+01     48.79       776.6 
522077   488561   293948   50       1.1660381814e+02     5.9723545802e+01     48.78       779.3 
524409   490735   295196   28       1.1660381814e+02     5.9741240551e+01     48.77       782.5 
526712   492903   296387   29       1.1660381814e+02     5.9747486315e+01     48.76       785.3 
529051   495084   297618   63       1.1660381814e+02     5.9779150271e+01     48.73       788.1 
531363   497270   298882   33       1.1660381814e+02     5.9803866169e+01     48.71       791.5 
533684   499450   300149   51       1.1660381814e+02     5.9820354923e+01     48.70       794.6 
535980   501628   301419   31       1.1660381814e+02     5.9834099517e+01     48.69       797.7 
538311   503808   302640   35       1.1660381814e+02     5.9848137203e+01     48.67       800.2 
540636   505993   303923   49       1.1660381814e+02     5.9869700902e+01     48.66       803.0 
542946   508160   305131   51       1.1660381814e+02     5.9883470807e+01     48.64       804.8 
545277   510345   306394   46       1.1660381814e+02     5.9906973165e+01     48.62       807.4 
547589   512511   307646   30       1.1660381814e+02     5.9927271431e+01     48.61       810.2 
549881   514688   308948   34       1.1660381814e+02     5.9948184173e+01     48.59       813.1 
552223   516867   310216   42       1.1660381814e+02     5.9966810395e+01     48.57       816.1 
554497   518974   311402   27       1.1660381814e+02     5.9973335585e+01     48.57       818.4 
556818   521158   312657   60       1.1660381814e+02     6.0001272802e+01     48.54       820.6 
559130   523336   313885   87       1.1660381814e+02     6.0014034562e+01     48.53       822.7 
561448   525508   315145   24       1.1660381814e+02     6.0039389319e+01     48.51       825.7 
563792   527684   316419   48       1.1660381814e+02     6.0056450982e+01     48.50       828.0 
566106   529858   317705   52       1.1660381814e+02     6.0077657739e+01     48.48       830.3 
568430   532032   318945   35       1.1660381814e+02     6.0094689921e+01     48.46       832.2 
570780   534213   320275   31       1.1660381814e+02     6.0109959310e+01     48.45       835.2 
573082   536386   321547   38       1.1660381814e+02     6.0128061714e+01     48.43       837.8 
575427   538560   322786   44       1.1660381814e+02     6.0144580819e+01     48.42       840.3 
577751   540735   324118   83       1.1660381814e+02     6.0169825545e+01     48.40       843.0 
580074   542913   325357   39       1.1660381814e+02     6.0183998647e+01     48.39       845.5 
582414   545089   326599   27       1.1660381814e+02     6.0203113041e+01     48.37       848.6 
584742   547266   327835   44       1.1660381814e+02     6.0218675971e+01     48.36       851.3 
587082   549444   329095   50       1.1660381814e+02     6.0234269814e+01     48.34       854.1 
589427   551628   330396   49       1.1660381814e+02     6.0258936048e+01     48.32       857.2 
591734   553801   331677   28       1.1660381814e+02     6.0270229284e+01     48.31       860.5 
594017   555925   332922   59       1.1660381814e+02     6.0291794490e+01     48.29       863.4 
596348   558094   334191   25       1.1660381814e+02     6.0302967805e+01     48.28       865.9 
598661   560266   335462   45       1.1660381814e+02     6.0323667932e+01     48.27       869.3 
600986   562437   336691   24       1.1660381814e+02     6.0335272040e+01     48.26       872.5 
603313   564614   337934   37       1.1660381814e+02     6.0354589101e+01     48.24       874.9 
605629   566789   339196   40       1.1660381814e+02     6.0367023619e+01     48.23       877.3 
607973   568963   340432   47       1.1660381814e+02     6.0385392346e+01     48.21       880.5 
610313   571143   341732   56       1.1645574248e+02     6.0398878964e+01     48.14       883.8 
612610   573309   342979   33       1.1645574248e+02     6.0414289328e+01     48.12       886.8 
614946   575492   344257   25       1.1645574248e+02     6.0429066174e+01     48.11       890.0 
617247   577666   345476   55       1.1645574248e+02     6.0447124016e+01     48.09       893.6 
619579   579849   346720   25       1.1645574248e+02     6.0466709759e+01     48.08       896.7 
621877   582022   347960   34       1.1645574248e+02     6.0483362972e+01     48.06       899.6 
624204   584190   349237   39       1.1645574248e+02     6.0496304761e+01     48.05       903.6 
626534   586369   350543   75       1.1645574248e+02     6.0512756771e+01     48.04       907.4 
628862   588546   351827   57       1.1645574248e+02     6.0529520325e+01     48.02       911.1 
631102   590664   353075   31       1.1645574248e+02     6.0541145954e+01     48.01       914.6 
633424   592833   354333   35       1.1645574248e+02     6.0558902119e+01     48.00       919.1 
635764   595015   355581   78       1.1645574248e+02     6.0578855624e+01     47.98       922.8 
638086   597189   356899   47       1.1645574248e+02     6.0594911650e+01     47.97       926.0 
640415   599361   358106   59       1.1645574248e+02     6.0606811074e+01     47.96       930.2 
642731   601532   359316   38       1.1645574248e+02     6.0621826651e+01     47.94       934.1 
645029   603696   360542   38       1.1645574248e+02     6.0644648972e+01     47.92       937.0 
647330   605859   361769   38       1.1645574248e+02     6.0659137674e+01     47.91       941.3 
649636   608033   363003   42       1.1645574248e+02     6.0672571730e+01     47.90       945.8 
651962   610209   364277   32       1.1645574248e+02     6.0688542108e+01     47.89       948.5 
654298   612384   365521   27       1.1645574248e+02     6.0702706646e+01     47.87       951.9 
656614   614556   366797   42       1.1645574248e+02     6.0718039975e+01     47.86       956.5 
658925   616731   368070   46       1.1645574248e+02     6.0730294746e+01     47.85       959.9 
661265   618902   369334   50       1.1645574248e+02     6.0749091047e+01     47.84       962.3 
663588   621071   370589   49       1.1645574248e+02     6.0762180869e+01     47.82       966.5 
665829   623166   371814   62       1.1645574248e+02     6.0780019763e+01     47.81       970.5 
668168   625337   373107   50       1.1645574248e+02     6.0789298476e+01     47.80       973.8 
670472   627512   374335   27       1.1645574248e+02     6.0803431969e+01     47.79       978.4 
672776   629686   375641   36       1.1645574248e+02     6.0814872217e+01     47.78       982.5 
675099   631861   376972   44       1.1645574248e+02     6.0831547248e+01     47.76       985.2 
677406   634035   378207   31       1.1645574248e+02     6.0843892450e+01     47.75       988.9 
679719   636201   379420   62       1.1645574248e+02     6.0861370061e+01     47.74       993.1 
682050   638379   380713   44       1.1645574248e+02     6.0866201768e+01     47.73       996.6 
684358   640547   381975   30       1.1645574248e+02     6.0889698658e+01     47.71       1000.3
686688   642721   383231   49       1.1645574248e+02     6.0901321711e+01     47.70       1004.3
688996   644899   384485   30       1.1645574248e+02     6.0918413965e+01     47.69       1008.1
691295   647070   385706   34       1.1645574248e+02     6.0931495669e+01     47.68       1011.5
693625   649250   386968   52       1.1645574248e+02     6.0945572380e+01     47.67       1015.8
