
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 3118            
  Cones                  : 0               
  Scalar variables       : 653             
  Matrix variables       : 0               
  Integer variables      : 601             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 0.06
Presolved problem: 652 variables, 1601 constraints, 5818 non-zeros
Presolved problem: 0 general integer, 601 binary, 51 continuous
Clique table size: 50
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
81591    80889    49122    37       NA                   2.2061667149e+02     NA          18.2  
83240    82520    50005    38       NA                   2.2062578310e+02     NA          18.5  
84770    84042    50953    45       NA                   2.2062964684e+02     NA          18.9  
86385    85647    51878    49       NA                   2.2063098015e+02     NA          19.2  
87964    87215    52835    30       NA                   2.2063262567e+02     NA          19.6  
89572    88812    53753    38       NA                   2.2063321129e+02     NA          19.9  
91155    90376    54706    24       NA                   2.2063492874e+02     NA          20.2  
92796    92005    55639    41       NA                   2.2063596395e+02     NA          20.5  
94375    93569    56650    49       NA                   2.2063749424e+02     NA          20.8  
95943    95118    57626    23       NA                   2.2064007423e+02     NA          21.1  
97494    96665    58597    39       NA                   2.2064049032e+02     NA          21.4  
99072    98231    59547    44       NA                   2.2064246828e+02     NA          21.7  
100673   99809    60464    27       NA                   2.2064447369e+02     NA          22.0  
102251   101379   61452    33       NA                   2.2064615571e+02     NA          22.3  
103874   102984   62417    21       NA                   2.2064729972e+02     NA          22.6  
105487   104584   63380    33       NA                   2.2064849241e+02     NA          23.0  
107024   106116   64351    53       NA                   2.2064982166e+02     NA          23.3  
108636   107723   65267    37       NA                   2.2065167364e+02     NA          23.6  
110149   109225   66120    48       NA                   2.2065273118e+02     NA          23.9  
111750   110806   67069    36       NA                   2.2065409479e+02     NA          24.2  
113415   112460   68030    35       NA                   2.2065578827e+02     NA          24.5  
115019   114053   68970    28       NA                   2.2065639987e+02     NA          24.8  
116645   115664   69892    27       NA                   2.2065771515e+02     NA          25.2  
118278   117272   70749    25       NA                   2.2065823748e+02     NA          25.5  
119923   118890   71706    42       NA                   2.2066042358e+02     NA          25.8  
121548   120502   72597    16       NA                   2.2066105073e+02     NA          26.1  
123154   122092   73503    38       NA                   2.2066231745e+02     NA          26.4  
124786   123715   74511    33       NA                   2.2066321608e+02     NA          26.7  
126483   125390   75390    15       NA                   2.2066327881e+02     NA          27.0  
128096   126986   76353    22       NA                   2.2066624218e+02     NA          27.4  
129721   128597   77292    26       NA                   2.2066624218e+02     NA          27.7  
131338   130201   78241    39       NA                   2.2066865841e+02     NA          28.0  
132961   131805   79174    37       NA                   2.2066995487e+02     NA          28.3  
134406   133243   80049    38       NA                   2.2067109973e+02     NA          28.6  
135982   134812   80961    47       NA                   2.2067134978e+02     NA          28.9  
137576   136393   81909    40       NA                   2.2067301604e+02     NA          29.2  
139189   137992   82848    29       NA                   2.2067352973e+02     NA          29.6  
140797   139595   83784    38       NA                   2.2067446583e+02     NA          29.9  
142315   141102   84740    30       NA                   2.2067562644e+02     NA          30.2  
143895   142671   85680    45       NA                   2.2067638879e+02     NA          30.5  
145503   144255   86636    23       NA                   2.2067805840e+02     NA          30.8  
147081   145816   87556    33       NA                   2.2067809489e+02     NA          31.1  
148710   147436   88481    40       NA                   2.2067951897e+02     NA          31.5  
150295   149005   89434    42       NA                   2.2068043027e+02     NA          31.8  
151899   150596   90342    25       NA                   2.2068043027e+02     NA          32.1  
153505   152186   91238    29       NA                   2.2068249795e+02     NA          32.4  
155131   153803   92196    14       NA                   2.2068257354e+02     NA          32.7  
156767   155424   93122    38       NA                   2.2068378335e+02     NA          33.1  
158337   156984   94138    26       NA                   2.2068434999e+02     NA          33.3  
159974   158616   95067    37       NA                   2.2068437755e+02     NA          33.6  
161482   160116   95955    21       NA                   2.2068635349e+02     NA          34.0  
163110   161724   96855    17       NA                   2.2068699921e+02     NA          34.3  
164695   163298   97822    16       NA                   2.2068783166e+02     NA          34.6  
166324   164915   98773    21       NA                   2.2068783166e+02     NA          34.9  
167946   166524   99685    24       NA                   2.2068895147e+02     NA          35.2  
169596   168154   100631   46       NA                   2.2069036775e+02     NA          35.5  
171199   169747   101532   28       NA                   2.2069051000e+02     NA          35.8  
172821   171355   102488   46       NA                   2.2069148141e+02     NA          36.1  
174407   172923   103398   27       NA                   2.2069255324e+02     NA          36.4  
175968   174472   104341   24       NA                   2.2069302055e+02     NA          36.7  
177629   176103   105236   33       NA                   2.2069377229e+02     NA          37.0  
179292   177748   106181   39       NA                   2.2069385761e+02     NA          37.3  
180884   179333   107115   33       NA                   2.2069388394e+02     NA          37.6  
182461   180907   108036   36       NA                   2.2069389765e+02     NA          37.9  
184121   182535   108960   21       NA                   2.2069583043e+02     NA          38.2  
185733   184141   109952   38       NA                   2.2069716123e+02     NA          38.5  
187304   185688   110737   23       NA                   2.2069787528e+02     NA          38.8  
188924   187293   111665   42       NA                   2.2069787528e+02     NA          39.2  
190518   188874   112611   19       NA                   2.2069909762e+02     NA          39.5  
192140   190485   113541   35       NA                   2.2069954838e+02     NA          39.8  
193739   192073   114482   21       NA                   2.2070017806e+02     NA          40.1  
195345   193667   115452   42       NA                   2.2070105500e+02     NA          40.4  
196985   195298   116352   32       NA                   2.2070204813e+02     NA          40.6  
198608   196909   117261   36       NA                   2.2070243994e+02     NA          41.0  
200241   198530   118220   39       NA                   2.2070293032e+02     NA          41.3  
201824   200101   119165   36       NA                   2.2070294281e+02     NA          41.6  
203487   201749   120094   28       NA                   2.2070476555e+02     NA          41.9  
205063   203317   121084   24       NA                   2.2070548164e+02     NA          42.1  
206669   204919   122058   40       NA                   2.2070548164e+02     NA          42.4  
208260   206498   123007   21       NA                   2.2070605720e+02     NA          42.7  
209873   208102   123948   28       NA                   2.2070637858e+02     NA          43.0  
211490   209707   124907   43       NA                   2.2070795011e+02     NA          43.3  
213013   211217   125758   45       NA                   2.2070824702e+02     NA          43.6  
214648   212831   126703   51       NA                   2.2070876617e+02     NA          44.0  
216260   214430   127653   50       NA                   2.2070955000e+02     NA          44.3  
217891   216042   128648   17       NA                   2.2070960392e+02     NA          44.6  
219504   217641   129591   37       NA                   2.2070964555e+02     NA          44.9  
221133   219262   130532   40       NA                   2.2070965835e+02     NA          45.2  
222816   220925   131457   34       NA                   2.2071065624e+02     NA          45.5  
224412   222508   132381   43       NA                   2.2071068512e+02     NA          45.8  
226081   224162   133290   32       NA                   2.2071079265e+02     NA          46.1  
227701   225771   134276   38       NA                   2.2071087280e+02     NA          46.4  
229349   227416   135180   30       NA                   2.2071363331e+02     NA          46.7  
230960   229008   136145   46       NA                   2.2071422930e+02     NA          47.0  
232526   230563   137083   16       NA                   2.2071437468e+02     NA          47.3  
234132   232156   138015   35       NA                   2.2071535891e+02     NA          47.7  
235711   233720   138966   49       NA                   2.2071590008e+02     NA          48.0  
237361   235355   139854   52       NA                   2.2071635378e+02     NA          48.3  
238963   236949   140794   33       NA                   2.2071708179e+02     NA          48.6  
240590   238562   141737   57       NA                   2.2071756062e+02     NA          48.9  
242126   240089   142637   73       NA                   2.2071799410e+02     NA          49.2  
243787   241733   143538   52       NA                   2.2071839252e+02     NA          49.5  
245410   243337   144429   37       NA                   2.2071891026e+02     NA          49.8  
247005   244921   145394   21       NA                   2.2071891026e+02     NA          50.1  
248635   246531   146264   27       NA                   2.2072000620e+02     NA          50.4  
250219   248103   147274   18       NA                   2.2072056655e+02     NA          50.7  
251891   249750   148146   50       NA                   2.2072060812e+02     NA          51.0  
253472   251316   149103   26       NA                   2.2072136502e+02     NA          51.3  
255102   252933   150075   37       NA                   2.2072161602e+02     NA          51.6  
256716   254537   151033   21       NA                   2.2072224778e+02     NA          51.9  
258306   256118   151987   34       NA                   2.2072269159e+02     NA          52.1  
259947   257743   152936   11       NA                   2.2072330028e+02     NA          52.5  
261610   259390   153881   46       NA                   2.2072349097e+02     NA          52.7  
263231   260996   154816   30       NA                   2.2072349097e+02     NA          53.0  
264687   262445   155726   34       NA                   2.2072428998e+02     NA          53.3  
266328   264072   156659   42       NA                   2.2072509101e+02     NA          53.6  
267905   265636   157644   41       NA                   2.2072535432e+02     NA          54.0  
269569   267277   158624   66       NA                   2.2072598230e+02     NA          54.3  
271191   268889   159596   33       NA                   2.2072678624e+02     NA          54.6  
272809   270493   160532   41       NA                   2.2072711249e+02     NA          54.9  
274426   272101   161425   26       NA                   2.2072736193e+02     NA          55.3  
276031   273698   162402   49       NA                   2.2072783601e+02     NA          55.6  
277609   275256   163316   52       NA                   2.2072835530e+02     NA          56.0  
279228   276864   164217   40       NA                   2.2072854468e+02     NA          56.3  
280814   278435   165167   25       NA                   2.2072927201e+02     NA          56.6  
282451   280062   166104   49       NA                   2.2072943004e+02     NA          56.9  
284018   281615   167103   25       NA                   2.2072981977e+02     NA          57.2  
285639   283224   168046   54       NA                   2.2073022935e+02     NA          57.5  
287221   284798   169014   29       NA                   2.2073100346e+02     NA          57.9  
288867   286421   169898   39       NA                   2.2073129576e+02     NA          58.2  
290454   287994   170899   36       NA                   2.2073187865e+02     NA          58.5  
292032   289555   171767   43       NA                   2.2073249463e+02     NA          58.9  
293618   291120   172737   50       NA                   2.2073309750e+02     NA          59.3  
295229   292723   173686   60       NA                   2.2073338039e+02     NA          59.6  
296853   294327   174644   19       NA                   2.2073361912e+02     NA          59.9  
298475   295935   175578   31       NA                   2.2073361912e+02     NA          60.2  
300066   297509   176509   30       NA                   2.2073441052e+02     NA          60.6  
301702   299130   177449   16       NA                   2.2073479407e+02     NA          60.9  
303284   300701   178425   62       NA                   2.2073479407e+02     NA          61.2  
304898   302299   179335   69       NA                   2.2073559281e+02     NA          61.5  
306446   303840   180267   32       NA                   2.2073593447e+02     NA          61.8  
308138   305510   181167   32       NA                   2.2073600316e+02     NA          62.1  
309762   307123   182145   60       NA                   2.2073690070e+02     NA          62.4  
311350   308696   183065   55       NA                   2.2073690070e+02     NA          62.7  
312961   310295   183998   40       NA                   2.2073753248e+02     NA          63.0  
314584   311901   184933   28       NA                   2.2073804920e+02     NA          63.3  
316207   313513   185814   50       NA                   2.2073812345e+02     NA          63.6  
317810   315108   186761   25       NA                   2.2073839609e+02     NA          64.0  
319314   316602   187623   50       NA                   2.2073839609e+02     NA          64.2  
320960   318225   188519   28       NA                   2.2073971455e+02     NA          64.5  
322597   319847   189446   40       NA                   2.2074010099e+02     NA          64.8  
324224   321463   190369   32       NA                   2.2074026299e+02     NA          65.1  
325811   323038   191326   48       NA                   2.2074027968e+02     NA          65.4  
327452   324671   192273   20       NA                   2.2074129242e+02     NA          65.7  
329062   326262   193283   16       NA                   2.2074167246e+02     NA          66.0  
330635   327831   194190   25       NA                   2.2074179140e+02     NA          66.4  
332261   329449   195114   18       NA                   2.2074239154e+02     NA          66.7  
333894   331071   196087   29       NA                   2.2074275397e+02     NA          67.0  
335515   332680   197006   25       NA                   2.2074302208e+02     NA          67.4  
337126   334279   197959   71       NA                   2.2074323727e+02     NA          67.7  
338719   335858   198952   30       NA                   2.2074384151e+02     NA          68.0  
340344   337466   199877   47       NA                   2.2074428702e+02     NA          68.3  
341980   339092   200787   92       NA                   2.2074446856e+02     NA          68.7  
343600   340703   201727   41       NA                   2.2074488333e+02     NA          69.0  
345187   342271   202650   28       NA                   2.2074510447e+02     NA          69.3  
346678   343747   203589   79       NA                   2.2074533197e+02     NA          69.6  
348362   345412   204471   41       NA                   2.2074579984e+02     NA          69.9  
349931   346966   205470   39       NA                   2.2074609335e+02     NA          70.2  
351516   348538   206467   38       NA                   2.2074660592e+02     NA          70.5  
353093   350107   207412   45       NA                   2.2074690314e+02     NA          70.9  
354699   351698   208338   47       NA                   2.2074733351e+02     NA          71.1  
356368   353353   209305   37       NA                   2.2074757555e+02     NA          71.4  
358025   354995   210246   25       NA                   2.2074805430e+02     NA          71.7  
359666   356627   211215   33       NA                   2.2074807500e+02     NA          72.0  
361322   358269   212185   33       NA                   2.2074873751e+02     NA          72.3  
362933   359864   213146   21       NA                   2.2074904775e+02     NA          72.5  
364536   361453   214061   36       NA                   2.2074911484e+02     NA          72.9  
366221   363121   214976   33       NA                   2.2074912753e+02     NA          73.2  
367858   364747   215927   55       NA                   2.2075009235e+02     NA          73.5  
369481   366359   216880   47       NA                   2.2075022477e+02     NA          73.8  
371077   367946   217852   38       NA                   2.2075055946e+02     NA          74.1  
372755   369605   218790   46       NA                   2.2075096665e+02     NA          74.4  
374232   371077   219661   40       NA                   2.2075137063e+02     NA          74.7  
375881   372716   220598   37       NA                   2.2075147263e+02     NA          75.0  
377509   374329   221518   34       NA                   2.2075152360e+02     NA          75.3  
379125   375936   222462   46       NA                   2.2075199846e+02     NA          75.6  
380761   377566   223384   28       NA                   2.2075242889e+02     NA          75.9  
382360   379157   224339   30       NA                   2.2075287296e+02     NA          76.2  
384003   380778   225256   36       NA                   2.2075327094e+02     NA          76.5  
385652   382413   226207   37       NA                   2.2075357361e+02     NA          76.8  
387313   384058   227176   31       NA                   2.2075387205e+02     NA          77.1  
388974   385709   228133   48       NA                   2.2075412362e+02     NA          77.5  
390579   387309   229050   55       NA                   2.2075472828e+02     NA          77.8  
392205   388922   230018   48       NA                   2.2075488126e+02     NA          78.1  
393872   390569   230993   28       NA                   2.2075510288e+02     NA          78.4  
395498   392188   231977   39       NA                   2.2075548854e+02     NA          78.7  
397151   393831   232900   44       NA                   2.2075575827e+02     NA          79.0  
398753   395414   233840   56       NA                   2.2075607299e+02     NA          79.3  
400373   397021   234730   30       NA                   2.2075624236e+02     NA          79.6  
401911   398550   235626   17       NA                   2.2075650925e+02     NA          79.9  
403568   400195   236527   46       NA                   2.2075663224e+02     NA          80.2  
405170   401782   237497   64       NA                   2.2075682821e+02     NA          80.5  
406792   403395   238453   36       NA                   2.2075752083e+02     NA          80.9  
408383   404978   239388   25       NA                   2.2075767728e+02     NA          81.2  
410002   406583   240335   33       NA                   2.2075795868e+02     NA          81.4  
411652   408222   241253   35       NA                   2.2075807498e+02     NA          81.7  
413258   409819   242267   40       NA                   2.2075834912e+02     NA          82.0  
414979   411527   243154   44       NA                   2.2075874643e+02     NA          82.3  
416599   413137   244072   32       NA                   2.2075922878e+02     NA          82.6  
418196   414722   244993   47       NA                   2.2075942057e+02     NA          82.9  
419864   416373   245901   36       NA                   2.2075973167e+02     NA          83.2  
421479   417981   246820   33       NA                   2.2075992465e+02     NA          83.5  
423151   419643   247716   22       NA                   2.2075997787e+02     NA          83.8  
424762   421245   248697   30       NA                   2.2076052499e+02     NA          84.1  
426439   422898   249608   48       NA                   2.2076067593e+02     NA          84.4  
427972   424424   250453   40       NA                   2.2076100601e+02     NA          84.7  
429595   426040   251406   40       NA                   2.2076134703e+02     NA          85.0  
431210   427649   252363   43       NA                   2.2076134703e+02     NA          85.3  
432837   429257   253328   15       NA                   2.2076172049e+02     NA          85.6  
434453   430865   254252   32       NA                   2.2076207195e+02     NA          85.9  
436109   432511   255138   26       NA                   2.2076237725e+02     NA          86.2  
437746   434132   256091   45       NA                   2.2076264341e+02     NA          86.4  
439404   435778   257067   48       NA                   2.2076302881e+02     NA          86.7  
441067   437430   257998   25       NA                   2.2076322224e+02     NA          87.0  
442709   439059   258950   32       NA                   2.2076340761e+02     NA          87.3  
444378   440713   259883   30       NA                   2.2076361392e+02     NA          87.6  
445982   442312   260833   51       NA                   2.2076396684e+02     NA          87.9  
447654   443972   261791   38       NA                   2.2076432250e+02     NA          88.1  
449280   445590   262753   43       NA                   2.2076444412e+02     NA          88.4  
450916   447202   263729   17       NA                   2.2076484277e+02     NA          88.7  
452563   448838   264672   28       NA                   2.2076498458e+02     NA          89.0  
454222   450484   265609   20       NA                   2.2076541965e+02     NA          89.3  
455886   452134   266535   40       NA                   2.2076554782e+02     NA          89.6  
457462   453700   267419   22       NA                   2.2076569706e+02     NA          90.0  
459095   455326   268342   40       NA                   2.2076620148e+02     NA          90.3  
460730   456946   269317   31       NA                   2.2076634477e+02     NA          90.6  
462392   458593   270291   35       NA                   2.2076634477e+02     NA          90.9  
464065   460240   271250   39       NA                   2.2076690964e+02     NA          91.2  
465743   461908   272180   40       NA                   2.2076699326e+02     NA          91.5  
467363   463520   273164   43       NA                   2.2076738225e+02     NA          91.9  
469024   465169   274103   36       NA                   2.2076746879e+02     NA          92.1  
470650   466780   275059   39       NA                   2.2076787989e+02     NA          92.5  
472289   468410   276004   57       NA                   2.2076807526e+02     NA          92.8  
473948   470050   276949   41       NA                   2.2076807526e+02     NA          93.1  
475542   471631   277939   41       NA                   2.2076877325e+02     NA          93.4  
477183   473262   278838   40       NA                   2.2076885178e+02     NA          93.7  
478816   474884   279815   56       NA                   2.2076886610e+02     NA          94.0  
480405   476463   280758   28       NA                   2.2076926213e+02     NA          94.2  
482047   478100   281696   41       NA                   2.2076962352e+02     NA          94.5  
483678   479716   282633   61       NA                   2.2076975343e+02     NA          94.8  
485251   481274   283548   40       NA                   2.2077015486e+02     NA          95.1  
486857   482874   284516   36       NA                   2.2077027687e+02     NA          95.5  
488502   484505   285419   24       NA                   2.2077034360e+02     NA          95.8  
490077   486076   286380   27       NA                   2.2077065664e+02     NA          96.1  
491713   487694   287318   32       NA                   2.2077111177e+02     NA          96.4  
493307   489283   288254   44       NA                   2.2077137960e+02     NA          96.7  
494938   490906   289199   37       NA                   2.2077157223e+02     NA          97.0  
496537   492492   290114   20       NA                   2.2077198756e+02     NA          97.4  
498163   494111   291050   50       NA                   2.2077219836e+02     NA          97.7  
499770   495705   291975   34       NA                   2.2077232464e+02     NA          98.0  
501434   497355   292939   32       NA                   2.2077257453e+02     NA          98.3  
503051   498960   293900   25       NA                   2.2077288255e+02     NA          98.6  
504712   500609   294875   43       NA                   2.2077292788e+02     NA          98.9  
506313   502198   295830   38       NA                   2.2077309620e+02     NA          99.2  
507996   503873   296747   48       NA                   2.2077337004e+02     NA          99.5  
509615   505483   297672   43       NA                   2.2077361428e+02     NA          99.8  
511238   507094   298609   35       NA                   2.2077389088e+02     NA          100.1 
512823   508672   299490   33       NA                   2.2077392395e+02     NA          100.4 
514454   510296   300419   40       NA                   2.2077423355e+02     NA          100.7 
516010   511841   301367   41       NA                   2.2077449176e+02     NA          101.0 
517662   513481   302275   39       NA                   2.2077479832e+02     NA          101.3 
519329   515129   303200   30       NA                   2.2077481311e+02     NA          101.6 
520939   516727   304158   43       NA                   2.2077508910e+02     NA          102.0 
522634   518404   305069   33       NA                   2.2077532476e+02     NA          102.3 
524206   519971   306043   34       NA                   2.2077548180e+02     NA          102.6 
525880   521635   306949   47       NA                   2.2077576407e+02     NA          103.0 
527506   523245   307919   54       NA                   2.2077585993e+02     NA          103.3 
529157   524886   308832   26       NA                   2.2077613128e+02     NA          103.6 
530755   526474   309784   32       NA                   2.2077640806e+02     NA          103.9 
532432   528129   310685   28       NA                   2.2077652884e+02     NA          104.2 
534086   529768   311629   33       NA                   2.2077675737e+02     NA          104.5 
535734   531408   312583   50       NA                   2.2077689949e+02     NA          104.8 
537359   533019   313530   38       NA                   2.2077726163e+02     NA          105.1 
539013   534661   314444   38       NA                   2.2077746975e+02     NA          105.4 
540670   536302   315353   31       NA                   2.2077761113e+02     NA          105.8 
542311   537928   316296   23       NA                   2.2077775717e+02     NA          106.1 
543941   539541   317228   74       NA                   2.2077796556e+02     NA          106.4 
545548   541139   318131   55       NA                   2.2077805906e+02     NA          106.7 
547204   542778   319041   39       NA                   2.2077846473e+02     NA          107.0 
548818   544380   320007   12       NA                   2.2077856722e+02     NA          107.3 
550475   546025   320988   25       NA                   2.2077878565e+02     NA          107.6 
552087   547623   321940   20       NA                   2.2077918084e+02     NA          107.9 
553782   549303   322891   58       NA                   2.2077936968e+02     NA          108.3 
555422   550930   323841   52       NA                   2.2077960442e+02     NA          108.6 
557069   552568   324776   43       NA                   2.2077978388e+02     NA          108.9 
558721   554210   325680   28       NA                   2.2077988974e+02     NA          109.2 
560394   555863   326609   27       NA                   2.2078012300e+02     NA          109.5 
561986   557440   327585   46       NA                   2.2078016831e+02     NA          109.8 
563612   559051   328503   40       NA                   2.2078058872e+02     NA          110.1 
565208   560642   329461   22       NA                   2.2078073038e+02     NA          110.4 
566843   562266   330400   40       NA                   2.2078077765e+02     NA          110.7 
568473   563893   331344   58       NA                   2.2078107925e+02     NA          111.0 
570145   565543   332266   46       NA                   2.2078134198e+02     NA          111.3 
571771   567166   333234   55       NA                   2.2078161139e+02     NA          111.6 
573371   568758   334116   33       NA                   2.2078183973e+02     NA          112.0 
574952   570328   335023   47       NA                   2.2078207271e+02     NA          112.3 
576540   571904   335939   37       NA                   2.2078219725e+02     NA          112.6 
578167   573517   336856   47       NA                   2.2078240927e+02     NA          113.0 
579792   575130   337753   47       NA                   2.2078251218e+02     NA          113.2 
581423   576748   338748   39       NA                   2.2078264988e+02     NA          113.5 
583068   578385   339651   32       NA                   2.2078288285e+02     NA          113.9 
584653   579957   340600   36       NA                   2.2078302175e+02     NA          114.2 
586253   581537   341516   39       NA                   2.2078334672e+02     NA          114.5 
587888   583154   342433   14       NA                   2.2078343892e+02     NA          114.8 
589483   584744   343402   36       NA                   2.2078369791e+02     NA          115.1 
591134   586386   344301   51       NA                   2.2078373430e+02     NA          115.4 
592736   587985   345263   31       NA                   2.2078412155e+02     NA          115.7 
594403   589641   346184   53       NA                   2.2078433574e+02     NA          116.0 
596007   591233   347184   18       NA                   2.2078456528e+02     NA          116.4 
597660   592875   348095   45       NA                   2.2078469375e+02     NA          116.7 
599350   594552   349049   46       NA                   2.2078485674e+02     NA          117.0 
600998   596184   349987   25       NA                   2.2078507857e+02     NA          117.3 
602632   597808   350921   30       NA                   2.2078509919e+02     NA          117.6 
604226   599395   351897   34       NA                   2.2078540455e+02     NA          117.9 
605829   600991   352870   24       NA                   2.2078570226e+02     NA          118.2 
607466   602614   353795   35       NA                   2.2078579818e+02     NA          118.5 
609108   604249   354779   33       NA                   2.2078597084e+02     NA          118.8 
610709   605836   355730   23       NA                   2.2078621004e+02     NA          119.1 
612338   607450   356701   40       NA                   2.2078635800e+02     NA          119.3 
613960   609053   357629   47       NA                   2.2078675185e+02     NA          119.7 
615576   610663   358603   46       NA                   2.2078682979e+02     NA          120.0 
617249   612323   359528   50       NA                   2.2078703934e+02     NA          120.3 
618858   613924   360493   40       NA                   2.2078720569e+02     NA          120.7 
620506   615562   361429   41       NA                   2.2078746683e+02     NA          121.0 
622119   617168   362348   38       NA                   2.2078755952e+02     NA          121.3 
623823   618858   363256   39       NA                   2.2078755952e+02     NA          121.7 
625429   620457   364238   22       NA                   2.2078781160e+02     NA          122.0 
627081   622098   365188   39       NA                   2.2078805664e+02     NA          122.3 
628701   623705   366110   20       NA                   2.2078824176e+02     NA          122.6 
