
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 3118            
  Cones                  : 0               
  Scalar variables       : 653             
  Matrix variables       : 0               
  Integer variables      : 601             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 0.13
Presolved problem: 652 variables, 1601 constraints, 5818 non-zeros
Presolved problem: 0 general integer, 601 binary, 51 continuous
Clique table size: 50
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
74400    73793    47841    38       NA                   2.1698693869e+02     NA          30.0  
75745    75127    48712    39       NA                   2.1699054846e+02     NA          30.6  
77083    76454    49566    49       NA                   2.1699259527e+02     NA          31.2  
78521    77878    50416    25       NA                   2.1699347586e+02     NA          31.7  
79888    79235    51289    29       NA                   2.1699408153e+02     NA          32.2  
81212    80555    52187    44       NA                   2.1699773496e+02     NA          32.7  
82675    82006    53034    40       NA                   2.1699773496e+02     NA          33.2  
84042    83362    53847    20       NA                   2.1699942548e+02     NA          33.6  
85376    84688    54683    59       NA                   2.1700144371e+02     NA          34.1  
86788    86085    55557    23       NA                   2.1700174345e+02     NA          34.5  
88200    87482    56401    23       NA                   2.1700290341e+02     NA          35.0  
89459    88735    57268    12       NA                   2.1700593553e+02     NA          35.5  
90800    90065    58143    31       NA                   2.1700700296e+02     NA          36.0  
92260    91523    58975    27       NA                   2.1700758597e+02     NA          36.5  
93651    92899    59840    21       NA                   2.1700951142e+02     NA          37.0  
94889    94125    60626    11       NA                   2.1701036340e+02     NA          37.5  
96284    95514    61519    20       NA                   2.1701114262e+02     NA          37.9  
97731    96951    62374    37       NA                   2.1701219134e+02     NA          38.4  
99085    98301    63250    16       NA                   2.1701303602e+02     NA          38.8  
100460   99659    64135    33       NA                   2.1701471942e+02     NA          39.3  
101836   101028   65007    48       NA                   2.1701527328e+02     NA          39.7  
103265   102443   65878    19       NA                   2.1701696612e+02     NA          40.2  
104659   103828   66768    41       NA                   2.1701949341e+02     NA          40.7  
106061   105218   67632    58       NA                   2.1701980914e+02     NA          41.2  
107473   106623   68470    18       NA                   2.1702138636e+02     NA          41.7  
108828   107971   69369    17       NA                   2.1702324489e+02     NA          42.1  
110244   109379   70199    42       NA                   2.1702349187e+02     NA          42.6  
111700   110813   71019    40       NA                   2.1702478224e+02     NA          43.1  
113036   112144   71931    28       NA                   2.1702562126e+02     NA          43.6  
114407   113505   72784    40       NA                   2.1702692058e+02     NA          44.1  
115801   114888   73588    25       NA                   2.1702701999e+02     NA          44.7  
117152   116223   74441    14       NA                   2.1702701999e+02     NA          45.3  
118424   117490   75249    46       NA                   2.1702701999e+02     NA          45.8  
119840   118896   76111    62       NA                   2.1703008513e+02     NA          46.3  
121237   120281   76966    30       NA                   2.1703061489e+02     NA          46.8  
122561   121595   77820    26       NA                   2.1703166253e+02     NA          47.4  
123964   122985   78673    33       NA                   2.1703300039e+02     NA          47.9  
125362   124359   79505    34       NA                   2.1703403283e+02     NA          48.4  
126726   125712   80431    25       NA                   2.1703403283e+02     NA          48.9  
128121   127104   81308    20       NA                   2.1703404712e+02     NA          49.4  
129553   128523   82144    56       NA                   2.1703404712e+02     NA          49.8  
130888   129846   83041    57       NA                   2.1703404712e+02     NA          50.2  
132234   131188   83925    38       NA                   2.1703857697e+02     NA          50.7  
133637   132579   84750    34       NA                   2.1703938077e+02     NA          51.2  
135007   133942   85634    12       NA                   2.1703984649e+02     NA          51.6  
136357   135291   86500    22       NA                   2.1704141189e+02     NA          52.1  
137792   136720   87341    40       NA                   2.1704215718e+02     NA          52.6  
139238   138155   88217    30       NA                   2.1704251245e+02     NA          53.1  
140561   139471   89090    19       NA                   2.1704386053e+02     NA          53.7  
141864   140767   89847    32       NA                   2.1704453459e+02     NA          54.2  
143258   142150   90715    35       NA                   2.1704560197e+02     NA          54.7  
144699   143577   91600    38       NA                   2.1704615056e+02     NA          55.2  
146151   145022   92446    53       NA                   2.1704658117e+02     NA          55.6  
147510   146373   93323    45       NA                   2.1704778289e+02     NA          56.1  
148855   147714   94252    32       NA                   2.1704854749e+02     NA          56.5  
150257   149107   95086    42       NA                   2.1704993448e+02     NA          56.9  
151674   150509   95967    30       NA                   2.1705074310e+02     NA          57.4  
153084   151905   96857    31       NA                   2.1705105458e+02     NA          58.0  
154528   153340   97713    36       NA                   2.1705236731e+02     NA          58.6  
155877   154677   98630    58       NA                   2.1705322448e+02     NA          59.2  
157237   156028   99484    36       NA                   2.1705382220e+02     NA          59.8  
158690   157465   100311   42       NA                   2.1705410406e+02     NA          60.4  
160042   158812   101193   40       NA                   2.1705456891e+02     NA          61.0  
161412   160179   102075   50       NA                   2.1705476451e+02     NA          61.5  
162877   161628   102932   35       NA                   2.1705607192e+02     NA          62.0  
164225   162960   103822   30       NA                   2.1705649642e+02     NA          62.5  
165563   164285   104646   48       NA                   2.1705795870e+02     NA          62.9  
166983   165700   105484   47       NA                   2.1705795870e+02     NA          63.4  
168272   166983   106341   64       NA                   2.1705795870e+02     NA          64.0  
169686   168385   107205   29       NA                   2.1705803976e+02     NA          64.6  
171098   169787   108055   21       NA                   2.1706026839e+02     NA          65.2  
172442   171122   108979   41       NA                   2.1706083196e+02     NA          65.8  
173864   172527   109847   31       NA                   2.1706097524e+02     NA          66.3  
175255   173902   110712   48       NA                   2.1706190485e+02     NA          66.8  
176595   175234   111630   20       NA                   2.1706309596e+02     NA          67.3  
177980   176607   112475   23       NA                   2.1706347811e+02     NA          67.9  
179369   177989   113318   30       NA                   2.1706373376e+02     NA          68.4  
180791   179397   114222   19       NA                   2.1706437772e+02     NA          68.9  
182163   180762   115084   45       NA                   2.1706539842e+02     NA          69.3  
183542   182136   115935   94       NA                   2.1706615360e+02     NA          69.9  
184914   183503   116845   23       NA                   2.1706615360e+02     NA          70.4  
186323   184894   117714   24       NA                   2.1706739044e+02     NA          71.0  
187636   186199   118513   26       NA                   2.1706758748e+02     NA          71.6  
189018   187568   119383   38       NA                   2.1706831215e+02     NA          72.1  
190457   188990   120250   32       NA                   2.1706884158e+02     NA          72.6  
191851   190369   121084   27       NA                   2.1706982655e+02     NA          73.0  
193217   191725   121980   43       NA                   2.1707058381e+02     NA          73.5  
194648   193146   122873   21       NA                   2.1707091392e+02     NA          74.0  
196027   194516   123772   23       NA                   2.1707091392e+02     NA          74.7  
197408   195885   124655   36       NA                   2.1707257584e+02     NA          75.4  
198848   197312   125463   29       NA                   2.1707300665e+02     NA          76.0  
200247   198705   126320   30       NA                   2.1707305551e+02     NA          76.5  
201670   200121   127245   24       NA                   2.1707311042e+02     NA          77.0  
203025   201464   128094   30       NA                   2.1707461029e+02     NA          77.5  
204425   202853   128986   47       NA                   2.1707507500e+02     NA          77.9  
205858   204273   129867   29       NA                   2.1707603999e+02     NA          78.3  
207221   205615   130704   40       NA                   2.1707604622e+02     NA          78.7  
208611   206991   131582   20       NA                   2.1707675749e+02     NA          79.1  
210101   208462   132398   29       NA                   2.1707713960e+02     NA          79.6  
211381   209732   133202   31       NA                   2.1707754557e+02     NA          80.0  
212770   211113   134099   34       NA                   2.1707860465e+02     NA          80.5  
214169   212502   134942   28       NA                   2.1707860465e+02     NA          81.0  
215574   213896   135823   36       NA                   2.1707976272e+02     NA          81.6  
216979   215283   136748   30       NA                   2.1708074371e+02     NA          82.3  
218343   216642   137636   25       NA                   2.1708086668e+02     NA          82.8  
219692   217982   138533   25       NA                   2.1708169366e+02     NA          83.4  
221096   219375   139391   50       NA                   2.1708218430e+02     NA          83.9  
222515   220774   140222   54       NA                   2.1708230857e+02     NA          84.5  
223945   222193   141170   35       NA                   2.1708307685e+02     NA          85.1  
225323   223557   142066   49       NA                   2.1708382481e+02     NA          85.7  
226705   224932   142946   13       NA                   2.1708413955e+02     NA          86.2  
228119   226331   143860   23       NA                   2.1708453310e+02     NA          86.7  
229523   227732   144710   30       NA                   2.1708540126e+02     NA          87.2  
230928   229124   145567   21       NA                   2.1708546156e+02     NA          87.7  
232220   230410   146411   48       NA                   2.1708636189e+02     NA          88.1  
233594   231769   147285   62       NA                   2.1708680874e+02     NA          88.6  
234988   233153   148161   36       NA                   2.1708707350e+02     NA          89.1  
236376   234528   149035   21       NA                   2.1708770515e+02     NA          89.6  
237767   235906   149900   40       NA                   2.1708770515e+02     NA          90.1  
239197   237330   150786   28       NA                   2.1708859289e+02     NA          90.6  
240601   238728   151640   24       NA                   2.1708888152e+02     NA          91.1  
242006   240125   152541   32       NA                   2.1709010958e+02     NA          91.6  
243377   241478   153438   50       NA                   2.1709041998e+02     NA          92.1  
244756   242846   154263   36       NA                   2.1709075213e+02     NA          92.7  
246147   244231   155170   42       NA                   2.1709138741e+02     NA          93.4  
247581   245654   156026   32       NA                   2.1709138741e+02     NA          93.9  
249011   247066   156914   48       NA                   2.1709160158e+02     NA          94.6  
250349   248400   157796   28       NA                   2.1709285790e+02     NA          95.1  
251741   249783   158652   37       NA                   2.1709311765e+02     NA          95.6  
253182   251218   159515   50       NA                   2.1709345666e+02     NA          96.1  
254481   252504   160336   30       NA                   2.1709371361e+02     NA          96.6  
255866   253883   161231   48       NA                   2.1709454842e+02     NA          97.0  
257251   255260   162140   37       NA                   2.1709526138e+02     NA          97.6  
258662   256662   163013   39       NA                   2.1709536348e+02     NA          98.1  
260158   258146   163853   41       NA                   2.1709586107e+02     NA          98.6  
261578   259549   164745   34       NA                   2.1709648971e+02     NA          99.1  
262962   260929   165645   54       NA                   2.1709650188e+02     NA          99.6  
264448   262408   166513   23       NA                   2.1709742148e+02     NA          100.1 
265863   263806   167382   36       NA                   2.1709749583e+02     NA          100.6 
267206   265138   168215   37       NA                   2.1709805234e+02     NA          101.1 
268599   266522   169122   21       NA                   2.1709834666e+02     NA          101.6 
270004   267918   170035   44       NA                   2.1709923238e+02     NA          102.0 
271452   269357   170911   25       NA                   2.1709952383e+02     NA          102.6 
272848   270736   171783   47       NA                   2.1709952383e+02     NA          103.1 
274231   272101   172676   34       NA                   2.1710020274e+02     NA          103.6 
275673   273535   173550   50       NA                   2.1710088804e+02     NA          104.1 
277063   274910   174464   27       NA                   2.1710127110e+02     NA          104.6 
278354   276181   175293   34       NA                   2.1710164610e+02     NA          105.2 
279784   277602   176167   16       NA                   2.1710185008e+02     NA          105.7 
281176   278980   176983   33       NA                   2.1710185008e+02     NA          106.2 
282553   280348   177928   25       NA                   2.1710315226e+02     NA          106.7 
284061   281842   178794   57       NA                   2.1710324207e+02     NA          107.1 
285512   283286   179681   36       NA                   2.1710376815e+02     NA          107.6 
286862   284628   180575   36       NA                   2.1710452879e+02     NA          108.2 
288296   286050   181427   12       NA                   2.1710475689e+02     NA          108.8 
289764   287506   182327   26       NA                   2.1710494634e+02     NA          109.3 
291141   288867   183216   17       NA                   2.1710535945e+02     NA          109.9 
292609   290325   184118   21       NA                   2.1710535945e+02     NA          110.4 
294066   291769   185001   42       NA                   2.1710535945e+02     NA          110.9 
295465   293155   185902   42       NA                   2.1710693804e+02     NA          111.4 
296901   294577   186786   18       NA                   2.1710705638e+02     NA          112.0 
298333   295996   187692   37       NA                   2.1710758349e+02     NA          112.6 
299756   297410   188561   34       NA                   2.1710816287e+02     NA          113.1 
301160   298806   189443   22       NA                   2.1710854759e+02     NA          113.7 
302594   300222   190333   38       NA                   2.1710889662e+02     NA          114.3 
303918   301538   191167   37       NA                   2.1710894990e+02     NA          114.8 
305344   302948   192031   38       NA                   2.1710972500e+02     NA          115.4 
306744   304338   192887   33       NA                   2.1711012233e+02     NA          115.9 
308202   305783   193779   23       NA                   2.1711026647e+02     NA          116.5 
309595   307168   194650   55       NA                   2.1711068342e+02     NA          117.0 
310986   308543   195503   44       NA                   2.1711157435e+02     NA          117.6 
312413   309966   196370   25       NA                   2.1711174563e+02     NA          118.2 
313860   311392   197245   39       NA                   2.1711191330e+02     NA          118.9 
315251   312777   198118   26       NA                   2.1711254329e+02     NA          119.6 
316655   314170   199008   32       NA                   2.1711315432e+02     NA          120.2 
318032   315541   199895   34       NA                   2.1711332756e+02     NA          120.8 
319436   316936   200799   48       NA                   2.1711357713e+02     NA          121.2 
320885   318371   201698   38       NA                   2.1711416737e+02     NA          121.7 
322351   319824   202562   46       NA                   2.1711423183e+02     NA          122.3 
323765   321225   203420   62       NA                   2.1711435878e+02     NA          122.8 
325175   322618   204336   30       NA                   2.1711517979e+02     NA          123.2 
326622   324053   205209   17       NA                   2.1711552567e+02     NA          123.8 
327985   325400   206028   33       NA                   2.1711564413e+02     NA          124.3 
329363   326770   206928   37       NA                   2.1711638002e+02     NA          124.8 
330743   328144   207768   62       NA                   2.1711638002e+02     NA          125.3 
332164   329543   208631   30       NA                   2.1711691890e+02     NA          125.8 
333500   330877   209513   29       NA                   2.1711737026e+02     NA          126.4 
334973   332339   210384   45       NA                   2.1711753818e+02     NA          127.0 
336403   333756   211254   32       NA                   2.1711815700e+02     NA          127.6 
337805   335152   212160   77       NA                   2.1711834465e+02     NA          128.1 
339253   336593   213026   52       NA                   2.1711838411e+02     NA          128.6 
340679   338011   213866   39       NA                   2.1711838411e+02     NA          129.0 
342089   339412   214744   54       NA                   2.1711950416e+02     NA          129.4 
343482   340804   215673   57       NA                   2.1711954019e+02     NA          129.9 
344909   342226   216590   48       NA                   2.1712012010e+02     NA          130.4 
346384   343689   217473   48       NA                   2.1712012010e+02     NA          130.9 
347771   345061   218362   31       NA                   2.1712077327e+02     NA          131.4 
349142   346422   219239   31       NA                   2.1712129644e+02     NA          131.9 
350618   347888   220117   44       NA                   2.1712186750e+02     NA          132.5 
352020   349280   220893   32       NA                   2.1712209554e+02     NA          133.0 
353366   350619   221835   42       NA                   2.1712218990e+02     NA          133.5 
354789   352036   222730   41       NA                   2.1712279284e+02     NA          133.9 
356252   353479   223567   29       NA                   2.1712303842e+02     NA          134.4 
357605   354822   224450   27       NA                   2.1712320167e+02     NA          134.9 
359043   356249   225314   38       NA                   2.1712386034e+02     NA          135.3 
360495   357688   226178   41       NA                   2.1712390404e+02     NA          135.9 
361891   359074   227058   34       NA                   2.1712449959e+02     NA          136.6 
363385   360557   227882   36       NA                   2.1712493772e+02     NA          137.1 
364807   361969   228770   31       NA                   2.1712514390e+02     NA          137.7 
366209   363362   229670   22       NA                   2.1712524109e+02     NA          138.1 
367689   364822   230514   28       NA                   2.1712542266e+02     NA          138.6 
369113   366222   231438   45       NA                   2.1712595185e+02     NA          139.2 
370543   367636   232318   30       NA                   2.1712607117e+02     NA          139.8 
371994   369067   233199   33       NA                   2.1712655173e+02     NA          140.5 
373353   370419   234100   44       NA                   2.1712708762e+02     NA          141.2 
374852   371904   235005   35       NA                   2.1712760137e+02     NA          141.7 
376194   373231   235845   35       NA                   2.1712778401e+02     NA          142.2 
377618   374643   236723   35       NA                   2.1712805437e+02     NA          142.8 
379079   376095   237558   40       NA                   2.1712851924e+02     NA          143.4 
380431   377443   238470   24       NA                   2.1712858526e+02     NA          143.8 
381824   378823   239343   28       NA                   2.1712858526e+02     NA          144.4 
383268   380249   240209   43       NA                   2.1712948190e+02     NA          144.8 
384662   381636   241129   56       NA                   2.1712958743e+02     NA          145.4 
386108   383068   241971   43       NA                   2.1713002512e+02     NA          145.9 
387495   384443   242854   32       NA                   2.1713043665e+02     NA          146.4 
388851   385793   243780   25       NA                   2.1713075133e+02     NA          147.0 
390307   387237   244674   38       NA                   2.1713117699e+02     NA          147.4 
391747   388672   245550   19       NA                   2.1713117699e+02     NA          147.9 
393105   390023   246472   39       NA                   2.1713170120e+02     NA          148.3 
394536   391442   247325   36       NA                   2.1713181182e+02     NA          148.7 
395984   392881   248185   44       NA                   2.1713181182e+02     NA          149.2 
397351   394238   249062   36       NA                   2.1713277181e+02     NA          149.6 
398712   395581   249909   33       NA                   2.1713292816e+02     NA          150.0 
400112   396971   250743   77       NA                   2.1713332841e+02     NA          150.5 
401530   398371   251647   42       NA                   2.1713350341e+02     NA          150.9 
402962   399791   252495   42       NA                   2.1713383279e+02     NA          151.3 
404397   401220   253426   58       NA                   2.1713433057e+02     NA          151.7 
405820   402635   254309   50       NA                   2.1713434652e+02     NA          152.1 
407230   404031   255167   17       NA                   2.1713434652e+02     NA          152.5 
408629   405415   256038   25       NA                   2.1713530247e+02     NA          153.0 
410001   406781   256936   30       NA                   2.1713546683e+02     NA          153.4 
411436   408197   257807   44       NA                   2.1713590218e+02     NA          153.9 
412861   409602   258680   29       NA                   2.1713605528e+02     NA          154.3 
414306   411037   259543   46       NA                   2.1713655023e+02     NA          154.8 
415757   412479   260452   65       NA                   2.1713686746e+02     NA          155.4 
417139   413846   261286   28       NA                   2.1713691447e+02     NA          155.9 
418582   415277   262123   22       NA                   2.1713726957e+02     NA          156.5 
419999   416679   262988   25       NA                   2.1713771846e+02     NA          157.1 
421383   418056   263854   43       NA                   2.1713773245e+02     NA          157.6 
422826   419488   264617   19       NA                   2.1713797751e+02     NA          158.2 
424247   420906   265538   29       NA                   2.1713839020e+02     NA          158.7 
425645   422294   266440   43       NA                   2.1713853918e+02     NA          159.2 
427118   423757   267325   37       NA                   2.1713916003e+02     NA          159.6 
428561   425185   268232   26       NA                   2.1713931704e+02     NA          160.0 
430022   426628   269161   30       NA                   2.1713931704e+02     NA          160.6 
431493   428088   270028   29       NA                   2.1714016259e+02     NA          161.0 
432968   429555   270931   16       NA                   2.1714016259e+02     NA          161.5 
434402   430978   271797   34       NA                   2.1714023073e+02     NA          162.0 
435791   432355   272648   34       NA                   2.1714084372e+02     NA          162.6 
437206   433757   273571   36       NA                   2.1714125679e+02     NA          163.2 
438611   435150   274438   20       NA                   2.1714142003e+02     NA          163.8 
440123   436641   275312   29       NA                   2.1714169138e+02     NA          164.4 
441541   438043   276184   47       NA                   2.1714178273e+02     NA          165.0 
442923   439420   277092   22       NA                   2.1714205207e+02     NA          165.5 
444416   440897   277919   29       NA                   2.1714274068e+02     NA          166.1 
445862   442332   278797   25       NA                   2.1714283396e+02     NA          166.6 
447212   443666   279735   33       NA                   2.1714329049e+02     NA          167.2 
448622   445063   280633   24       NA                   2.1714355005e+02     NA          167.7 
450066   446497   281507   40       NA                   2.1714362772e+02     NA          168.3 
451509   447930   282394   31       NA                   2.1714408695e+02     NA          168.7 
452976   449383   283311   30       NA                   2.1714433675e+02     NA          169.2 
454428   450824   284189   51       NA                   2.1714436157e+02     NA          169.8 
455880   452264   285115   30       NA                   2.1714491734e+02     NA          170.4 
457298   453669   285987   33       NA                   2.1714520332e+02     NA          171.0 
458751   455114   286870   26       NA                   2.1714535095e+02     NA          171.6 
460144   456480   287729   25       NA                   2.1714537228e+02     NA          172.2 
461548   457868   288637   82       NA                   2.1714556557e+02     NA          172.8 
462986   459293   289443   25       NA                   2.1714581142e+02     NA          173.4 
464380   460663   290289   37       NA                   2.1714609193e+02     NA          174.0 
465792   462066   291149   58       NA                   2.1714677194e+02     NA          174.7 
467239   463502   292014   19       NA                   2.1714705277e+02     NA          175.7 
468656   464908   292869   29       NA                   2.1714732488e+02     NA          176.3 
470115   466354   293740   46       NA                   2.1714762809e+02     NA          176.9 
471580   467800   294629   36       NA                   2.1714762809e+02     NA          177.6 
473034   469245   295511   25       NA                   2.1714816076e+02     NA          178.2 
474490   470691   296341   47       NA                   2.1714839411e+02     NA          178.7 
475919   472113   297280   46       NA                   2.1714850680e+02     NA          179.3 
477283   473469   298206   30       NA                   2.1714895018e+02     NA          179.9 
478763   474933   299036   29       NA                   2.1714895018e+02     NA          180.5 
480169   476330   299904   37       NA                   2.1714940633e+02     NA          181.1 
481635   477776   300800   26       NA                   2.1714942689e+02     NA          181.8 
483090   479215   301689   41       NA                   2.1715008457e+02     NA          182.3 
484492   480597   302545   37       NA                   2.1715016038e+02     NA          182.8 
485904   481998   303459   38       NA                   2.1715051544e+02     NA          183.3 
487395   483474   304306   37       NA                   2.1715074370e+02     NA          183.8 
488814   484881   305155   54       NA                   2.1715077826e+02     NA          184.3 
490239   486296   306046   28       NA                   2.1715114222e+02     NA          184.8 
491623   487669   306890   28       NA                   2.1715156900e+02     NA          185.3 
493007   489041   307780   29       NA                   2.1715168800e+02     NA          185.8 
494445   490471   308626   29       NA                   2.1715200038e+02     NA          186.2 
495839   491850   309516   28       NA                   2.1715223436e+02     NA          186.7 
497217   493219   310388   40       NA                   2.1715269959e+02     NA          187.2 
498680   494668   311289   39       NA                   2.1715294409e+02     NA          187.8 
500082   496051   312155   45       NA                   2.1715303609e+02     NA          188.3 
501517   497469   312998   62       NA                   2.1715345798e+02     NA          188.9 
502944   498892   313909   43       NA                   2.1715345798e+02     NA          189.5 
504401   500334   314740   53       NA                   2.1715395623e+02     NA          190.0 
505815   501736   315570   69       NA                   2.1715407645e+02     NA          190.5 
507191   503099   316478   26       NA                   2.1715418721e+02     NA          191.0 
508640   504530   317357   29       NA                   2.1715472371e+02     NA          191.6 
510049   505932   318284   31       NA                   2.1715495260e+02     NA          192.1 
511479   507351   319168   44       NA                   2.1715526421e+02     NA          192.6 
512887   508752   320010   42       NA                   2.1715548837e+02     NA          193.1 
514324   510176   320885   31       NA                   2.1715570571e+02     NA          193.6 
515793   511636   321746   34       NA                   2.1715579490e+02     NA          194.2 
517243   513071   322642   44       NA                   2.1715614604e+02     NA          194.6 
518668   514481   323539   32       NA                   2.1715639071e+02     NA          195.2 
520076   515878   324429   26       NA                   2.1715662112e+02     NA          195.7 
521475   517263   325282   42       NA                   2.1715696386e+02     NA          196.3 
522879   518649   326180   60       NA                   2.1715726440e+02     NA          197.0 
524302   520065   327095   18       NA                   2.1715727359e+02     NA          197.8 
525714   521466   327979   25       NA                   2.1715769933e+02     NA          198.5 
527121   522854   328920   44       NA                   2.1715795418e+02     NA          199.0 
528507   524230   329778   27       NA                   2.1715822467e+02     NA          199.6 
529933   525641   330632   45       NA                   2.1715848014e+02     NA          200.2 
531357   527054   331514   37       NA                   2.1715877511e+02     NA          200.7 
532769   528446   332420   41       NA                   2.1715881822e+02     NA          201.2 
534273   529924   333234   39       NA                   2.1715881822e+02     NA          201.7 
535676   531307   334151   38       NA                   2.1715935406e+02     NA          202.2 
537125   532740   335088   26       NA                   2.1715948490e+02     NA          202.7 
538593   534199   335976   30       NA                   2.1715975674e+02     NA          203.3 
539970   535568   336871   22       NA                   2.1716007870e+02     NA          203.9 
541422   537012   337737   28       NA                   2.1716042541e+02     NA          204.4 
542912   538487   338623   38       NA                   2.1716084722e+02     NA          205.1 
544297   539858   339544   27       NA                   2.1716086883e+02     NA          205.6 
545721   541272   340440   34       NA                   2.1716125181e+02     NA          206.1 
547251   542788   341280   30       NA                   2.1716131217e+02     NA          206.7 
