
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #6 (nearly) zero elements are specified in sparse col '' (16) of matrix 'A'.
MOSEK warning 710: #11 (nearly) zero elements are specified in sparse col '' (17) of matrix 'A'.
MOSEK warning 710: #13 (nearly) zero elements are specified in sparse col '' (18) of matrix 'A'.
MOSEK warning 710: #11 (nearly) zero elements are specified in sparse col '' (20) of matrix 'A'.
MOSEK warning 710: #8 (nearly) zero elements are specified in sparse col '' (21) of matrix 'A'.
MOSEK warning 710: #9 (nearly) zero elements are specified in sparse col '' (22) of matrix 'A'.
MOSEK warning 710: #8 (nearly) zero elements are specified in sparse col '' (23) of matrix 'A'.
MOSEK warning 710: #7 (nearly) zero elements are specified in sparse col '' (24) of matrix 'A'.
MOSEK warning 710: #6 (nearly) zero elements are specified in sparse col '' (25) of matrix 'A'.
MOSEK warning 710: #5 (nearly) zero elements are specified in sparse col '' (26) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 822             
  Cones                  : 1               
  Scalar variables       : 515             
  Matrix variables       : 0               
  Integer variables      : 256             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 3.15
Presolved problem: 507 variables, 309 constraints, 6902 non-zeros
Presolved problem: 0 general integer, 249 binary, 258 continuous
Clique table size: 308
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
79081    72667    46694    41       1.3512022991e+02     5.8642874955e+01     56.60       225.9 
81490    74869    48067    46       1.3512022991e+02     5.8782471896e+01     56.50       231.5 
83900    77050    49377    17       1.3512022991e+02     5.8878464632e+01     56.43       237.9 
86304    79237    50767    15       1.3512022991e+02     5.8976410379e+01     56.35       242.8 
88688    81418    52067    46       1.3512022991e+02     5.9058411624e+01     56.29       248.2 
91082    83608    53401    52       1.3512022991e+02     5.9105316408e+01     56.26       255.0 
93486    85738    54663    22       1.3512022991e+02     5.9213879496e+01     56.18       259.8 
95905    87926    56054    53       1.3512022991e+02     5.9299098622e+01     56.11       265.4 
98320    90120    57487    18       1.3512022991e+02     5.9408167509e+01     56.03       271.7 
100702   92311    58921    43       1.3512022991e+02     5.9485417206e+01     55.98       277.0 
103093   94498    60272    35       1.3512022991e+02     5.9558997608e+01     55.92       282.6 
105472   96675    61589    36       1.3512022991e+02     5.9625787128e+01     55.87       287.8 
107853   98867    63004    39       1.3512022991e+02     5.9712417197e+01     55.81       292.5 
110221   101059   64394    29       1.3512022991e+02     5.9784499228e+01     55.75       299.5 
112621   103245   65708    32       1.3512022991e+02     5.9856429050e+01     55.70       304.1 
114992   105420   67037    33       1.3512022991e+02     5.9929228845e+01     55.65       309.8 
117394   107612   68407    38       1.3512022991e+02     6.0002920789e+01     55.59       316.0 
119777   109793   69786    29       1.3512022991e+02     6.0090059889e+01     55.53       319.5 
122160   111981   71131    20       1.3512022991e+02     6.0137877301e+01     55.49       324.9 
124539   114168   72486    30       1.3512022991e+02     6.0229256646e+01     55.43       331.7 
126923   116358   73894    46       1.3512022991e+02     6.0300231750e+01     55.37       335.9 
129322   118541   75161    49       1.3512022991e+02     6.0361223033e+01     55.33       341.3 
131656   120673   76497    19       1.3489698668e+02     6.0437484769e+01     55.20       347.3 
134057   122854   77844    53       1.3489698668e+02     6.0524831882e+01     55.13       351.8 
136440   125036   79203    34       1.3489698668e+02     6.0593274487e+01     55.08       358.1 
138823   127224   80578    38       1.3489698668e+02     6.0646819603e+01     55.04       363.5 
141216   129411   81939    31       1.3489698668e+02     6.0703110347e+01     55.00       368.4 
143575   131592   83280    19       1.3489698668e+02     6.0786458838e+01     54.94       374.3 
145978   133772   84659    43       1.3489698668e+02     6.0863005389e+01     54.88       379.3 
148354   135955   86083    24       1.3489698668e+02     6.0931633403e+01     54.83       384.3 
150767   138144   87424    46       1.3489698668e+02     6.0995461814e+01     54.78       391.6 
153107   140331   88808    20       1.3489698668e+02     6.1049097592e+01     54.74       398.1 
155466   142518   90145    26       1.3489698668e+02     6.1124298438e+01     54.69       404.7 
157870   144698   91485    36       1.3489698668e+02     6.1172694265e+01     54.65       408.6 
160243   146885   92820    17       1.3489698668e+02     6.1243785115e+01     54.60       415.1 
162660   149079   94173    31       1.3489698668e+02     6.1309326784e+01     54.55       420.4 
165039   151263   95528    40       1.3489698668e+02     6.1351691127e+01     54.52       426.0 
167354   153386   96805    26       1.3489698668e+02     6.1393695738e+01     54.49       432.5 
169742   155573   98165    37       1.3489698668e+02     6.1461311865e+01     54.44       436.3 
172148   157760   99493    23       1.3489698668e+02     6.1514441765e+01     54.40       442.4 
174541   159943   100820   38       1.3489698668e+02     6.1569759138e+01     54.36       448.3 
176961   162128   102182   32       1.3489698668e+02     6.1629956471e+01     54.31       452.1 
179355   164320   103574   42       1.3489698668e+02     6.1687132133e+01     54.27       458.9 
181721   166501   104884   14       1.3489698668e+02     6.1755143737e+01     54.22       464.0 
184090   168683   106235   47       1.3489698668e+02     6.1803853959e+01     54.18       467.3 
186500   170857   107589   44       1.3489698668e+02     6.1864835252e+01     54.14       475.0 
188911   173045   108976   27       1.3489698668e+02     6.1919948846e+01     54.10       480.7 
191295   175232   110320   43       1.3489698668e+02     6.1977043375e+01     54.06       485.8 
193677   177417   111734   34       1.3489698668e+02     6.2034354192e+01     54.01       492.2 
196062   179604   113095   30       1.3489698668e+02     6.2065224394e+01     53.99       496.3 
198426   181788   114445   40       1.3489698668e+02     6.2134787164e+01     53.94       502.5 
200824   183977   115801   38       1.3489698668e+02     6.2202014109e+01     53.89       508.6 
203204   186159   117161   46       1.3489698668e+02     6.2251863066e+01     53.85       514.4 
205608   188335   118475   53       1.3489698668e+02     6.2298084699e+01     53.82       520.9 
207941   190464   119778   32       1.3489698668e+02     6.2347287188e+01     53.78       525.1 
210316   192650   121179   29       1.3489698668e+02     6.2393843879e+01     53.75       531.2 
212682   194826   122477   37       1.3489698668e+02     6.2443664267e+01     53.71       537.6 
215088   197017   123837   32       1.3489698668e+02     6.2498975322e+01     53.67       541.8 
217475   199208   125154   42       1.3489698668e+02     6.2549490526e+01     53.63       548.3 
219871   201398   126520   30       1.3489698668e+02     6.2596639822e+01     53.60       553.1 
222243   203580   127844   48       1.3489698668e+02     6.2645162125e+01     53.56       558.2 
224634   205772   129227   31       1.3489698668e+02     6.2697843459e+01     53.52       564.4 
227037   207949   130504   28       1.3489698668e+02     6.2755036840e+01     53.48       569.4 
229407   210128   131848   43       1.3489698668e+02     6.2808871040e+01     53.44       576.8 
231776   212304   133173   38       1.3489698668e+02     6.2863861348e+01     53.40       582.3 
234206   214483   134533   38       1.3489698668e+02     6.2904834026e+01     53.37       586.7 
236594   216654   135853   28       1.3489698668e+02     6.2920099278e+01     53.36       592.7 
238950   218840   137221   41       1.3489698668e+02     6.2985735470e+01     53.31       597.7 
241323   221024   138610   27       1.3489698668e+02     6.3034725955e+01     53.27       604.2 
243703   223202   139974   29       1.3489698668e+02     6.3101993854e+01     53.22       609.9 
246041   225335   141330   36       1.3489698668e+02     6.3132778809e+01     53.20       616.9 
248429   227520   142726   35       1.3489698668e+02     6.3148482635e+01     53.19       623.0 
250832   229700   144085   57       1.3489698668e+02     6.3229369480e+01     53.13       627.5 
253198   231878   145415   45       1.3489698668e+02     6.3264863879e+01     53.10       633.2 
255583   234054   146710   39       1.3489698668e+02     6.3310459422e+01     53.07       639.1 
257951   236232   148030   44       1.3489698668e+02     6.3345177479e+01     53.04       643.5 
260342   238406   149361   33       1.3489698668e+02     6.3402449069e+01     53.00       650.0 
262725   240582   150718   38       1.3489698668e+02     6.3420125216e+01     52.99       655.5 
265118   242762   152055   22       1.3489698668e+02     6.3473750828e+01     52.95       660.3 
267491   244943   153400   31       1.3489698668e+02     6.3542458572e+01     52.90       666.7 
269860   247118   154751   68       1.3486279744e+02     6.3577055164e+01     52.86       671.1 
272225   249301   156056   64       1.3486279744e+02     6.3620478775e+01     52.83       676.1 
274641   251483   157432   23       1.3486279744e+02     6.3659420093e+01     52.80       682.2 
277010   253667   158787   44       1.3486279744e+02     6.3709014004e+01     52.76       687.0 
279421   255845   160154   36       1.3486279744e+02     6.3745777480e+01     52.73       693.0 
281801   258024   161496   57       1.3486279744e+02     6.3793852799e+01     52.70       698.7 
284171   260200   162812   59       1.3486279744e+02     6.3829599610e+01     52.67       703.9 
286578   262373   164179   48       1.3486279744e+02     6.3874411611e+01     52.64       711.3 
288905   264494   165446   66       1.3486279744e+02     6.3910131127e+01     52.61       717.7 
291251   266666   166778   35       1.3486279744e+02     6.3948922728e+01     52.58       722.8 
293623   268843   168156   67       1.3486279744e+02     6.4008111547e+01     52.54       728.9 
296002   271013   169473   28       1.3486279744e+02     6.4035938918e+01     52.52       735.1 
298356   273192   170825   54       1.3486279744e+02     6.4085313182e+01     52.48       739.6 
300748   275371   172119   51       1.3486279744e+02     6.4118891366e+01     52.46       745.1 
303102   277539   173433   44       1.3486279744e+02     6.4165070729e+01     52.42       749.9 
305486   279701   174747   29       1.3486279744e+02     6.4201728401e+01     52.39       754.5 
307880   281877   176075   45       1.3486279744e+02     6.4245664012e+01     52.36       760.9 
310245   284058   177412   23       1.3486279744e+02     6.4281393678e+01     52.34       764.8 
312623   286242   178778   33       1.3486279744e+02     6.4322372799e+01     52.31       769.7 
315009   288420   180052   33       1.3486279744e+02     6.4345290529e+01     52.29       775.9 
317369   290590   181372   48       1.3486279744e+02     6.4375489669e+01     52.27       780.3 
319747   292763   182742   29       1.3486279744e+02     6.4426929155e+01     52.23       788.1 
322122   294939   184045   25       1.3486279744e+02     6.4446270708e+01     52.21       792.9 
324474   297106   185309   41       1.3486279744e+02     6.4481770124e+01     52.19       797.7 
326867   299280   186664   34       1.3486279744e+02     6.4529666088e+01     52.15       803.5 
329242   301458   187977   20       1.3486279744e+02     6.4564907256e+01     52.13       807.8 
331551   303573   189270   21       1.3486279744e+02     6.4584678485e+01     52.11       813.4 
333922   305748   190613   65       1.3486279744e+02     6.4628555083e+01     52.08       819.4 
336273   307925   191984   33       1.3486279744e+02     6.4670317519e+01     52.05       823.5 
338631   310093   193216   47       1.3486279744e+02     6.4692794214e+01     52.03       828.7 
341013   312262   194496   53       1.3486279744e+02     6.4735982436e+01     52.00       834.3 
343386   314443   195823   37       1.3486279744e+02     6.4766970388e+01     51.98       838.5 
345768   316614   197079   23       1.3486279744e+02     6.4804858549e+01     51.95       843.5 
348176   318806   198423   61       1.3486279744e+02     6.4840357619e+01     51.92       850.0 
350551   320989   199780   65       1.3486279744e+02     6.4871149164e+01     51.90       854.3 
352949   323170   201068   41       1.3486279744e+02     6.4907666649e+01     51.87       859.4 
355351   325345   202364   16       1.3486279744e+02     6.4939524878e+01     51.85       865.3 
357728   327527   203741   28       1.3486279744e+02     6.4974882931e+01     51.82       869.7 
360104   329705   205075   40       1.3486279744e+02     6.5003856135e+01     51.80       874.9 
362472   331880   206381   25       1.3486279744e+02     6.5036575123e+01     51.78       881.5 
364836   334057   207675   39       1.3486279744e+02     6.5070862427e+01     51.75       885.2 
367182   336173   208881   50       1.3486279744e+02     6.5100324895e+01     51.73       891.1 
369581   338348   210206   22       1.3486279744e+02     6.5116178446e+01     51.72       897.4 
371964   340518   211533   37       1.3486279744e+02     6.5154001231e+01     51.69       901.6 
374361   342689   212826   39       1.3486279744e+02     6.5188375337e+01     51.66       907.3 
376730   344853   214111   30       1.3486279744e+02     6.5214343430e+01     51.64       911.8 
379097   347034   215446   45       1.3486279744e+02     6.5245871121e+01     51.62       916.9 
381470   349204   216691   27       1.3486279744e+02     6.5264594118e+01     51.61       923.8 
383886   351376   217971   35       1.3486279744e+02     6.5302458238e+01     51.58       927.2 
386225   353550   219284   34       1.3486279744e+02     6.5333043952e+01     51.56       932.2 
388584   355725   220619   25       1.3486279744e+02     6.5357853408e+01     51.54       937.2 
390975   357896   221928   22       1.3486279744e+02     6.5381481765e+01     51.52       941.3 
393362   360066   223221   32       1.3486279744e+02     6.5418128745e+01     51.49       946.0 
395746   362239   224539   20       1.3486279744e+02     6.5443944260e+01     51.47       951.7 
398116   364403   225859   51       1.3486279744e+02     6.5463132216e+01     51.46       956.4 
400510   366564   227119   34       1.3486279744e+02     6.5503016147e+01     51.43       960.5 
402879   368734   228478   34       1.3486279744e+02     6.5524758511e+01     51.41       965.9 
405186   370841   229749   58       1.3486279744e+02     6.5541708799e+01     51.40       971.0 
407552   373014   231109   17       1.3486279744e+02     6.5577975677e+01     51.37       975.7 
409964   375189   232457   28       1.3486279744e+02     6.5598439413e+01     51.36       981.4 
412321   377359   233778   54       1.3486279744e+02     6.5635262536e+01     51.33       986.1 
414725   379539   235076   41       1.3486279744e+02     6.5658109590e+01     51.31       991.5 
417106   381710   236365   27       1.3486279744e+02     6.5697527850e+01     51.29       996.2 
419491   383875   237680   57       1.3486279744e+02     6.5706172482e+01     51.28       1000.7
421887   386040   238870   22       1.3486279744e+02     6.5741938712e+01     51.25       1004.4
424250   388210   240165   52       1.3486279744e+02     6.5766937297e+01     51.23       1009.8
426602   390374   241397   44       1.3486279744e+02     6.5791307898e+01     51.22       1015.0
428972   392552   242773   44       1.3486279744e+02     6.5819511935e+01     51.20       1020.3
431309   394719   244118   58       1.3486279744e+02     6.5843603731e+01     51.18       1024.7
433713   396892   245408   29       1.3486279744e+02     6.5867130838e+01     51.16       1029.9
436117   399059   246656   44       1.3486279744e+02     6.5889434800e+01     51.14       1034.9
438519   401225   247930   43       1.3486279744e+02     6.5919054211e+01     51.12       1039.7
440940   403395   249269   39       1.3486279744e+02     6.5947273441e+01     51.10       1044.6
443319   405567   250606   36       1.3486279744e+02     6.5971900352e+01     51.08       1049.0
445638   407686   251857   32       1.3486279744e+02     6.5998945596e+01     51.06       1053.9
448019   409857   253174   30       1.3486279744e+02     6.6014650091e+01     51.05       1058.7
450418   412028   254497   35       1.3486279744e+02     6.6045023011e+01     51.03       1062.4
452796   414188   255771   55       1.3486279744e+02     6.6067079972e+01     51.01       1067.6
455181   416360   257108   32       1.3486279744e+02     6.6095961309e+01     50.99       1073.0
457578   418533   258441   37       1.3486279744e+02     6.6117197265e+01     50.97       1077.6
459938   420708   259759   51       1.3486279744e+02     6.6140838946e+01     50.96       1082.0
462311   422876   261068   30       1.3486279744e+02     6.6165025271e+01     50.94       1087.8
464675   425044   262322   26       1.3486279744e+02     6.6186601507e+01     50.92       1091.7
467055   427213   263550   31       1.3486279744e+02     6.6215355934e+01     50.90       1097.0
469405   429373   264848   49       1.3486279744e+02     6.6227253730e+01     50.89       1102.0
471778   431542   266161   47       1.3486279744e+02     6.6259782392e+01     50.87       1106.2
474155   433704   267420   27       1.3486279744e+02     6.6279433832e+01     50.85       1110.5
476496   435871   268721   34       1.3486279744e+02     6.6303892990e+01     50.84       1116.0
478880   438036   270019   46       1.3486279744e+02     6.6324976782e+01     50.82       1120.2
481260   440207   271345   55       1.3486279744e+02     6.6338652349e+01     50.81       1124.8
483574   442327   272585   39       1.3486279744e+02     6.6367928587e+01     50.79       1130.1
485962   444501   273917   29       1.3486279744e+02     6.6392431354e+01     50.77       1134.6
488361   446671   275278   52       1.3486279744e+02     6.6419328463e+01     50.75       1139.7
490707   448835   276580   48       1.3486279744e+02     6.6433150841e+01     50.74       1144.1
493098   450994   277835   44       1.3486279744e+02     6.6455629996e+01     50.72       1148.0
495493   453167   279136   62       1.3486279744e+02     6.6475831537e+01     50.71       1153.1
497871   455337   280428   24       1.3486279744e+02     6.6496339329e+01     50.69       1157.7
500228   457505   281711   28       1.3486279744e+02     6.6522678038e+01     50.67       1161.0
502652   459678   283053   27       1.3486279744e+02     6.6545856924e+01     50.66       1166.7
505008   461846   284343   30       1.3486279744e+02     6.6567717433e+01     50.64       1171.2
507378   464017   285619   34       1.3486279744e+02     6.6585463549e+01     50.63       1175.1
509773   466181   286890   42       1.3486279744e+02     6.6607113055e+01     50.61       1180.5
512144   468345   288167   31       1.3486279744e+02     6.6630775089e+01     50.59       1185.5
514534   470512   289457   39       1.3486279744e+02     6.6649495651e+01     50.58       1191.2
516913   472682   290782   47       1.3486279744e+02     6.6670969289e+01     50.56       1196.0
519281   474847   292096   62       1.3486279744e+02     6.6690681612e+01     50.55       1199.4
521551   476956   293376   32       1.3486279744e+02     6.6705215132e+01     50.54       1205.5
523962   479120   294655   25       1.3486279744e+02     6.6733163998e+01     50.52       1211.5
526353   481281   295890   47       1.3486279744e+02     6.6743089559e+01     50.51       1214.9
528731   483451   297122   26       1.3486279744e+02     6.6769569505e+01     50.49       1220.1
531103   485612   298358   16       1.3486279744e+02     6.6790272515e+01     50.48       1224.9
533497   487775   299656   27       1.3486279744e+02     6.6810833999e+01     50.46       1227.6
535866   489945   300925   18       1.3486279744e+02     6.6832083782e+01     50.44       1233.1
538217   492107   302232   44       1.3486279744e+02     6.6840263243e+01     50.44       1237.9
540608   494268   303515   52       1.3486279744e+02     6.6873563724e+01     50.41       1241.6
542983   496427   304768   31       1.3486279744e+02     6.6894491188e+01     50.40       1247.6
545334   498596   306063   42       1.3486279744e+02     6.6917615795e+01     50.38       1252.7
547715   500754   307260   63       1.3486279744e+02     6.6930118492e+01     50.37       1256.2
550120   502923   308537   52       1.3486279744e+02     6.6952483346e+01     50.36       1261.2
552505   505089   309796   27       1.3486279744e+02     6.6967587753e+01     50.34       1266.3
554887   507254   311036   41       1.3486279744e+02     6.6983933575e+01     50.33       1271.1
557249   509413   312282   26       1.3486279744e+02     6.6997783329e+01     50.32       1276.6
559634   511581   313607   31       1.3486279744e+02     6.7029259844e+01     50.30       1280.6
561947   513690   314850   28       1.3486279744e+02     6.7042464230e+01     50.29       1285.2
564294   515844   316109   40       1.3486279744e+02     6.7060280368e+01     50.28       1291.2
566660   518013   317409   36       1.3486279744e+02     6.7082131309e+01     50.26       1294.4
569053   520177   318728   34       1.3486279744e+02     6.7097025460e+01     50.25       1299.0
571420   522336   319977   28       1.3486279744e+02     6.7115640614e+01     50.23       1303.6
573798   524501   321325   42       1.3486279744e+02     6.7138707666e+01     50.22       1308.1
576192   526657   322583   48       1.3486279744e+02     6.7157516207e+01     50.20       1313.2
578559   528817   323932   46       1.3486279744e+02     6.7176832720e+01     50.19       1317.9
580942   530984   325233   30       1.3486279744e+02     6.7192099024e+01     50.18       1322.4
583293   533140   326514   29       1.3486279744e+02     6.7209458651e+01     50.16       1327.1
585683   535309   327746   38       1.3486279744e+02     6.7232855695e+01     50.15       1332.0
588086   537472   329013   13       1.3486279744e+02     6.7246670721e+01     50.14       1336.5
590493   539644   330334   42       1.3486279744e+02     6.7263158556e+01     50.12       1341.6
592888   541802   331621   45       1.3486279744e+02     6.7279429385e+01     50.11       1346.1
595281   543962   332848   48       1.3486279744e+02     6.7292873900e+01     50.10       1350.4
597653   546123   334144   33       1.3486279744e+02     6.7313741956e+01     50.09       1355.4
600047   548278   335392   22       1.3486279744e+02     6.7330238955e+01     50.08       1360.6
602437   550437   336620   29       1.3486279744e+02     6.7342020263e+01     50.07       1364.0
604763   552537   337844   50       1.3486279744e+02     6.7368312524e+01     50.05       1369.6
607139   554692   339036   27       1.3486279744e+02     6.7383337910e+01     50.04       1374.5
609546   556858   340287   32       1.3486279744e+02     6.7398367667e+01     50.02       1377.8
611940   559020   341597   21       1.3486279744e+02     6.7415298999e+01     50.01       1383.0
614338   561183   342823   41       1.3486279744e+02     6.7434494581e+01     50.00       1386.8
616740   563347   344061   35       1.3486279744e+02     6.7443257342e+01     49.99       1391.7
619110   565514   345327   24       1.3486279744e+02     6.7467979113e+01     49.97       1396.9
621520   567682   346683   36       1.3486279744e+02     6.7484850796e+01     49.96       1401.7
623920   569852   347997   28       1.3486279744e+02     6.7501780675e+01     49.95       1406.4
626321   572010   349242   24       1.3486279744e+02     6.7516697644e+01     49.94       1411.2
628701   574171   350520   40       1.3486279744e+02     6.7533901699e+01     49.92       1415.7
631105   576332   351820   38       1.3486279744e+02     6.7549323450e+01     49.91       1420.6
633486   578497   353091   26       1.3486279744e+02     6.7566247473e+01     49.90       1425.6
635925   580664   354376   38       1.3486279744e+02     6.7583673682e+01     49.89       1429.4
638331   582833   355638   59       1.3486279744e+02     6.7590537961e+01     49.88       1434.5
640691   584991   356842   44       1.3486279744e+02     6.7605976983e+01     49.87       1439.8
643064   587153   358135   24       1.3486279744e+02     6.7630171752e+01     49.85       1443.8
645352   589260   359473   24       1.3486279744e+02     6.7647714291e+01     49.84       1449.9
647742   591421   360729   41       1.3486279744e+02     6.7656835661e+01     49.83       1454.1
650120   593576   362005   58       1.3486279744e+02     6.7679221598e+01     49.82       1458.3
652513   595733   363248   52       1.3486279744e+02     6.7695026764e+01     49.80       1462.9
654907   597898   364552   54       1.3486279744e+02     6.7711046041e+01     49.79       1467.3
657274   600060   365809   45       1.3486279744e+02     6.7725661852e+01     49.78       1472.1
659661   602227   367118   69       1.3486279744e+02     6.7740650057e+01     49.77       1475.0
662037   604392   368386   54       1.3486279744e+02     6.7751634637e+01     49.76       1479.9
664426   606556   369677   40       1.3486279744e+02     6.7771398530e+01     49.75       1484.3
666803   608717   371036   25       1.3486279744e+02     6.7789919541e+01     49.73       1487.3
669203   610886   372284   36       1.3486279744e+02     6.7806001250e+01     49.72       1492.1
671575   613041   373542   44       1.3486279744e+02     6.7812728646e+01     49.72       1496.7
673933   615209   374852   36       1.3486279744e+02     6.7833632860e+01     49.70       1500.8
676301   617375   376092   53       1.3486279744e+02     6.7853294247e+01     49.69       1506.6
678681   619527   377350   30       1.3486279744e+02     6.7862861303e+01     49.68       1510.9
681049   621686   378620   35       1.3486279744e+02     6.7876297207e+01     49.67       1515.5
683433   623847   379912   46       1.3486279744e+02     6.7892458364e+01     49.66       1519.9
685805   626014   381236   44       1.3486279744e+02     6.7910858614e+01     49.64       1523.9
688117   628123   382454   30       1.3486279744e+02     6.7923293489e+01     49.64       1528.7
690529   630285   383652   44       1.3486279744e+02     6.7939199075e+01     49.62       1533.2
692910   632451   384931   48       1.3486279744e+02     6.7954462742e+01     49.61       1538.2
695306   634611   386157   47       1.3486279744e+02     6.7968943367e+01     49.60       1541.9
697699   636773   387386   20       1.3486279744e+02     6.7976235302e+01     49.60       1545.6
700073   638925   388604   36       1.3486279744e+02     6.7997516297e+01     49.58       1551.1
702475   641089   389884   28       1.3486279744e+02     6.8011430172e+01     49.57       1554.8
704901   643255   391072   38       1.3486279744e+02     6.8027384274e+01     49.56       1560.2
707294   645423   392345   50       1.3486279744e+02     6.8041971488e+01     49.55       1565.8
709642   647591   393591   42       1.3486279744e+02     6.8059457813e+01     49.53       1569.5
712022   649752   394841   43       1.3486279744e+02     6.8071908650e+01     49.53       1573.6
