
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 2200            
  Cones                  : 0               
  Scalar variables       : 465             
  Matrix variables       : 0               
  Integer variables      : 421             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 0.06
Presolved problem: 464 variables, 1135 constraints, 4090 non-zeros
Presolved problem: 0 general integer, 421 binary, 43 continuous
Clique table size: 42
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
53310    52768    30755    40       NA                   1.5238332952e+02     NA          23.3  
55075    54513    31746    44       NA                   1.5238455185e+02     NA          23.9  
56703    56124    32660    26       NA                   1.5238939810e+02     NA          24.5  
58443    57840    33638    16       NA                   1.5239186868e+02     NA          25.2  
60184    59550    34569    28       NA                   1.5239266991e+02     NA          25.9  
61916    61262    35539    39       NA                   1.5239643487e+02     NA          26.5  
63678    63008    36503    32       NA                   1.5239946769e+02     NA          27.1  
65430    64734    37431    44       NA                   1.5240045701e+02     NA          27.8  
67185    66467    38432    39       NA                   1.5240427734e+02     NA          28.5  
68915    68189    39376    14       NA                   1.5240822822e+02     NA          29.1  
70656    69909    40355    25       NA                   1.5241077430e+02     NA          29.6  
72364    71605    41315    34       NA                   1.5241314905e+02     NA          30.3  
74115    73339    42300    27       NA                   1.5241395210e+02     NA          30.8  
75908    75111    43255    27       NA                   1.5241734739e+02     NA          31.4  
77697    76864    44248    39       NA                   1.5241919901e+02     NA          32.1  
79499    78645    45232    33       NA                   1.5242257739e+02     NA          32.8  
81281    80411    46208    30       NA                   1.5242380139e+02     NA          33.4  
83045    82147    47158    33       NA                   1.5242677632e+02     NA          34.0  
84703    83783    48044    25       NA                   1.5242853401e+02     NA          34.6  
86462    85519    49035    28       NA                   1.5242922664e+02     NA          35.2  
88234    87277    50007    34       NA                   1.5243109510e+02     NA          35.9  
90032    89057    50961    61       NA                   1.5243241016e+02     NA          36.6  
91852    90856    51991    39       NA                   1.5243640435e+02     NA          37.3  
93639    92615    53010    22       NA                   1.5243821246e+02     NA          37.9  
95456    94413    53971    26       NA                   1.5243913560e+02     NA          38.5  
97221    96160    54944    29       NA                   1.5243945385e+02     NA          39.1  
98982    97898    55893    17       NA                   1.5244291641e+02     NA          40.0  
100757   99650    56850    28       NA                   1.5244403432e+02     NA          40.7  
102580   101452   57815    43       NA                   1.5244601943e+02     NA          41.4  
104348   103203   58791    49       NA                   1.5244799722e+02     NA          42.1  
106141   104978   59728    61       NA                   1.5245004175e+02     NA          43.0  
107892   106712   60695    42       NA                   1.5245128423e+02     NA          43.7  
109650   108451   61663    32       NA                   1.5245226398e+02     NA          44.7  
111439   110214   62632    36       NA                   1.5245399455e+02     NA          45.6  
113154   111903   63533    46       NA                   1.5245553373e+02     NA          46.3  
114960   113688   64495    27       NA                   1.5245656301e+02     NA          46.9  
116729   115444   65452    37       NA                   1.5245934979e+02     NA          47.6  
118487   117176   66428    22       NA                   1.5246067016e+02     NA          48.2  
120245   118911   67394    27       NA                   1.5246246871e+02     NA          48.9  
122034   120675   68367    35       NA                   1.5246370892e+02     NA          49.7  
123813   122431   69306    42       NA                   1.5246443905e+02     NA          50.4  
125586   124184   70253    20       NA                   1.5246582384e+02     NA          51.0  
127365   125941   71194    30       NA                   1.5246749791e+02     NA          51.6  
129161   127718   72216    13       NA                   1.5246796018e+02     NA          52.5  
130932   129470   73189    30       NA                   1.5247038053e+02     NA          53.2  
132721   131228   74162    27       NA                   1.5247146112e+02     NA          53.9  
134500   132982   75125    38       NA                   1.5247251859e+02     NA          54.7  
136295   134761   76092    25       NA                   1.5247333734e+02     NA          55.5  
138134   136571   77069    19       NA                   1.5247550521e+02     NA          56.3  
139896   138318   78019    22       NA                   1.5247650641e+02     NA          57.2  
141699   140097   78978    36       NA                   1.5247714858e+02     NA          58.0  
143424   141796   79879    24       NA                   1.5247807579e+02     NA          58.7  
145240   143585   80809    42       NA                   1.5247903682e+02     NA          59.3  
147084   145405   81719    41       NA                   1.5248067622e+02     NA          60.0  
148865   147169   82684    36       NA                   1.5248212889e+02     NA          60.6  
150670   148952   83623    57       NA                   1.5248364565e+02     NA          61.3  
152495   150748   84576    16       NA                   1.5248470404e+02     NA          62.0  
154280   152516   85551    22       NA                   1.5248568296e+02     NA          62.6  
156093   154300   86524    22       NA                   1.5248697267e+02     NA          63.1  
157925   156110   87466    20       NA                   1.5248806295e+02     NA          63.7  
159720   157880   88413    20       NA                   1.5248866521e+02     NA          64.3  
161540   159676   89399    35       NA                   1.5249014729e+02     NA          65.1  
163353   161456   90320    26       NA                   1.5249088865e+02     NA          65.7  
165150   163231   91289    24       NA                   1.5249134653e+02     NA          66.5  
166953   165008   92256    32       NA                   1.5249340895e+02     NA          67.1  
168764   166791   93225    32       NA                   1.5249427644e+02     NA          67.9  
170607   168604   94218    40       NA                   1.5249535509e+02     NA          68.7  
172314   170282   95107    13       NA                   1.5249584222e+02     NA          69.3  
174102   172032   96095    24       NA                   1.5249756264e+02     NA          69.9  
175922   173834   97095    31       NA                   1.5249863858e+02     NA          70.8  
177700   175594   98069    41       NA                   1.5249912651e+02     NA          71.5  
179496   177375   99029    28       NA                   1.5250065046e+02     NA          72.2  
181292   179154   99971    35       NA                   1.5250129913e+02     NA          72.9  
183070   180915   100935   18       NA                   1.5250184775e+02     NA          73.6  
184866   182692   101855   41       NA                   1.5250225347e+02     NA          74.3  
186708   184514   102803   41       NA                   1.5250378236e+02     NA          75.0  
188504   186296   103747   17       NA                   1.5250418960e+02     NA          75.7  
190317   188084   104712   36       1.5674269857e+02     1.5250518556e+02     2.70        76.4  
An optimal solution satisfying the relative gap tolerance of 3.50e+00(%) has been located.
The relative gap is 2.70e+00(%).

Objective of best integer solution : 1.567426985688e+02      
Best objective bound               : 1.525051855557e+02      
Construct solution objective       : Not employed
Construct solution # roundings     : 0
User objective cut value           : 0
Number of cuts generated           : 49
  Number of Gomory cuts            : 20
  Number of CMIR cuts              : 29
Number of branches                 : 190317
Number of relaxations solved       : 188084
Number of interior point iterations: 18
Number of simplex iterations       : 4015745
Time spend presolving the root     : 0.06
Time spend in the heuristic        : 0.00
Time spend in the sub optimizers   : 0.00
  Time spend optimizing the root   : 0.12
Mixed integer optimizer terminated. Time: 77.88

Optimizer terminated. Time: 77.96   

Integer solution solution summary
  Problem status  : PRIMAL_FEASIBLE
  Solution status : INTEGER_OPTIMAL
  Primal.  obj: 1.5674269857e+02    nrm: 1e+04    Viol.  con: 0e+00    var: 0e+00    itg: 0e+00  
Optimizer summary
  Optimizer                 -                        time: 77.96   
    Interior-point          - iterations : 0         time: 0.00    
      Basis identification  -                        time: 0.00    
        Primal              - iterations : 0         time: 0.00    
        Dual                - iterations : 0         time: 0.00    
        Clean primal        - iterations : 0         time: 0.00    
        Clean dual          - iterations : 0         time: 0.00    
    Simplex                 -                        time: 0.00    
      Primal simplex        - iterations : 0         time: 0.00    
      Dual simplex          - iterations : 0         time: 0.00    
    Mixed integer           - relaxations: 188084    time: 77.88   

