
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #14 (nearly) zero elements are specified in sparse col '' (16) of matrix 'A'.
MOSEK warning 710: #6 (nearly) zero elements are specified in sparse col '' (17) of matrix 'A'.
MOSEK warning 710: #7 (nearly) zero elements are specified in sparse col '' (18) of matrix 'A'.
MOSEK warning 710: #2 (nearly) zero elements are specified in sparse col '' (19) of matrix 'A'.
MOSEK warning 710: #11 (nearly) zero elements are specified in sparse col '' (20) of matrix 'A'.
MOSEK warning 710: #10 (nearly) zero elements are specified in sparse col '' (21) of matrix 'A'.
MOSEK warning 710: #9 (nearly) zero elements are specified in sparse col '' (22) of matrix 'A'.
MOSEK warning 710: #8 (nearly) zero elements are specified in sparse col '' (23) of matrix 'A'.
MOSEK warning 710: #2 (nearly) zero elements are specified in sparse col '' (24) of matrix 'A'.
MOSEK warning 710: #6 (nearly) zero elements are specified in sparse col '' (25) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 822             
  Cones                  : 1               
  Scalar variables       : 515             
  Matrix variables       : 0               
  Integer variables      : 256             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 2.65
Presolved problem: 507 variables, 309 constraints, 6902 non-zeros
Presolved problem: 0 general integer, 249 binary, 258 continuous
Clique table size: 221
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
95161    87626    57598    42       1.2765196263e+02     5.9195868100e+01     53.63       208.1 
97549    89799    58988    31       1.2765196263e+02     5.9263181276e+01     53.57       213.2 
99921    91984    60386    36       1.2765196263e+02     5.9344334039e+01     53.51       217.4 
102296   94167    61779    34       1.2765196263e+02     5.9405524873e+01     53.46       221.7 
104728   96351    63193    28       1.2765196263e+02     5.9463852542e+01     53.42       227.4 
107116   98535    64625    32       1.2765196263e+02     5.9548761325e+01     53.35       230.8 
109532   100714   66043    31       1.2765196263e+02     5.9611362633e+01     53.30       234.7 
111909   102895   67478    22       1.2765196263e+02     5.9670876926e+01     53.26       240.1 
114323   105081   68876    26       1.2765196263e+02     5.9729071813e+01     53.21       243.5 
116724   107270   70259    33       1.2765196263e+02     5.9781103091e+01     53.17       248.5 
119057   109388   71600    63       1.2765196263e+02     5.9818741353e+01     53.14       252.6 
121461   111565   72978    52       1.2765196263e+02     5.9894759092e+01     53.08       256.7 
123860   113756   74429    46       1.2765196263e+02     5.9988478071e+01     53.01       261.8 
126251   115938   75828    62       1.2765196263e+02     6.0032096887e+01     52.97       266.3 
128694   118119   77187    15       1.2765196263e+02     6.0108708061e+01     52.91       270.5 
131103   120297   78526    23       1.2765196263e+02     6.0159227247e+01     52.87       275.5 
133515   122484   79946    32       1.2765196263e+02     6.0227398683e+01     52.82       279.4 
135899   124670   81342    34       1.2765196263e+02     6.0272873257e+01     52.78       284.0 
138273   126853   82730    41       1.2765196263e+02     6.0342864511e+01     52.73       288.3 
140658   129035   84115    48       1.2765196263e+02     6.0418934169e+01     52.67       292.4 
143050   131213   85493    49       1.2765196263e+02     6.0473703286e+01     52.63       297.6 
145451   133393   86848    41       1.2765196263e+02     6.0550405379e+01     52.57       302.6 
147812   135563   88185    59       1.2765196263e+02     6.0570480799e+01     52.55       307.5 
150174   137734   89569    37       1.2765196263e+02     6.0652405879e+01     52.49       311.2 
152547   139906   90958    26       1.2765196263e+02     6.0718072284e+01     52.43       314.9 
154972   142096   92355    31       1.2765196263e+02     6.0766406802e+01     52.40       320.2 
157402   144279   93727    31       1.2765196263e+02     6.0841507596e+01     52.34       323.8 
159718   146400   95125    19       1.2765196263e+02     6.0889519643e+01     52.30       328.3 
162116   148580   96471    12       1.2765196263e+02     6.0966153957e+01     52.24       332.9 
164533   150753   97878    40       1.2765196263e+02     6.1032755676e+01     52.19       337.3 
166952   152937   99291    26       1.2765196263e+02     6.1086598029e+01     52.15       341.8 
169380   155123   100699   37       1.2765196263e+02     6.1133013849e+01     52.11       345.6 
171795   157297   102044   24       1.2765196263e+02     6.1207516300e+01     52.05       350.8 
174179   159483   103486   36       1.2765196263e+02     6.1262098798e+01     52.01       356.0 
176571   161665   104860   32       1.2765196263e+02     6.1332314658e+01     51.95       359.0 
178999   163846   106224   37       1.2765196263e+02     6.1398073412e+01     51.90       364.0 
181374   166030   107671   22       1.2765196263e+02     6.1443846275e+01     51.87       367.9 
183758   168213   109079   38       1.2765196263e+02     6.1506839229e+01     51.82       371.6 
186164   170390   110463   50       1.2765196263e+02     6.1555020499e+01     51.78       376.5 
188550   172573   111877   52       1.2765196263e+02     6.1624972344e+01     51.72       379.9 
190930   174757   113385   52       1.2765196263e+02     6.1675583999e+01     51.68       384.8 
193311   176935   114746   18       1.2765196263e+02     6.1732014782e+01     51.64       389.1 
195719   179106   116134   35       1.2765196263e+02     6.1780183174e+01     51.60       394.0 
198104   181287   117497   35       1.2765196263e+02     6.1829872863e+01     51.56       398.8 
200471   183412   118836   49       1.2765196263e+02     6.1892034827e+01     51.52       402.1 
202890   185595   120249   41       1.2765196263e+02     6.1920536200e+01     51.49       406.9 
205240   187765   121669   44       1.2765196263e+02     6.2004410496e+01     51.43       411.1 
207601   189940   123060   16       1.2765196263e+02     6.2040203533e+01     51.40       414.5 
209972   192127   124509   45       1.2765196263e+02     6.2107711397e+01     51.35       418.9 
212372   194301   125909   43       1.2765196263e+02     6.2160343492e+01     51.30       423.1 
214753   196471   127296   56       1.2765196263e+02     6.2225402582e+01     51.25       426.5 
217136   198654   128679   44       1.2765196263e+02     6.2280915386e+01     51.21       431.0 
219510   200834   130065   15       1.2765196263e+02     6.2309879795e+01     51.19       434.8 
221865   203010   131466   39       1.2765196263e+02     6.2392041412e+01     51.12       438.5 
224245   205183   132848   34       1.2765196263e+02     6.2443696750e+01     51.08       442.9 
226623   207354   134230   25       1.2765196263e+02     6.2492842299e+01     51.04       446.8 
228992   209524   135663   23       1.2765196263e+02     6.2553738311e+01     51.00       450.6 
231392   211689   137015   32       1.2765196263e+02     6.2606024954e+01     50.96       454.9 
233770   213851   138331   55       1.2765196263e+02     6.2651856320e+01     50.92       458.4 
236122   216028   139717   45       1.2765196263e+02     6.2706532811e+01     50.88       462.2 
238496   218205   141095   44       1.2765196263e+02     6.2746033995e+01     50.85       466.4 
240884   220374   142451   32       1.2765196263e+02     6.2825734427e+01     50.78       470.1 
243189   222485   143832   43       1.2765196263e+02     6.2872436724e+01     50.75       474.5 
245544   224657   145189   48       1.2765196263e+02     6.2915822924e+01     50.71       478.3 
247904   226830   146519   46       1.2765196263e+02     6.2958994621e+01     50.68       481.3 
250292   229004   147887   57       1.2765196263e+02     6.3012359278e+01     50.64       485.5 
252657   231182   149298   35       1.2765196263e+02     6.3073519302e+01     50.59       489.9 
255037   233355   150666   35       1.2765196263e+02     6.3093393217e+01     50.57       493.5 
257393   235525   152048   63       1.2765196263e+02     6.3145106073e+01     50.53       498.2 
259768   237694   153397   53       1.2765196263e+02     6.3212083137e+01     50.48       503.4 
262122   239862   154773   54       1.2765196263e+02     6.3267564318e+01     50.44       507.7 
264483   242036   156128   42       1.2765196263e+02     6.3312815272e+01     50.40       511.6 
266861   244205   157544   44       1.2765196263e+02     6.3369494694e+01     50.36       514.3 
269241   246374   158890   27       1.2765196263e+02     6.3411191170e+01     50.32       518.5 
271619   248554   160308   26       1.2765196263e+02     6.3462740593e+01     50.28       523.0 
273983   250724   161680   63       1.2765196263e+02     6.3483854179e+01     50.27       526.1 
276362   252892   163061   24       1.2765196263e+02     6.3533757285e+01     50.23       530.0 
278746   255065   164447   27       1.2765196263e+02     6.3593100681e+01     50.18       534.2 
281053   257176   165788   26       1.2765196263e+02     6.3648989333e+01     50.14       537.7 
283411   259345   167210   26       1.2765196263e+02     6.3686581911e+01     50.11       541.5 
285778   261521   168615   31       1.2765196263e+02     6.3732916703e+01     50.07       545.7 
288145   263690   169936   22       1.2765196263e+02     6.3777161454e+01     50.04       549.0 
290525   265860   171276   23       1.2765196263e+02     6.3831502029e+01     50.00       552.2 
292899   268036   172620   40       1.2765196263e+02     6.3834282076e+01     49.99       556.6 
295277   270201   173986   33       1.2765196263e+02     6.3905465697e+01     49.94       560.7 
297646   272364   175349   71       1.2765196263e+02     6.3945148146e+01     49.91       565.5 
299994   274530   176739   47       1.2765196263e+02     6.3980241156e+01     49.88       569.4 
302387   276698   178084   35       1.2765196263e+02     6.4018967280e+01     49.85       572.7 
304762   278864   179457   30       1.2765196263e+02     6.4059843558e+01     49.82       577.0 
307142   281030   180823   44       1.2765196263e+02     6.4097944572e+01     49.79       580.9 
309511   283210   182256   39       1.2765196263e+02     6.4147970629e+01     49.75       583.8 
311909   285373   183560   42       1.2765196263e+02     6.4188772208e+01     49.72       588.1 
314262   287538   184923   28       1.2765196263e+02     6.4201903665e+01     49.71       592.1 
316646   289703   186265   69       1.2765196263e+02     6.4256812233e+01     49.66       595.2 
318985   291801   187542   29       1.2760105265e+02     6.4280454612e+01     49.62       599.3 
321354   293969   188911   34       1.2760105265e+02     6.4329408046e+01     49.59       603.4 
323738   296139   190273   26       1.2760105265e+02     6.4366860699e+01     49.56       606.6 
326096   298304   191603   18       1.2760105265e+02     6.4401478742e+01     49.53       610.3 
328482   300471   192927   32       1.2760105265e+02     6.4445965383e+01     49.49       614.6 
330850   302638   194285   45       1.2760105265e+02     6.4483728826e+01     49.46       618.0 
333225   304802   195668   21       1.2760105265e+02     6.4517759223e+01     49.44       622.6 
335562   306971   197015   29       1.2760105265e+02     6.4552912599e+01     49.41       627.4 
337933   309134   198318   47       1.2760105265e+02     6.4577044455e+01     49.39       630.9 
340311   311301   199636   28       1.2760105265e+02     6.4621300809e+01     49.36       634.8 
342679   313465   200950   37       1.2760105265e+02     6.4650948486e+01     49.33       639.4 
345047   315624   202290   59       1.2760105265e+02     6.4677626344e+01     49.31       642.7 
347389   317781   203564   45       1.2760105265e+02     6.4715145016e+01     49.28       647.1 
349756   319948   204909   39       1.2760105265e+02     6.4744380154e+01     49.26       651.3 
352153   322107   206224   25       1.2760105265e+02     6.4776499710e+01     49.24       654.7 
354476   324267   207575   19       1.2760105265e+02     6.4800121571e+01     49.22       658.8 
356838   326428   208929   28       1.2760105265e+02     6.4835424735e+01     49.19       663.5 
359158   328538   210175   34       1.2760105265e+02     6.4859632640e+01     49.17       666.9 
361516   330708   211481   35       1.2760105265e+02     6.4895765096e+01     49.14       671.3 
363899   332874   212816   36       1.2760105265e+02     6.4924324804e+01     49.12       675.6 
366227   335039   214188   40       1.2760105265e+02     6.4954909399e+01     49.10       679.3 
368577   337201   215536   34       1.2760105265e+02     6.4979286124e+01     49.08       683.6 
370926   339362   216839   41       1.2760105265e+02     6.5019364855e+01     49.04       687.6 
373287   341528   218144   32       1.2760105265e+02     6.5044125685e+01     49.03       691.1 
375611   343700   219446   37       1.2760105265e+02     6.5071517736e+01     49.00       695.7 
377944   345861   220751   49       1.2760105265e+02     6.5093954583e+01     48.99       700.0 
380308   348036   222117   36       1.2760105265e+02     6.5121811608e+01     48.96       704.5 
382650   350196   223405   41       1.2760105265e+02     6.5162831163e+01     48.93       708.9 
384992   352354   224755   36       1.2760105265e+02     6.5194232880e+01     48.91       712.8 
387338   354518   226123   36       1.2760105265e+02     6.5214264258e+01     48.89       716.6 
389695   356680   227428   39       1.2760105265e+02     6.5247931149e+01     48.87       721.0 
392063   358845   228760   48       1.2760105265e+02     6.5281588563e+01     48.84       724.8 
394443   361003   230114   40       1.2760105265e+02     6.5307236595e+01     48.82       728.6 
396789   363163   231438   29       1.2760105265e+02     6.5328148995e+01     48.80       733.2 
399077   365265   232808   48       1.2760105265e+02     6.5352965228e+01     48.78       737.4 
401433   367416   234106   44       1.2760105265e+02     6.5370154099e+01     48.77       741.5 
403782   369579   235425   65       1.2760105265e+02     6.5400683299e+01     48.75       746.5 
406112   371747   236783   18       1.2760105265e+02     6.5425109719e+01     48.73       751.2 
408449   373906   238102   22       1.2760105265e+02     6.5458710382e+01     48.70       755.7 
410797   376063   239404   40       1.2760105265e+02     6.5473935918e+01     48.69       759.1 
413172   378228   240787   34       1.2760105265e+02     6.5505936167e+01     48.66       763.8 
415543   380395   242150   39       1.2760105265e+02     6.5538034419e+01     48.64       768.5 
417906   382558   243499   43       1.2760105265e+02     6.5561265090e+01     48.62       771.8 
420229   384717   244812   70       1.2760105265e+02     6.5561312308e+01     48.62       775.8 
422570   386874   246153   42       1.2760105265e+02     6.5605647443e+01     48.59       780.0 
424931   389031   247478   30       1.2760105265e+02     6.5632815372e+01     48.56       783.4 
427281   391191   248762   44       1.2760105265e+02     6.5659708397e+01     48.54       788.6 
429632   393347   250113   33       1.2760105265e+02     6.5677627192e+01     48.53       792.7 
432002   395512   251411   41       1.2760105265e+02     6.5706581318e+01     48.51       796.1 
434380   397675   252713   41       1.2760105265e+02     6.5727504328e+01     48.49       800.5 
436743   399839   254068   19       1.2760105265e+02     6.5753933258e+01     48.47       804.2 
439048   401943   255351   53       1.2760105265e+02     6.5774724566e+01     48.45       807.6 
441380   404107   256717   35       1.2760105265e+02     6.5797520434e+01     48.43       812.3 
443731   406268   258078   50       1.2760105265e+02     6.5813432295e+01     48.42       816.8 
446075   408422   259392   31       1.2760105265e+02     6.5841593954e+01     48.40       820.3 
448409   410587   260718   52       1.2760105265e+02     6.5861353317e+01     48.38       825.3 
450775   412756   261976   40       1.2760105265e+02     6.5887087636e+01     48.36       829.6 
453130   414920   263353   41       1.2760105265e+02     6.5891085627e+01     48.36       833.0 
455486   417079   264631   31       1.2760105265e+02     6.5922104104e+01     48.34       837.5 
457843   419237   265920   38       1.2760105265e+02     6.5948957122e+01     48.32       841.5 
460196   421408   267241   32       1.2760105265e+02     6.5967132675e+01     48.30       844.7 
462575   423568   268568   45       1.2760105265e+02     6.5988251225e+01     48.29       849.0 
464952   425731   269899   28       1.2760105265e+02     6.6003808524e+01     48.27       853.7 
467326   427887   271201   37       1.2760105265e+02     6.6021525240e+01     48.26       857.2 
469669   430047   272492   35       1.2760105265e+02     6.6050534686e+01     48.24       861.5 
472036   432213   273831   25       1.2760105265e+02     6.6075261325e+01     48.22       864.9 
474429   434372   275144   52       1.2760105265e+02     6.6091709530e+01     48.20       868.9 
476766   436538   276515   30       1.2760105265e+02     6.6115793008e+01     48.19       873.7 
479114   438695   277835   52       1.2760105265e+02     6.6133999904e+01     48.17       877.3 
481414   440805   279149   44       1.2760105265e+02     6.6151115562e+01     48.16       881.0 
483790   442968   280445   31       1.2760105265e+02     6.6167621116e+01     48.14       887.0 
486132   445124   281773   39       1.2760105265e+02     6.6178900618e+01     48.14       890.1 
488479   447282   283068   29       1.2760105265e+02     6.6207367584e+01     48.11       894.3 
490838   449448   284427   51       1.2760105265e+02     6.6227491448e+01     48.10       898.1 
493181   451609   285722   46       1.2757409460e+02     6.6242960308e+01     48.07       902.4 
495545   453775   286980   26       1.2757409460e+02     6.6266861903e+01     48.06       907.0 
497897   455942   288344   50       1.2757409460e+02     6.6285436416e+01     48.04       910.6 
500267   458106   289638   42       1.2757409460e+02     6.6295142030e+01     48.03       914.9 
502596   460257   290911   62       1.2757409460e+02     6.6318314691e+01     48.02       919.4 
504953   462420   292258   56       1.2757409460e+02     6.6339067574e+01     48.00       922.5 
507324   464579   293561   31       1.2757409460e+02     6.6353766435e+01     47.99       927.5 
509686   466747   294813   34       1.2757409460e+02     6.6370729713e+01     47.97       931.7 
512055   468913   296144   56       1.2757409460e+02     6.6376664631e+01     47.97       934.8 
514444   471082   297467   25       1.2757409460e+02     6.6406689645e+01     47.95       938.9 
516808   473237   298723   26       1.2757409460e+02     6.6429401311e+01     47.93       943.0 
519074   475332   300037   27       1.2757409460e+02     6.6444442962e+01     47.92       946.4 
521424   477497   301371   54       1.2757409460e+02     6.6463207221e+01     47.90       950.7 
523791   479659   302716   33       1.2757409460e+02     6.6487000810e+01     47.88       954.6 
526140   481820   303999   37       1.2757409460e+02     6.6498787758e+01     47.87       957.4 
528489   483982   305292   50       1.2757409460e+02     6.6519612804e+01     47.86       961.4 
530874   486147   306571   46       1.2757409460e+02     6.6536479151e+01     47.84       965.5 
533208   488301   307887   51       1.2757409460e+02     6.6545231385e+01     47.84       968.5 
535563   490471   309184   21       1.2757409460e+02     6.6569949663e+01     47.82       972.5 
537920   492634   310547   31       1.2757409460e+02     6.6586464436e+01     47.81       976.4 
540265   494789   311852   33       1.2757409460e+02     6.6604422280e+01     47.79       979.7 
542585   496949   313130   36       1.2757409460e+02     6.6618577610e+01     47.78       984.0 
544947   499115   314488   46       1.2757409460e+02     6.6635522151e+01     47.77       987.9 
547299   501277   315802   40       1.2757409460e+02     6.6642933715e+01     47.76       991.2 
549672   503434   317079   62       1.2757409460e+02     6.6668792518e+01     47.74       994.8 
552038   505594   318377   38       1.2757409460e+02     6.6687221327e+01     47.73       999.2 
554405   507749   319676   27       1.2757409460e+02     6.6702276410e+01     47.71       1002.9
556677   509838   320952   35       1.2757409460e+02     6.6721361473e+01     47.70       1007.3
559032   511993   322249   31       1.2757409460e+02     6.6737140424e+01     47.69       1011.4
561356   514154   323563   37       1.2757409460e+02     6.6750587378e+01     47.68       1014.6
563697   516307   324886   45       1.2757409460e+02     6.6768111490e+01     47.66       1018.7
566043   518468   326240   51       1.2757409460e+02     6.6784968337e+01     47.65       1022.7
568396   520633   327581   31       1.2757409460e+02     6.6800798850e+01     47.64       1025.9
570723   522789   328920   42       1.2757409460e+02     6.6816138431e+01     47.63       1031.4
573051   524937   330198   30       1.2757409460e+02     6.6831343866e+01     47.61       1034.7
575386   527098   331517   28       1.2757409460e+02     6.6846594247e+01     47.60       1039.0
577736   529260   332847   47       1.2757409460e+02     6.6862239176e+01     47.59       1043.4
580094   531421   334147   46       1.2757409460e+02     6.6869976078e+01     47.58       1047.0
582447   533575   335426   53       1.2757409460e+02     6.6894567833e+01     47.56       1050.7
584778   535728   336749   58       1.2757409460e+02     6.6908419410e+01     47.55       1055.3
587108   537885   338123   60       1.2757409460e+02     6.6924498086e+01     47.54       1058.7
589447   540037   339430   43       1.2757409460e+02     6.6936348990e+01     47.53       1061.4
591781   542191   340706   30       1.2757409460e+02     6.6953617911e+01     47.52       1066.3
594123   544344   342016   23       1.2757409460e+02     6.6970994703e+01     47.50       1070.2
596398   546448   343319   44       1.2757409460e+02     6.6985985472e+01     47.49       1074.1
598738   548605   344561   58       1.2757409460e+02     6.7005480494e+01     47.48       1078.2
601067   550758   345826   34       1.2757409460e+02     6.7018833373e+01     47.47       1081.8
603392   552913   347159   28       1.2757409460e+02     6.7023158861e+01     47.46       1085.3
605778   555073   348487   48       1.2757409460e+02     6.7044760173e+01     47.45       1090.0
608153   557231   349728   42       1.2757409460e+02     6.7054359208e+01     47.44       1093.5
610543   559395   351080   23       1.2757409460e+02     6.7077636937e+01     47.42       1097.6
612901   561557   352434   44       1.2757409460e+02     6.7094785429e+01     47.41       1102.8
615222   563707   353671   31       1.2757409460e+02     6.7110209412e+01     47.40       1106.1
617563   565865   354964   45       1.2757409460e+02     6.7122879159e+01     47.39       1111.5
619911   568024   356232   31       1.2757409460e+02     6.7134908871e+01     47.38       1115.2
622246   570187   357593   27       1.2757409460e+02     6.7150390221e+01     47.36       1121.3
624572   572344   358889   55       1.2757409460e+02     6.7167150258e+01     47.35       1125.9
626913   574495   360192   39       1.2757409460e+02     6.7176760971e+01     47.34       1131.3
629255   576652   361490   42       1.2757409460e+02     6.7191989326e+01     47.33       1136.5
631575   578812   362794   54       1.2757409460e+02     6.7207087173e+01     47.32       1141.4
633910   580965   364079   33       1.2757409460e+02     6.7220274540e+01     47.31       1146.8
636153   583055   365350   34       1.2757409460e+02     6.7234292909e+01     47.30       1149.9
638523   585212   366644   38       1.2757409460e+02     6.7248937551e+01     47.29       1154.2
640854   587362   367923   33       1.2757409460e+02     6.7260450156e+01     47.28       1158.6
643196   589515   369205   24       1.2757409460e+02     6.7278827760e+01     47.26       1163.3
645518   591671   370481   20       1.2757409460e+02     6.7290609446e+01     47.25       1169.9
647854   593821   371761   46       1.2757409460e+02     6.7302326620e+01     47.24       1173.4
650191   595966   373046   37       1.2757409460e+02     6.7315908509e+01     47.23       1178.9
652513   598115   374316   37       1.2757409460e+02     6.7327654576e+01     47.22       1182.5
654834   600272   375569   41       1.2757409460e+02     6.7340425722e+01     47.21       1185.6
657183   602425   376876   14       1.2757409460e+02     6.7354243997e+01     47.20       1190.9
659517   604589   378210   26       1.2757409460e+02     6.7366797104e+01     47.19       1195.5
661829   606742   379508   28       1.2757409460e+02     6.7380078574e+01     47.18       1199.8
664166   608897   380761   61       1.2757409460e+02     6.7394214300e+01     47.17       1205.5
666513   611056   382010   51       1.2757409460e+02     6.7408770552e+01     47.16       1209.5
668834   613208   383343   50       1.2757409460e+02     6.7422027975e+01     47.15       1213.7
671152   615362   384629   27       1.2757409460e+02     6.7437556124e+01     47.14       1217.6
673485   617522   385950   22       1.2757409460e+02     6.7452256499e+01     47.13       1220.5
675740   619609   387179   36       1.2757409460e+02     6.7466082626e+01     47.12       1225.3
678066   621766   388473   31       1.2757409460e+02     6.7479638686e+01     47.11       1229.4
680419   623914   389752   47       1.2757409460e+02     6.7494736205e+01     47.09       1232.7
682776   626066   391015   40       1.2757409460e+02     6.7507826676e+01     47.08       1237.3
685130   628221   392319   30       1.2757409460e+02     6.7516557123e+01     47.08       1241.4
687454   630383   393629   29       1.2757409460e+02     6.7534466216e+01     47.06       1244.4
689796   632535   394911   36       1.2757409460e+02     6.7546376197e+01     47.05       1248.6
692101   634688   396196   36       1.2757409460e+02     6.7559568360e+01     47.04       1253.2
694446   636841   397451   48       1.2757409460e+02     6.7568611331e+01     47.04       1257.4
696791   638989   398744   39       1.2757409460e+02     6.7585124502e+01     47.02       1261.8
699136   641146   400065   35       1.2757409460e+02     6.7598562133e+01     47.01       1265.7
701489   643298   401340   43       1.2757409460e+02     6.7610710205e+01     47.00       1271.1
703845   645448   402662   36       1.2757409460e+02     6.7621667736e+01     46.99       1275.3
