
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 3118            
  Cones                  : 0               
  Scalar variables       : 653             
  Matrix variables       : 0               
  Integer variables      : 601             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 0.91
Presolved problem: 652 variables, 1601 constraints, 5818 non-zeros
Presolved problem: 0 general integer, 601 binary, 51 continuous
Clique table size: 50
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
38974    38602    27073    44       NA                   2.2368223193e+02     NA          36.1  
40441    40062    28086    34       NA                   2.2368283864e+02     NA          37.2  
41963    41567    29096    18       NA                   2.2368979322e+02     NA          38.5  
43491    43077    30102    27       NA                   2.2368985292e+02     NA          39.8  
45021    44590    31114    18       NA                   2.2369149985e+02     NA          41.3  
46557    46113    32092    17       NA                   2.2369623622e+02     NA          42.8  
48045    47583    33120    32       NA                   2.2369662133e+02     NA          44.3  
49581    49096    34110    32       NA                   2.2370066824e+02     NA          45.7  
51112    50614    35137    22       NA                   2.2370389239e+02     NA          47.2  
52468    51957    36075    55       NA                   2.2370456063e+02     NA          48.8  
54019    53498    37084    27       NA                   2.2370745421e+02     NA          50.0  
55520    54980    38143    23       NA                   2.2371026833e+02     NA          51.5  
57049    56495    39134    45       NA                   2.2371026833e+02     NA          52.9  
58523    57960    40170    16       NA                   2.2371402173e+02     NA          54.3  
60044    59466    41237    27       NA                   2.2371517321e+02     NA          55.7  
61630    61037    42227    30       NA                   2.2371777115e+02     NA          57.0  
63092    62488    43291    33       NA                   2.2372049209e+02     NA          58.2  
64680    64051    44289    23       NA                   2.2372075062e+02     NA          59.5  
66220    65574    45307    28       NA                   2.2372313077e+02     NA          60.7  
67758    67102    46275    35       NA                   2.2372471083e+02     NA          62.3  
69266    68593    47277    11       NA                   2.2372471083e+02     NA          63.6  
70770    70083    48299    35       NA                   2.2372471083e+02     NA          64.9  
72316    71611    49291    26       NA                   2.2372760229e+02     NA          66.1  
73810    73096    50317    30       NA                   2.2372981986e+02     NA          67.2  
75357    74622    51300    46       NA                   2.2373171532e+02     NA          68.3  
76878    76136    52341    18       NA                   2.2373304050e+02     NA          69.5  
78270    77508    53275    30       NA                   2.2373352474e+02     NA          70.7  
79794    79021    54301    24       NA                   2.2373518724e+02     NA          71.8  
81330    80545    55317    26       NA                   2.2373734382e+02     NA          73.0  
82848    82042    56359    40       NA                   2.2373891125e+02     NA          74.1  
84366    83546    57361    70       NA                   2.2374128505e+02     NA          75.1  
85931    85091    58332    42       NA                   2.2374225627e+02     NA          76.7  
87492    86635    59317    24       NA                   2.2374298802e+02     NA          77.6  
89029    88147    60334    28       NA                   2.2374366890e+02     NA          78.7  
90585    89683    61296    46       NA                   2.2374498249e+02     NA          80.3  
92157    91229    62314    22       NA                   2.2374663029e+02     NA          82.0  
93671    92738    63344    41       NA                   2.2374898107e+02     NA          83.7  
95247    94301    64286    23       NA                   2.2374948133e+02     NA          85.3  
96810    95849    65285    19       NA                   2.2375114918e+02     NA          86.8  
98346    97372    66297    34       NA                   2.2375129724e+02     NA          88.5  
99890    98893    67331    41       NA                   2.2375303474e+02     NA          90.3  
101479   100471   68330    18       NA                   2.2375456838e+02     NA          91.9  
103001   101978   69390    54       NA                   2.2375561689e+02     NA          93.4  
104540   103509   70379    31       NA                   2.2375561689e+02     NA          95.0  
106094   105039   71419    24       NA                   2.2375651479e+02     NA          96.4  
107517   106447   72402    36       NA                   2.2375809418e+02     NA          97.7  
109101   108000   73424    20       NA                   2.2375995512e+02     NA          99.1  
110675   109561   74494    26       NA                   2.2376132452e+02     NA          100.7 
112287   111158   75502    28       NA                   2.2376177417e+02     NA          102.1 
113890   112752   76545    23       NA                   2.2376256288e+02     NA          103.6 
115472   114309   77581    63       NA                   2.2376360665e+02     NA          104.9 
117040   115856   78629    22       NA                   2.2376360665e+02     NA          106.4 
118601   117407   79630    29       NA                   2.2376618838e+02     NA          107.8 
120160   118948   80631    23       NA                   2.2376621154e+02     NA          109.2 
121690   120466   81653    29       NA                   2.2376626226e+02     NA          110.6 
123220   121973   82633    42       NA                   2.2376846262e+02     NA          112.1 
124742   123475   83633    18       NA                   2.2376870553e+02     NA          113.5 
126301   125016   84672    97       NA                   2.2376982908e+02     NA          114.7 
127890   126587   85705    38       NA                   2.2377168726e+02     NA          115.9 
129385   128064   86724    19       NA                   2.2377274633e+02     NA          117.0 
130906   129566   87751    33       NA                   2.2377330113e+02     NA          118.1 
132465   131102   88828    23       NA                   2.2377458096e+02     NA          119.2 
133894   132519   89769    22       NA                   2.2377490517e+02     NA          120.1 
135458   134071   90771    36       NA                   2.2377558810e+02     NA          121.1 
136989   135583   91770    34       NA                   2.2377558810e+02     NA          122.0 
138542   137126   92807    31       NA                   2.2377800990e+02     NA          122.9 
140111   138673   93822    60       NA                   2.2377881509e+02     NA          124.2 
141657   140191   94844    49       NA                   2.2377983698e+02     NA          125.7 
143188   141709   95889    32       NA                   2.2378008350e+02     NA          127.3 
144746   143251   96929    18       NA                   2.2378137237e+02     NA          128.7 
146225   144716   97978    35       NA                   2.2378152238e+02     NA          130.1 
147819   146281   98944    49       NA                   2.2378274846e+02     NA          131.7 
149353   147802   99958    34       NA                   2.2378371002e+02     NA          133.3 
150904   149335   100989   30       NA                   2.2378371002e+02     NA          135.1 
152477   150895   101970   18       NA                   2.2378482465e+02     NA          136.8 
154023   152431   103000   27       NA                   2.2378574930e+02     NA          138.1 
155603   154002   103992   30       NA                   2.2378701963e+02     NA          139.5 
157150   155537   105011   39       NA                   2.2378737941e+02     NA          140.8 
158731   157098   105990   46       NA                   2.2378787547e+02     NA          142.2 
160253   158611   107016   19       NA                   2.2378930917e+02     NA          143.6 
161706   160041   107939   40       NA                   2.2378946695e+02     NA          145.0 
163282   161599   108917   36       NA                   2.2378946695e+02     NA          146.1 
164869   163165   109918   44       NA                   2.2379094572e+02     NA          147.6 
166407   164684   110948   15       NA                   2.2379152751e+02     NA          149.1 
167964   166230   111957   89       NA                   2.2379178229e+02     NA          150.3 
169555   167805   112902   73       NA                   2.2379276255e+02     NA          151.7 
171045   169282   113934   47       NA                   2.2379325570e+02     NA          153.0 
172606   170826   114939   52       NA                   2.2379424334e+02     NA          154.4 
174170   172372   115987   35       NA                   2.2379474911e+02     NA          155.5 
175728   173914   116991   58       NA                   2.2379547069e+02     NA          156.8 
177270   175444   118021   31       NA                   2.2379645998e+02     NA          158.1 
178835   176992   119016   45       NA                   2.2379712075e+02     NA          159.3 
180359   178504   120048   56       NA                   2.2379766263e+02     NA          160.5 
181916   180042   121067   24       NA                   2.2379785144e+02     NA          161.4 
183458   181575   122089   55       NA                   2.2379901934e+02     NA          162.4 
185001   183104   123110   26       NA                   2.2379957744e+02     NA          163.4 
186549   184634   124162   63       NA                   2.2380057322e+02     NA          164.4 
188123   186198   125170   45       NA                   2.2380110647e+02     NA          165.5 
189505   187571   126100   21       NA                   2.2380119324e+02     NA          166.4 
191065   189120   127084   41       NA                   2.2380119324e+02     NA          167.8 
192598   190632   128073   34       NA                   2.2380270410e+02     NA          169.5 
194174   192182   129093   26       NA                   2.2380325120e+02     NA          171.2 
195742   193741   130091   47       NA                   2.2380380840e+02     NA          172.7 
197277   195269   131168   74       NA                   2.2380401059e+02     NA          174.2 
198837   196812   132184   78       NA                   2.2380520288e+02     NA          175.7 
200347   198311   133202   23       NA                   2.2380564732e+02     NA          177.2 
201918   199850   134213   34       NA                   2.2380621198e+02     NA          178.6 
203464   201370   135263   34       NA                   2.2380651037e+02     NA          180.1 
205017   202909   136246   56       NA                   2.2380697856e+02     NA          181.6 
206541   204421   137274   14       NA                   2.2380774945e+02     NA          183.0 
208054   205924   138311   22       NA                   2.2380817873e+02     NA          184.3 
209617   207473   139302   30       NA                   2.2380817873e+02     NA          185.6 
211167   209002   140290   31       NA                   2.2380891118e+02     NA          186.9 
212786   210601   141307   58       NA                   2.2380960173e+02     NA          188.4 
214362   212159   142333   39       NA                   2.2381030731e+02     NA          190.0 
215817   213605   143268   26       NA                   2.2381054582e+02     NA          191.5 
217393   215161   144264   26       NA                   2.2381111110e+02     NA          192.9 
218921   216678   145276   36       NA                   2.2381134971e+02     NA          194.3 
220460   218189   146265   28       NA                   2.2381134971e+02     NA          195.7 
222049   219754   147262   37       NA                   2.2381250685e+02     NA          197.0 
223607   221298   148260   22       NA                   2.2381250685e+02     NA          198.2 
225211   222885   149264   32       NA                   2.2381314788e+02     NA          199.6 
226766   224434   150301   32       NA                   2.2381388862e+02     NA          201.1 
228339   225990   151278   49       NA                   2.2381515850e+02     NA          202.5 
229892   227523   152267   30       NA                   2.2381532305e+02     NA          203.8 
231468   229081   153237   20       NA                   2.2381589125e+02     NA          204.8 
233039   230643   154248   58       NA                   2.2381620511e+02     NA          205.7 
234629   232218   155254   96       NA                   2.2381698574e+02     NA          206.6 
236214   233771   156245   27       NA                   2.2381705237e+02     NA          207.5 
237784   235318   157259   39       NA                   2.2381808650e+02     NA          208.4 
239370   236884   158261   98       NA                   2.2381890925e+02     NA          209.4 
240928   238431   159341   28       NA                   2.2381903438e+02     NA          211.1 
242523   239995   160356   17       NA                   2.2381989727e+02     NA          212.8 
244092   241548   161345   35       NA                   2.2381999502e+02     NA          214.3 
245547   242979   162272   22       NA                   2.2382047624e+02     NA          215.9 
247150   244561   163337   41       NA                   2.2382121969e+02     NA          217.6 
248681   246083   164390   28       NA                   2.2382163810e+02     NA          219.2 
250234   247620   165401   54       NA                   2.2382207796e+02     NA          220.8 
251815   249184   166418   34       NA                   2.2382232928e+02     NA          222.3 
253412   250766   167467   39       NA                   2.2382301253e+02     NA          223.9 
254994   252326   168431   28       NA                   2.2382358723e+02     NA          225.4 
256589   253901   169420   43       NA                   2.2382374827e+02     NA          226.9 
258109   255411   170454   39       NA                   2.2382439923e+02     NA          228.3 
259674   256959   171407   66       NA                   2.2382483003e+02     NA          229.6 
261244   258504   172347   50       NA                   2.2382530229e+02     NA          230.9 
262811   260056   173382   37       NA                   2.2382606965e+02     NA          232.2 
264428   261657   174335   36       NA                   2.2382644512e+02     NA          233.8 
265986   263197   175317   62       NA                   2.2382645350e+02     NA          235.4 
267590   264780   176283   51       NA                   2.2382703438e+02     NA          236.9 
269124   266299   177285   68       NA                   2.2382784054e+02     NA          238.2 
270738   267897   178269   49       NA                   2.2382815015e+02     NA          239.7 
272244   269385   179197   48       NA                   2.2382890365e+02     NA          241.3 
273752   270877   180175   63       NA                   2.2382890365e+02     NA          242.5 
275344   272446   181189   38       NA                   2.2382947671e+02     NA          243.8 
276920   274008   182199   55       NA                   2.2382947671e+02     NA          245.0 
278518   275586   183161   28       NA                   2.2383048320e+02     NA          246.3 
280066   277112   184173   77       NA                   2.2383048562e+02     NA          247.5 
281640   278665   185201   102      NA                   2.2383122560e+02     NA          248.7 
283246   280261   186183   31       NA                   2.2383133514e+02     NA          249.9 
284798   281793   187217   33       NA                   2.2383188484e+02     NA          250.9 
286385   283356   188192   30       NA                   2.2383188484e+02     NA          251.9 
287958   284913   189181   27       NA                   2.2383188484e+02     NA          252.8 
289577   286512   190154   92       NA                   2.2383289480e+02     NA          253.7 
291138   288057   191185   24       NA                   2.2383359660e+02     NA          254.9 
292746   289637   192193   33       NA                   2.2383361714e+02     NA          256.2 
294311   291184   193224   30       NA                   2.2383397980e+02     NA          257.6 
295844   292705   194219   51       NA                   2.2383490994e+02     NA          259.1 
297385   294237   195216   41       NA                   2.2383490994e+02     NA          260.7 
298839   295672   196150   43       NA                   2.2383568491e+02     NA          262.5 
300376   297185   197179   29       NA                   2.2383583255e+02     NA          264.3 
301971   298747   198176   34       NA                   2.2383635444e+02     NA          266.1 
303557   300313   199192   61       NA                   2.2383660438e+02     NA          267.7 
305113   301841   200200   21       NA                   2.2383716179e+02     NA          269.4 
306702   303406   201193   53       NA                   2.2383756287e+02     NA          270.7 
308244   304938   202235   41       NA                   2.2383792647e+02     NA          272.1 
309857   306527   203216   39       NA                   2.2383821842e+02     NA          273.6 
311442   308093   204197   28       NA                   2.2383860787e+02     NA          274.9 
313035   309671   205228   54       NA                   2.2383898890e+02     NA          276.2 
314646   311261   206237   36       NA                   2.2383935232e+02     NA          277.7 
316185   312791   207282   89       NA                   2.2383969785e+02     NA          279.0 
317759   314350   208250   28       NA                   2.2383969785e+02     NA          280.3 
319333   315892   209254   61       NA                   2.2384063127e+02     NA          281.6 
320889   317431   210230   53       NA                   2.2384077687e+02     NA          282.7 
322529   319038   211180   11       NA                   2.2384137064e+02     NA          283.9 
323982   320479   212115   30       NA                   2.2384137064e+02     NA          285.1 
325592   322079   213115   27       NA                   2.2384174646e+02     NA          286.2 
327219   323690   214092   28       NA                   2.2384234734e+02     NA          287.5 
328795   325251   215098   50       NA                   2.2384234734e+02     NA          288.8 
330385   326828   216082   15       NA                   2.2384332247e+02     NA          290.0 
331997   328430   217062   45       NA                   2.2384342148e+02     NA          291.2 
333573   329986   218074   24       NA                   2.2384381766e+02     NA          292.3 
335161   331561   219090   24       NA                   2.2384381766e+02     NA          293.5 
336700   333091   220105   39       NA                   2.2384423101e+02     NA          294.5 
338309   334679   221060   119      NA                   2.2384480147e+02     NA          295.5 
339889   336226   222108   28       NA                   2.2384480147e+02     NA          296.3 
341477   337795   223132   31       NA                   2.2384549026e+02     NA          297.2 
343035   339335   224128   29       NA                   2.2384594506e+02     NA          298.1 
344633   340919   225138   18       NA                   2.2384594506e+02     NA          298.9 
346202   342474   226129   52       NA                   2.2384637323e+02     NA          299.7 
347794   344045   227151   30       NA                   2.2384679364e+02     NA          300.7 
349349   345570   228168   29       NA                   2.2384714321e+02     NA          301.5 
350819   347023   229116   14       NA                   2.2384757799e+02     NA          302.8 
352370   348549   230129   35       NA                   2.2384797252e+02     NA          304.3 
353979   350136   231140   26       NA                   2.2384823090e+02     NA          305.7 
355588   351718   232135   38       NA                   2.2384862919e+02     NA          307.1 
357166   353280   233121   25       NA                   2.2384883520e+02     NA          308.4 
358754   354859   234105   22       NA                   2.2384918418e+02     NA          309.9 
360305   356389   235096   78       NA                   2.2384948796e+02     NA          311.2 
361885   357947   236108   27       NA                   2.2384972416e+02     NA          312.5 
363504   359539   237039   73       NA                   2.2385038313e+02     NA          314.2 
365085   361096   238060   60       NA                   2.2385055356e+02     NA          315.5 
366690   362680   239017   32       NA                   2.2385087565e+02     NA          317.0 
368308   364280   240071   56       NA                   2.2385115738e+02     NA          318.5 
369928   365884   241033   72       NA                   2.2385143711e+02     NA          319.9 
371499   367437   242048   29       NA                   2.2385194817e+02     NA          321.5 
373077   369007   243016   73       NA                   2.2385223296e+02     NA          323.2 
374673   370582   243962   16       NA                   2.2385260996e+02     NA          324.7 
376266   372163   244979   38       NA                   2.2385273571e+02     NA          326.2 
377840   373722   245975   41       NA                   2.2385292401e+02     NA          327.7 
379352   375211   246907   17       NA                   2.2385362124e+02     NA          329.0 
380852   376703   247947   30       NA                   2.2385382821e+02     NA          330.2 
382473   378308   248916   21       NA                   2.2385418513e+02     NA          331.4 
384018   379828   249901   39       NA                   2.2385445399e+02     NA          332.6 
385628   381421   250899   33       NA                   2.2385483405e+02     NA          333.8 
387182   382962   251949   38       NA                   2.2385487352e+02     NA          334.9 
388758   384516   252951   21       NA                   2.2385531691e+02     NA          336.0 
390371   386114   253950   24       NA                   2.2385542266e+02     NA          337.2 
391962   387684   254927   73       NA                   2.2385611246e+02     NA          338.2 
393530   389228   255903   76       NA                   2.2385646770e+02     NA          339.3 
395120   390799   256903   26       NA                   2.2385668606e+02     NA          340.3 
396707   392370   257824   39       NA                   2.2385716617e+02     NA          341.2 
398291   393931   258816   44       NA                   2.2385747066e+02     NA          342.2 
399862   395490   259835   20       NA                   2.2385779264e+02     NA          343.1 
401394   397003   260861   39       NA                   2.2385779589e+02     NA          344.1 
402941   398527   261822   30       NA                   2.2385829106e+02     NA          345.0 
404400   399975   262737   44       NA                   2.2385839295e+02     NA          346.5 
405978   401532   263715   70       NA                   2.2385863204e+02     NA          348.0 
407574   403117   264701   44       NA                   2.2385921838e+02     NA          349.4 
409100   404628   265673   95       NA                   2.2385956943e+02     NA          350.8 
410660   406174   266625   48       NA                   2.2385966920e+02     NA          352.5 
412260   407753   267617   25       NA                   2.2385966920e+02     NA          354.2 
413860   409334   268617   29       NA                   2.2386037641e+02     NA          355.7 
415456   410915   269565   70       NA                   2.2386061228e+02     NA          357.1 
417079   412506   270560   48       NA                   2.2386086609e+02     NA          358.4 
418649   414053   271532   43       NA                   2.2386118635e+02     NA          359.7 
420278   415662   272541   30       NA                   2.2386140875e+02     NA          360.9 
421904   417264   273505   25       NA                   2.2386174726e+02     NA          362.2 
423462   418802   274541   32       NA                   2.2386213689e+02     NA          363.4 
425099   420416   275470   26       NA                   2.2386235308e+02     NA          364.7 
426686   421992   276461   22       NA                   2.2386257398e+02     NA          366.1 
428306   423596   277403   44       NA                   2.2386259890e+02     NA          367.5 
429866   425145   278451   45       NA                   2.2386308313e+02     NA          368.7 
431353   426610   279340   59       NA                   2.2386308313e+02     NA          370.0 
432942   428185   280305   27       NA                   2.2386372697e+02     NA          371.4 
434526   429751   281309   51       NA                   2.2386400794e+02     NA          372.5 
436103   431316   282288   30       NA                   2.2386400794e+02     NA          373.5 
437624   432828   283297   62       NA                   2.2386454694e+02     NA          374.7 
439188   434372   284277   19       NA                   2.2386474966e+02     NA          375.9 
440764   435923   285285   30       NA                   2.2386474966e+02     NA          377.1 
442298   437444   286317   66       NA                   2.2386526108e+02     NA          378.3 
443897   439016   287272   75       NA                   2.2386564380e+02     NA          379.5 
445504   440601   288283   61       NA                   2.2386569121e+02     NA          380.8 
447112   442184   289191   57       NA                   2.2386610221e+02     NA          381.8 
448650   443715   290193   28       NA                   2.2386639072e+02     NA          382.9 
450291   445326   291136   111      NA                   2.2386646755e+02     NA          383.8 
451921   446923   292130   68       NA                   2.2386684982e+02     NA          384.7 
453526   448511   293135   22       NA                   2.2386711386e+02     NA          385.7 
455131   450093   294144   44       NA                   2.2386739838e+02     NA          386.5 
456727   451667   295164   63       NA                   2.2386775266e+02     NA          387.4 
458258   453179   296115   94       NA                   2.2386796309e+02     NA          388.3 
459878   454771   297081   22       NA                   2.2386806174e+02     NA          389.5 
461486   456347   298089   40       NA                   2.2386825722e+02     NA          390.9 
463076   457928   299111   36       NA                   2.2386882654e+02     NA          392.3 
464654   459490   300107   50       NA                   2.2386903831e+02     NA          393.8 
466296   461110   301087   94       NA                   2.2386934780e+02     NA          395.3 
467859   462661   302058   31       NA                   2.2386966627e+02     NA          396.7 
469456   464244   303029   21       NA                   2.2386982005e+02     NA          398.0 
471074   465838   304045   59       NA                   2.2386989692e+02     NA          399.4 
472665   467408   305004   47       NA                   2.2386989692e+02     NA          400.7 
474242   468963   305993   33       NA                   2.2387064910e+02     NA          402.2 
475818   470529   307001   32       NA                   2.2387075209e+02     NA          403.6 
477479   472170   307930   46       NA                   2.2387096582e+02     NA          405.2 
479041   473720   309002   41       NA                   2.2387131237e+02     NA          406.5 
480682   475347   309927   22       NA                   2.2387169857e+02     NA          408.1 
482191   476842   310922   32       NA                   2.2387190703e+02     NA          409.5 
483796   478433   311893   24       NA                   2.2387190703e+02     NA          411.1 
485341   479958   312840   37       NA                   2.2387248048e+02     NA          412.5 
486904   481506   313875   34       NA                   2.2387261305e+02     NA          413.8 
488501   483082   314842   49       NA                   2.2387282230e+02     NA          415.3 
490066   484635   315817   39       NA                   2.2387307679e+02     NA          416.7 
491651   486201   316784   48       NA                   2.2387327432e+02     NA          418.0 
493229   487768   317744   30       NA                   2.2387354651e+02     NA          419.2 
494798   489317   318735   56       NA                   2.2387385794e+02     NA          420.4 
496384   490886   319703   32       NA                   2.2387401931e+02     NA          421.6 
497932   492410   320671   46       NA                   2.2387425441e+02     NA          422.8 
499516   493959   321667   29       NA                   2.2387439808e+02     NA          424.0 
501088   495502   322653   68       NA                   2.2387469065e+02     NA          425.3 
502695   497083   323648   70       NA                   2.2387492928e+02     NA          426.6 
504274   498646   324655   27       NA                   2.2387512463e+02     NA          427.8 
505855   500205   325574   67       NA                   2.2387531857e+02     NA          428.9 
507446   501777   326561   27       NA                   2.2387549409e+02     NA          430.1 
509040   503350   327563   34       NA                   2.2387588573e+02     NA          431.3 
510657   504946   328546   31       NA                   2.2387613967e+02     NA          432.2 
512244   506513   329541   69       NA                   2.2387657749e+02     NA          433.5 
513820   508072   330515   32       NA                   2.2387670310e+02     NA          435.0 
515380   509604   331511   47       NA                   2.2387670310e+02     NA          436.7 
516949   511163   332488   49       NA                   2.2387700182e+02     NA          438.1 
518447   512650   333450   27       NA                   2.2387741106e+02     NA          439.4 
520080   514265   334397   86       NA                   2.2387762233e+02     NA          440.9 
521677   515849   335394   71       NA                   2.2387770115e+02     NA          442.3 
523243   517401   336408   68       NA                   2.2387809309e+02     NA          443.7 
524863   518998   337420   27       NA                   2.2387836235e+02     NA          445.2 
526472   520591   338409   48       NA                   2.2387841864e+02     NA          446.6 
528074   522174   339397   66       NA                   2.2387863625e+02     NA          447.8 
529634   523722   340423   64       NA                   2.2387882136e+02     NA          449.0 
531225   525287   341398   43       NA                   2.2387915067e+02     NA          450.3 
532736   526786   342361   39       NA                   2.2387935657e+02     NA          451.7 
534378   528394   343311   21       NA                   2.2387950343e+02     NA          453.2 
535940   529947   344339   45       NA                   2.2387984443e+02     NA          454.7 
537565   531559   345300   23       NA                   2.2387998862e+02     NA          456.0 
539123   533102   346304   41       NA                   2.2388030612e+02     NA          457.4 
540768   534737   347261   56       NA                   2.2388049181e+02     NA          459.0 
542395   536335   348262   31       NA                   2.2388081286e+02     NA          460.6 
543995   537915   349242   38       NA                   2.2388090050e+02     NA          462.1 
545579   539485   350214   44       NA                   2.2388109304e+02     NA          463.4 
547173   541065   351150   65       NA                   2.2388134996e+02     NA          464.6 
548791   542661   352094   20       NA                   2.2388134996e+02     NA          466.0 
550359   544218   353074   62       NA                   2.2388177474e+02     NA          467.2 
551933   545768   354072   39       NA                   2.2388216933e+02     NA          468.4 
553537   547344   355068   55       NA                   2.2388230537e+02     NA          469.2 
555163   548941   356038   16       NA                   2.2388245764e+02     NA          470.1 
556759   550524   357060   23       NA                   2.2388272430e+02     NA          471.1 
558405   552144   358038   33       NA                   2.2388306432e+02     NA          472.0 
559962   553690   359045   47       NA                   2.2388321018e+02     NA          472.9 
561577   555277   360036   41       NA                   2.2388338715e+02     NA          473.8 
563138   556827   361057   31       NA                   2.2388363765e+02     NA          474.8 
564749   558407   362026   22       NA                   2.2388388095e+02     NA          475.9 
566317   559959   363044   14       NA                   2.2388414669e+02     NA          477.0 
567923   561541   364014   52       NA                   2.2388431355e+02     NA          478.1 
569548   563130   365017   45       NA                   2.2388445885e+02     NA          479.5 
571101   564673   366026   53       NA                   2.2388475384e+02     NA          481.3 
572756   566298   366989   35       NA                   2.2388507720e+02     NA          482.8 
574288   567819   368039   42       NA                   2.2388515356e+02     NA          484.5 
575972   569481   368961   60       NA                   2.2388539001e+02     NA          486.0 
577537   571036   370024   42       NA                   2.2388539001e+02     NA          487.5 
579175   572644   370998   59       NA                   2.2388563266e+02     NA          489.0 
580768   574220   372029   28       NA                   2.2388601042e+02     NA          490.6 
582384   575821   372995   35       NA                   2.2388617276e+02     NA          492.2 
584029   577440   373960   24       NA                   2.2388656916e+02     NA          493.7 
585635   579023   374922   43       NA                   2.2388678419e+02     NA          495.1 
587236   580609   375915   27       NA                   2.2388685933e+02     NA          496.6 
588778   582141   376951   28       NA                   2.2388713481e+02     NA          497.9 
590360   583695   377913   49       NA                   2.2388742314e+02     NA          499.3 
591945   585265   378904   68       NA                   2.2388758625e+02     NA          500.6 
593555   586853   379890   27       NA                   2.2388763517e+02     NA          501.9 
595165   588441   380908   33       NA                   2.2388808082e+02     NA          503.3 
596749   590009   381960   39       NA                   2.2388832305e+02     NA          504.6 
598413   591653   382906   51       NA                   2.2388843030e+02     NA          505.8 
600036   593249   383879   60       NA                   2.2388874265e+02     NA          507.1 
601600   594794   384905   32       NA                   2.2388877150e+02     NA          508.6 
603218   596396   385861   87       NA                   2.2388909471e+02     NA          510.1 
604828   597983   386837   31       NA                   2.2388909471e+02     NA          511.5 
606391   599520   387848   34       NA                   2.2388946174e+02     NA          512.9 
608006   601127   388803   27       NA                   2.2388970795e+02     NA          514.0 
609647   602742   389824   56       NA                   2.2388982750e+02     NA          515.3 
