
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : LO (linear optimization problem)
  Constraints            : 2200            
  Cones                  : 0               
  Scalar variables       : 465             
  Matrix variables       : 0               
  Integer variables      : 421             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 0.08
Presolved problem: 464 variables, 1135 constraints, 4090 non-zeros
Presolved problem: 0 general integer, 421 binary, 43 continuous
Clique table size: 42
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
41810    41418    28245    21       NA                   1.7372325563e+02     NA          14.3  
43374    42968    29265    25       NA                   1.7373089137e+02     NA          14.9  
44966    44543    30247    16       NA                   1.7373231922e+02     NA          15.3  
46509    46083    31212    37       NA                   1.7374000819e+02     NA          15.6  
48132    47685    32207    39       NA                   1.7374403307e+02     NA          16.0  
49789    49332    33186    37       NA                   1.7374426285e+02     NA          16.4  
51422    50944    34185    35       NA                   1.7375301100e+02     NA          16.7  
53024    52532    35167    39       NA                   1.7375591169e+02     NA          17.2  
54638    54124    36159    22       NA                   1.7376087627e+02     NA          17.6  
56284    55759    37117    38       NA                   1.7376278950e+02     NA          18.2  
57730    57197    38071    32       NA                   1.7376680026e+02     NA          18.8  
59407    58848    39018    24       NA                   1.7376950050e+02     NA          19.5  
60963    60390    39998    41       NA                   1.7377145528e+02     NA          20.1  
62597    61994    41026    34       NA                   1.7377493180e+02     NA          20.6  
64251    63636    42016    31       NA                   1.7378017594e+02     NA          21.3  
65880    65255    43011    36       NA                   1.7378213106e+02     NA          21.9  
67575    66939    43954    21       NA                   1.7378482299e+02     NA          22.4  
69239    68579    44912    36       NA                   1.7378910270e+02     NA          22.9  
70855    70181    45876    19       NA                   1.7379203082e+02     NA          23.5  
72516    71832    46861    23       NA                   1.7379203082e+02     NA          24.0  
74127    73437    47866    26       NA                   1.7379736496e+02     NA          24.5  
75802    75103    48889    29       NA                   1.7380100980e+02     NA          25.0  
77529    76814    49848    28       NA                   1.7380195762e+02     NA          25.5  
79129    78398    50818    24       NA                   1.7380432138e+02     NA          26.1  
80787    80038    51790    21       NA                   1.7380720435e+02     NA          26.7  
82323    81560    52682    40       NA                   1.7380935902e+02     NA          27.2  
83978    83203    53679    32       NA                   1.7381291852e+02     NA          27.8  
85624    84837    54663    24       NA                   1.7381554708e+02     NA          28.3  
87314    86511    55629    29       NA                   1.7381623531e+02     NA          28.8  
88944    88123    56625    26       NA                   1.7381908565e+02     NA          29.5  
90558    89717    57593    28       NA                   1.7382098553e+02     NA          30.0  
92165    91300    58598    27       NA                   1.7382260168e+02     NA          30.7  
93826    92945    59585    25       NA                   1.7382406828e+02     NA          31.3  
95504    94612    60585    31       NA                   1.7382799986e+02     NA          31.7  
97140    96234    61607    25       NA                   1.7382956445e+02     NA          32.2  
98785    97857    62608    22       NA                   1.7383123052e+02     NA          32.7  
100492   99542    63619    17       NA                   1.7383390433e+02     NA          33.3  
102133   101170   64626    44       NA                   1.7383720130e+02     NA          33.7  
103844   102858   65609    26       NA                   1.7383780276e+02     NA          34.3  
105513   104516   66622    63       NA                   1.7383994566e+02     NA          34.7  
107215   106200   67568    34       NA                   1.7384255866e+02     NA          35.3  
108900   107870   68543    23       NA                   1.7384511079e+02     NA          35.7  
110616   109573   69529    30       NA                   1.7384511079e+02     NA          36.4  
112156   111105   70423    36       NA                   1.7384807269e+02     NA          36.9  
113829   112768   71394    23       NA                   1.7384936242e+02     NA          37.4  
115487   114415   72384    28       NA                   1.7385276367e+02     NA          37.9  
117216   116113   73411    17       NA                   1.7385464243e+02     NA          38.4  
118864   117755   74347    23       NA                   1.7385482233e+02     NA          39.0  
120484   119365   75327    33       NA                   1.7385769182e+02     NA          39.5  
122176   121033   76279    22       NA                   1.7386056963e+02     NA          40.1  
123874   122713   77261    47       NA                   1.7386230418e+02     NA          40.6  
125530   124354   78245    31       NA                   1.7386381889e+02     NA          41.2  
127188   125988   79217    19       NA                   1.7386493374e+02     NA          41.6  
128878   127663   80171    20       NA                   1.7386737208e+02     NA          42.4  
130521   129285   81192    29       NA                   1.7386907215e+02     NA          43.0  
132169   130915   82152    38       NA                   1.7386978277e+02     NA          43.5  
133778   132512   83157    18       NA                   1.7387219747e+02     NA          43.9  
135446   134160   84131    32       NA                   1.7387300011e+02     NA          44.3  
137124   135824   85111    17       NA                   1.7387579356e+02     NA          45.0  
138702   137394   86033    37       NA                   1.7387821037e+02     NA          45.5  
140389   139067   87024    17       NA                   1.7387948206e+02     NA          46.1  
142072   140733   87979    38       NA                   1.7388085681e+02     NA          46.6  
143747   142388   88954    29       NA                   1.7388325826e+02     NA          47.0  
145470   144078   89925    16       NA                   1.7388366097e+02     NA          47.5  
147146   145743   90903    22       NA                   1.7388603219e+02     NA          48.1  
148817   147411   91852    29       NA                   1.7388768886e+02     NA          48.7  
150500   149067   92801    22       NA                   1.7388858022e+02     NA          49.3  
152194   150743   93759    33       NA                   1.7389088686e+02     NA          50.0  
153924   152450   94739    16       NA                   1.7389187815e+02     NA          50.6  
155573   154088   95730    44       NA                   1.7389390462e+02     NA          51.1  
157284   155783   96631    22       NA                   1.7389469240e+02     NA          51.7  
158981   157470   97606    42       NA                   1.7389673134e+02     NA          52.3  
160686   159170   98555    51       NA                   1.7389857499e+02     NA          52.9  
162364   160838   99509    24       NA                   1.7390011937e+02     NA          53.5  
164007   162473   100504   32       NA                   1.7390147803e+02     NA          54.0  
165691   164152   101452   18       NA                   1.7390319474e+02     NA          54.4  
167319   165767   102328   19       NA                   1.7390367109e+02     NA          54.9  
169025   167459   103312   27       NA                   1.7390599225e+02     NA          55.3  
170710   169119   104305   53       NA                   1.7390708472e+02     NA          55.7  
172406   170798   105317   45       NA                   1.7390832705e+02     NA          56.2  
174125   172497   106314   39       NA                   1.7390999797e+02     NA          57.0  
175832   174174   107327   19       NA                   1.7391103230e+02     NA          57.9  
177546   175872   108279   39       NA                   1.7391295090e+02     NA          58.7  
179304   177616   109263   60       NA                   1.7391438269e+02     NA          59.5  
181029   179319   110262   43       NA                   1.7391637910e+02     NA          60.1  
182733   181000   111268   26       NA                   1.7391706980e+02     NA          60.9  
184452   182688   112197   24       NA                   1.7391841924e+02     NA          61.5  
186142   184355   113161   42       NA                   1.7392074652e+02     NA          62.2  
187825   186026   114170   45       NA                   1.7392163846e+02     NA          62.8  
189518   187704   115125   33       NA                   1.7392321529e+02     NA          63.4  
191185   189355   116102   48       NA                   1.7392434548e+02     NA          64.0  
192864   191012   117101   29       NA                   1.7392559125e+02     NA          64.5  
194489   192615   118016   24       NA                   1.7392631999e+02     NA          65.0  
196166   194268   118985   42       NA                   1.7392810730e+02     NA          65.4  
197842   195922   119941   36       NA                   1.7392958817e+02     NA          66.0  
199508   197570   120939   31       NA                   1.7392991651e+02     NA          66.5  
201220   199261   121911   35       NA                   1.7393142804e+02     NA          67.0  
202918   200944   122881   42       NA                   1.7393334777e+02     NA          67.5  
204609   202622   123814   45       NA                   1.7393475615e+02     NA          68.2  
206314   204307   124801   28       NA                   1.7393581542e+02     NA          68.8  
207996   205972   125789   28       NA                   1.7393694995e+02     NA          69.4  
209722   207683   126697   42       NA                   1.7393761599e+02     NA          70.0  
211436   209371   127711   45       NA                   1.7393858885e+02     NA          70.6  
213152   211070   128637   35       NA                   1.7394037149e+02     NA          71.2  
214848   212749   129591   16       NA                   1.7394142073e+02     NA          72.0  
216545   214433   130528   28       NA                   1.7394241159e+02     NA          72.7  
218219   216094   131476   32       NA                   1.7394340337e+02     NA          73.3  
219935   217787   132396   48       NA                   1.7394463653e+02     NA          73.8  
221634   219473   133363   25       NA                   1.7394555605e+02     NA          74.3  
223269   221092   134246   29       NA                   1.7394700176e+02     NA          74.9  
224968   222769   135201   28       NA                   1.7394786971e+02     NA          75.6  
226643   224434   136180   30       NA                   1.7394871116e+02     NA          76.3  
228330   226104   137159   29       NA                   1.7394991845e+02     NA          76.9  
230044   227793   138171   37       NA                   1.7395053516e+02     NA          77.5  
231783   229519   139122   36       NA                   1.7395208387e+02     NA          78.2  
233464   231181   140131   34       NA                   1.7395342969e+02     NA          78.9  
235188   232883   141075   30       NA                   1.7395434597e+02     NA          79.6  
236921   234597   142096   40       NA                   1.7395574538e+02     NA          80.3  
238656   236319   143091   28       NA                   1.7395617139e+02     NA          81.0  
240340   237986   144119   38       NA                   1.7395753916e+02     NA          81.7  
242121   239748   145074   21       NA                   1.7395844479e+02     NA          82.3  
243877   241486   146048   13       NA                   1.7395947462e+02     NA          82.8  
245561   243155   147072   36       NA                   1.7396031107e+02     NA          83.5  
247294   244879   148057   40       NA                   1.7396161116e+02     NA          84.1  
249025   246596   149022   53       NA                   1.7396269014e+02     NA          84.7  
250714   248273   149945   37       NA                   1.7396278764e+02     NA          85.3  
252268   249814   150843   25       NA                   1.7396434912e+02     NA          85.8  
253993   251526   151778   20       NA                   1.7396548464e+02     NA          86.4  
255711   253232   152770   34       NA                   1.7396577730e+02     NA          87.0  
257401   254895   153728   36       NA                   1.7396727649e+02     NA          87.7  
259081   256565   154722   42       NA                   1.7396794686e+02     NA          88.3  
260773   258243   155722   32       NA                   1.7396958930e+02     NA          88.8  
262454   259918   156715   37       NA                   1.7397006217e+02     NA          89.4  
264193   261643   157670   22       NA                   1.7397055658e+02     NA          90.0  
265862   263301   158635   28       NA                   1.7397184595e+02     NA          90.8  
267584   265001   159597   46       NA                   1.7397337347e+02     NA          91.5  
269304   266708   160575   23       NA                   1.7397424693e+02     NA          92.0  
271019   268403   161542   37       NA                   1.7397518028e+02     NA          92.7  
272725   270087   162538   27       NA                   1.7397619134e+02     NA          93.4  
274503   271850   163498   30       NA                   1.7397647557e+02     NA          94.0  
276243   273574   164456   45       NA                   1.7397796435e+02     NA          94.7  
277886   275199   165385   39       NA                   1.7397842645e+02     NA          95.3  
279608   276904   166357   20       NA                   1.7397936707e+02     NA          95.8  
281362   278631   167279   39       NA                   1.7398062860e+02     NA          96.3  
283037   280296   168200   24       NA                   1.7398151661e+02     NA          96.9  
284736   281980   169141   26       NA                   1.7398229362e+02     NA          97.3  
286429   283665   170166   43       NA                   1.7398288935e+02     NA          97.8  
288099   285319   171146   33       NA                   1.7398365955e+02     NA          98.3  
289841   287044   172118   39       NA                   1.7398487490e+02     NA          98.7  
291582   288766   173111   31       NA                   1.7398568758e+02     NA          99.2  
293296   290462   174073   38       NA                   1.7398660002e+02     NA          99.6  
294961   292113   175072   22       NA                   1.7398693931e+02     NA          100.1 
296650   293795   176049   50       NA                   1.7398819074e+02     NA          100.6 
298386   295519   177053   32       NA                   1.7398864253e+02     NA          101.1 
300116   297227   177997   26       NA                   1.7399011292e+02     NA          101.7 
301837   298934   178976   51       NA                   1.7399043759e+02     NA          102.4 
303531   300616   179980   29       NA                   1.7399154174e+02     NA          103.0 
305119   302185   180886   47       NA                   1.7399211206e+02     NA          103.6 
306809   303864   181906   30       NA                   1.7399313681e+02     NA          104.1 
308557   305586   182844   29       NA                   1.7399405411e+02     NA          104.6 
310306   307318   183811   39       NA                   1.7399430528e+02     NA          105.2 
312010   309012   184827   57       NA                   1.7399557283e+02     NA          105.7 
313714   310700   185787   40       NA                   1.7399635311e+02     NA          106.2 
315490   312458   186713   37       NA                   1.7399718736e+02     NA          106.8 
317240   314188   187659   36       NA                   1.7399800487e+02     NA          107.2 
318976   315910   188607   25       NA                   1.7399800487e+02     NA          107.8 
320689   317618   189580   27       NA                   1.7399940612e+02     NA          108.3 
322410   319323   190553   21       NA                   1.7400017345e+02     NA          108.8 
324152   321046   191525   37       NA                   1.7400128523e+02     NA          109.4 
325845   322725   192508   31       NA                   1.7400185140e+02     NA          110.0 
327566   324423   193467   26       NA                   1.7400185140e+02     NA          110.7 
329243   326095   194428   49       NA                   1.7400304631e+02     NA          111.4 
330942   327767   195393   12       NA                   1.7400413635e+02     NA          112.0 
332667   329476   196348   47       NA                   1.7400487485e+02     NA          112.5 
334416   331201   197319   33       NA                   1.7400574480e+02     NA          113.0 
336020   332792   198255   34       NA                   1.7400639842e+02     NA          113.5 
337727   334487   199222   27       NA                   1.7400721078e+02     NA          114.0 
339473   336212   200154   49       NA                   1.7400808384e+02     NA          114.7 
341203   337916   201106   35       NA                   1.7400895094e+02     NA          115.2 
342890   339591   202051   30       NA                   1.7400962067e+02     NA          115.7 
344587   341270   203016   30       NA                   1.7401047919e+02     NA          116.3 
346294   342955   203949   37       NA                   1.7401116861e+02     NA          117.0 
348006   344654   204909   49       NA                   1.7401179581e+02     NA          117.5 
349709   346336   205864   39       NA                   1.7401225591e+02     NA          118.1 
351410   348023   206831   40       NA                   1.7401313649e+02     NA          118.6 
353131   349725   207794   21       NA                   1.7401364291e+02     NA          119.1 
354864   351441   208747   43       NA                   1.7401422382e+02     NA          119.6 
356582   353144   209719   42       NA                   1.7401498228e+02     NA          120.0 
358286   354832   210717   23       NA                   1.7401563471e+02     NA          120.6 
360058   356594   211703   40       NA                   1.7401671498e+02     NA          121.3 
361796   358310   212659   42       NA                   1.7401736345e+02     NA          122.0 
363432   359921   213541   27       NA                   1.7401763031e+02     NA          122.6 
365167   361646   214484   33       NA                   1.7401876931e+02     NA          123.2 
366885   363346   215466   29       NA                   1.7401902793e+02     NA          123.8 
368582   365027   216391   46       NA                   1.7402001019e+02     NA          124.3 
370306   366738   217341   25       NA                   1.7402091855e+02     NA          124.9 
372012   368422   218287   43       NA                   1.7402131760e+02     NA          125.5 
373718   370114   219275   30       NA                   1.7402233769e+02     NA          126.2 
375459   371840   220252   31       NA                   1.7402298936e+02     NA          126.9 
377187   373546   221210   24       NA                   1.7402348359e+02     NA          127.4 
378925   375267   222178   27       NA                   1.7402360803e+02     NA          128.0 
380649   376969   223104   35       NA                   1.7402407384e+02     NA          128.5 
382344   378655   224053   41       NA                   1.7402514836e+02     NA          129.2 
384043   380340   224970   43       NA                   1.7402600564e+02     NA          129.7 
385765   382041   225980   25       NA                   1.7402668619e+02     NA          130.2 
387492   383751   227015   37       NA                   1.7402736682e+02     NA          130.7 
389211   385449   227964   30       NA                   1.7402747565e+02     NA          131.1 
390812   387034   228885   48       NA                   1.7402872644e+02     NA          131.5 
392543   388743   229886   23       NA                   1.7402930729e+02     NA          131.9 
394244   390411   230829   33       NA                   1.7402979938e+02     NA          132.3 
395947   392090   231818   24       NA                   1.7403082898e+02     NA          132.9 
397649   393781   232754   37       NA                   1.7403143529e+02     NA          133.4 
399349   395471   233770   30       NA                   1.7403196381e+02     NA          134.0 
401125   397235   234738   46       NA                   1.7403275906e+02     NA          134.4 
402888   398982   235689   33       NA                   1.7403332816e+02     NA          135.1 
404657   400733   236648   28       NA                   1.7403399921e+02     NA          135.6 
406394   402452   237601   29       NA                   1.7403474503e+02     NA          136.2 
408159   404204   238542   14       NA                   1.7403547929e+02     NA          136.8 
409862   405890   239525   21       NA                   1.7403588777e+02     NA          137.3 
411645   407657   240526   36       NA                   1.7403692074e+02     NA          138.0 
413403   409409   241492   42       NA                   1.7403758652e+02     NA          138.5 
415150   411138   242459   23       NA                   1.7403828319e+02     NA          139.2 
416843   412810   243390   31       NA                   1.7403905212e+02     NA          139.8 
418553   414508   244372   26       NA                   1.7403930226e+02     NA          140.2 
420134   416077   245261   32       NA                   1.7403967226e+02     NA          140.8 
421860   417788   246223   35       NA                   1.7404061742e+02     NA          141.3 
423576   419489   247147   40       NA                   1.7404174566e+02     NA          141.9 
425254   421150   248129   45       NA                   1.7404221971e+02     NA          142.3 
426972   422850   249099   33       NA                   1.7404288221e+02     NA          142.9 
428738   424596   250095   33       NA                   1.7404351839e+02     NA          143.5 
430442   426285   251067   27       NA                   1.7404411353e+02     NA          144.1 
432217   428049   252016   19       NA                   1.7404470241e+02     NA          144.7 
433936   429756   252953   40       NA                   1.7404554770e+02     NA          145.4 
435662   431466   253911   22       NA                   1.7404613672e+02     NA          146.1 
437399   433183   254852   39       NA                   1.7404671340e+02     NA          146.8 
439142   434911   255777   46       NA                   1.7404707473e+02     NA          147.3 
440890   436637   256739   38       NA                   1.7404802727e+02     NA          148.0 
442574   438305   257739   34       NA                   1.7404896877e+02     NA          148.8 
444303   440012   258702   48       NA                   1.7404936541e+02     NA          149.4 
446015   441707   259644   28       NA                   1.7404994650e+02     NA          150.0 
447757   443434   260610   31       NA                   1.7405037565e+02     NA          150.6 
449406   445064   261495   53       NA                   1.7405110765e+02     NA          151.2 
451119   446759   262478   30       NA                   1.7405162907e+02     NA          151.8 
452833   448455   263470   48       NA                   1.7405229204e+02     NA          152.3 
454573   450182   264462   40       1.7891061761e+02     1.7405233484e+02     2.72        152.7 
An optimal solution satisfying the relative gap tolerance of 3.50e+00(%) has been located.
The relative gap is 2.72e+00(%).

Objective of best integer solution : 1.789106176056e+02      
Best objective bound               : 1.740523348396e+02      
Construct solution objective       : Not employed
Construct solution # roundings     : 0
User objective cut value           : 0
Number of cuts generated           : 34
  Number of Gomory cuts            : 12
  Number of CMIR cuts              : 22
Number of branches                 : 454573
Number of relaxations solved       : 450182
Number of interior point iterations: 31
Number of simplex iterations       : 10620014
Time spend presolving the root     : 0.08
Time spend in the heuristic        : 0.00
Time spend in the sub optimizers   : 0.00
  Time spend optimizing the root   : 0.26
Mixed integer optimizer terminated. Time: 154.61

Optimizer terminated. Time: 154.69  

Integer solution solution summary
  Problem status  : PRIMAL_FEASIBLE
  Solution status : INTEGER_OPTIMAL
  Primal.  obj: 1.7891061761e+02    nrm: 1e+04    Viol.  con: 2e-12    var: 0e+00    itg: 0e+00  
Optimizer summary
  Optimizer                 -                        time: 154.69  
    Interior-point          - iterations : 0         time: 0.00    
      Basis identification  -                        time: 0.00    
        Primal              - iterations : 0         time: 0.00    
        Dual                - iterations : 0         time: 0.00    
        Clean primal        - iterations : 0         time: 0.00    
        Clean dual          - iterations : 0         time: 0.00    
    Simplex                 -                        time: 0.00    
      Primal simplex        - iterations : 0         time: 0.00    
      Dual simplex          - iterations : 0         time: 0.00    
    Mixed integer           - relaxations: 450182    time: 154.61  

